packet_id	candidate_id	selection_strata	source_file	turn_index_zero_based	token_index_zero_based	matched_form	nominal_start_form	later_predicate_form	text	previous_text	next_text	expert_class	profile_disposition	span_recommendation	decision_confidence	decision_reason	source_limit_or_note
AA56-R1-101	aa56-0d289c73e78af81f5d27	overt_place_domain_control	FC-035_v2.cha	20	10	有	醫院		噉,佢就話咗俾我哋聽邊度有醫院嘞.	問個包租婆喇.	於是乎我就同我個friend一早就去揾哩個醫院喇.	aa77_overt_place_existential	exclude_from_aa56_and_route_to_aa77	overt place/domain + 有／冇 + nominal	high	The clause contains an overt local place or domain before 有／冇 and asserts existence or absence within that domain.	AA77 owns the overt-place relation; no silent deletion of the place is permitted.
AA56-R1-102	aa56-7fb873e23779f6335241	post_np_locative_coda_control	FC-035_v2.cha	27	4	有	兩	話	跟住呢,就有兩個話係佢哋係警察嘅人呢就走埋來囖,噉,於是乎話我哋非法喺度暢錢喎.	噉又唔知點解嗱嗱臨噉呢攞啲錢出來喎.	於是乎又叫我哋即係show一show哩個passports同埋,即係,俾佢哋睇喇.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	有 introduces a relative-modified indefinite human NP and 走埋來 predicates of the complete NP; later 喺度 material belongs to the following accusation, not this span.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-103	aa56-ecb0048faf81cc6ce013	inherited_aa77_sibling_anchor	FC-035_v2.cha	34	9	有	啲	可能	雖然覺得怪怪地,但係又冇諗過有啲乜嘢問題吖,所以,即係,可能係噉,佢又俾佢睇吖.	或者嗰陣時,因為捷克嗰陣時我,之前我喺捷克嗰陣時都有類似嘅情況,但係嗰次我哋冇損失.	噉於是乎,因為我覺得嗰條友真係好唔妥吖,所以呢我就即係盯住啲錢,盯得好實喇.	existential_interrogative_or_complement	separate_existential_complement_profile	matrix or embedded existential/wh complement, not a simple asserted participant introduction	high	有啲乜嘢問題 is selected by 諗過 as an embedded existential/wh complement; the mechanically found 可能 belongs to the following discourse, not to the introduced nominal.	May share existential semantics, but question force and embedding must remain overt rather than donated to AA56.
AA56-R1-104	aa56-242900034ed2810f650f	all_initial_indefinite_np_plus_predicate	FC-035_v2.cha	48	0	有	啲	犀利	有啲就,就喺火車度喇,佢哋重犀利,即係點啊?	因為我哋撞到,另外,即係有啲中國人呢,又係有啲同樣嘅事發生,但係就即係不同嘅方法喇.	四個人喺一個車卡入邊,八-即係點樣?	partitive_indefinite_subject_not_marker	exclude_from_aa56_marker_evidence	有啲 / 有啲人 as an indefinite determiner or partitive pronoun + predicate	high	Here 有啲 functions as 'some/some of them' and forms the subject nominal itself; the row does not independently establish existential-marker 有 followed by a separate NP.	HKCanCor token boundaries cannot decide grammatical segmentation; these rows are contrastive evidence against a token-only AA56 rule.
AA56-R1-105	aa56-d7c8c101711b55acaa35	all_initial_indefinite_np_plus_predicate	FC-035_v2.cha	50	0	有	八	望	有八隻眼喇,或者四對眼望住,都可以俾人得手.	四個人喺一個車卡入邊,八-即係點樣?	噉所以我哋-同重要唔見埋啲passports喇,乜嘢機票啊,誒,哩個,歐洲火車証吖.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-106	aa56-9b57093b8f99d9b20f9d	predicate_less_initial_control	FC-038a_v2.cha	6	0	有	幾多		有幾多位啊而家?	係呀?	幾多位呀?	wh_degree_or_quantity	exclude_as_measure_or_quantity_question	有幾/有幾多 or other measure-question material	high	The matched sequence belongs to degree, quantity, or measure interrogation rather than existential participant introduction.	POS ambiguity around 幾 and classifiers is a mechanical retrieval boundary only.
AA56-R1-107	aa56-d0efc944bcc20dc138fc	all_initial_indefinite_np_plus_predicate	FC-038a_v2.cha	15	0	有	三	報串	有三個人報串.	諗住呢,死死氣噉返屋企喇噉樣喇,冇行喇.	前邊嗰幾個人有啲人唔要喎.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-108	aa56-0cb04f3ecd8efbec8b8d	all_human_plus_predicate;all_initial_indefinite_np_plus_predicate	FC-038a_v2.cha	37	0	有	人	幫	有人幫你倒垃圾喇.	喀.	嘩.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-109	aa56-78f0d7420be7e264c020	all_human_plus_predicate;all_initial_indefinite_np_plus_predicate	FC-038a_v2.cha	40	0	有	人	有	有人-有人幫你換床鋪喇.	即係住酒店噉樣.	喀.	repair_or_unusable	exclude_from_productive_evidence	retain overt repair tokens; assign no normalized AA56 span	high	A false start, repetition, truncation, or restart prevents one stable overt construction span from being assigned safely.	The underlying continuation may be grammatical, but repaired corpus material cannot establish the productive boundary by itself.
AA56-R1-110	aa56-8a4c908b798fd21e3d74	all_human_plus_predicate	FC-038a_v2.cha	40	3	有	人	幫	有人-有人幫你換床鋪喇.	即係住酒店噉樣.	喀.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-111	aa56-bec056ea510360005374	all_human_plus_predicate;all_initial_indefinite_np_plus_predicate	FC-038a_v2.cha	44	0	有	人	幫	有人幫你拖地喇.	喀.	喀,喀,喀.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-112	aa56-dbc3363dff31093ee91a	post_np_locative_coda_control	FC-038a_v2.cha	89	2	有	朋友	畢業	"""我有朋友""喺美國畢業喎."	真係睇唔出呀?	你覺得贊唔贊成佢去讀postgrad噉啊?	aa55_possession_or_subject_have	exclude_from_aa56_and_route_to_aa55_or_subject_predication	overt subject/possessor + 有／冇 + possessed or associated nominal	high	An overt possessor, experiencer, institution, or affected subject precedes 有／冇, so the nominal is possessed, associated, or predicated of that subject rather than introduced subjectlessly.	Directly contrasts with Lam, Lau, and Lee's subjectless existential-marker analysis.
AA56-R1-113	aa56-254545044b726b39b9ae	all_initial_indefinite_np_plus_predicate	FC-038b_v2.cha	261	0	有	一	見	有一個啊,真係我見到,好似做show噉樣.	唉.	係喇.	ambiguous_boundary	quarantine_pending_independent_evidence	preserve the overt 有／冇 and nominal material without forcing a construction span	medium	有一個 introduces an elided referent followed by 我見到, but the missing head and object relation leave bare existence, relative modification, and discourse repair unresolved.	No hidden subject, predicate, place, or argument may be inserted to resolve the ambiguity.
AA56-R1-114	aa56-998baf6a5de009ac0701	all_human_plus_predicate	FC-042_v.cha	15	6	有	人	好似	會唔會係即係如果有人基督教嗰啲呢,你好似會覺得即係地球就好似宇宙嘅中心噉,上帝就創造咗人類.	唔知呢.	個聖經好似冇提過上帝創造宇宙人.	ambiguous_boundary	quarantine_pending_independent_evidence	preserve the overt 有／冇 and nominal material without forcing a construction span	medium	如果有人基督教嗰啲 is disfluent and omits the relation between 人 and 基督教; an existential, copular, or classifier interpretation cannot be selected safely.	No hidden subject, predicate, place, or argument may be inserted to resolve the ambiguity.
AA56-R1-115	aa56-a085d15581bf714e9240	all_human_plus_predicate	FC-042_v.cha	58	2	有	人	行	即係如果有人行行下街dut2一聲唔見咗.	噉好似真係幾神秘一樣嘢囖.	又唔知去咗邊度.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-116	aa56-d345bc02668e53bbe507	all_initial_indefinite_np_plus_predicate	FC-042_v.cha	77	0	有	隻	common	有隻好common嘅雪茄形囖.	但係其實原來重有少少唔同嘅形狀𡃉.	即係我成日覺得點飛得起啊?	bare_existential_or_listing	route_to_bare_existential_or_inventory_profile	有／冇 + nominal, without a locally NP-linked following predicate	high	The row asserts, questions, lists, or denies existence/availability of nominal material, but the mechanically located later predicate is absent, internal to the NP, or belongs to another clause.	Does not satisfy the source-linked AA56 NP-plus-predicate endpoint; positive and negative bare existence require separate typing.
AA56-R1-117	aa56-e771ff650a5620728953	all_human_plus_predicate	FC-042_v.cha	84	8	有	人	見	但係,誒,或多或少其實香港都有人話成日見到呢.	幽浮喇,嗰樣嘢喇.	哦,係啊.	layered_place_plus_positive_predication	compose_aa77_place_with_positive_aa56_predication	overt place/domain + [有 + indefinite NP + NP-linked predicate]	high	An overt place or domain scopes over a locally complete participant-introducing positive clause.	The place belongs to AA77-level locative structure and must not be hidden inside the AA56 participant-introduction span.
AA56-R1-118	aa56-152ed829f05eb3df9c9c	all_human_plus_predicate	FC-042_v.cha	98	1	冇	人	知	都冇人知係乜嘢.	好吖.	鬼玩人吖.	negative_human_quantificational_clause	separate_negative_quantificational_sibling	冇人 + predicate ('nobody/no one predicates')	high	冇人 supplies a negative human quantifier or negative existential subject and the following predicate states what no person does or is.	The sources inspected do not establish this as the morphological negative of positive participant-introducing AA56; keep the asymmetry explicit.
AA56-R1-119	aa56-a0d77210a9de5645ad6e	post_np_locative_coda_control	FC-044_v2.cha	164	8	有	朋友	陪	係因為-因為-因為你重有朋友或者親人喺-喺身邊陪住你一齊過-過生日吖嗎或者慶祝嗰隻.	你生日吖嗎.	就死就死嗰啲呢.	aa55_possession_or_subject_have	exclude_from_aa56_and_route_to_aa55_or_subject_predication	overt subject/possessor + 有／冇 + possessed or associated nominal	high	An overt possessor, experiencer, institution, or affected subject precedes 有／冇, so the nominal is possessed, associated, or predicated of that subject rather than introduced subjectlessly.	Directly contrasts with Lam, Lau, and Lee's subjectless existential-marker analysis.
AA56-R1-120	aa56-4f46369d3903a32ab137	all_initial_indefinite_np_plus_predicate	FC-044_v2.cha	299	0	有	班	出來	有班人出來劈友啊.	如果我哋食食下飯突然間,或者行行下街突然間會有一班人衝出來.	銀樂隊嗰啲噉呢.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-121	aa56-63918e0f9f01aed2f01b	all_human_plus_predicate	FC-044_v2.cha	354	1	有	人	掛住	邊有人掛住你吖?	見-見-見親我都話掛住子陵𡃉.	咪就係喇.	rhetorical_polarity_human	separate_rhetorical_negative_polarity_profile	邊有人 + predicate	high	邊有人掛住你 is a rhetorical question conventionally conveying that nobody misses the addressee, not an assertion that an indefinite person exists.	Question/polarity force reverses the discourse contribution and must remain represented.
AA56-R1-122	aa56-965834629cdbdb7f0e6e	all_human_plus_predicate	FC-044_v2.cha	378	2	冇	人	來	如果噉冇人嘅咪來你度囖.	噉所以就應該就禮拜三或者禮拜四先返嘅.	但係好難講喎.	negative_human_quantificational_clause	separate_negative_quantificational_sibling	冇人 + predicate ('nobody/no one predicates')	high	冇人 supplies a negative human quantifier or negative existential subject and the following predicate states what no person does or is.	The sources inspected do not establish this as the morphological negative of positive participant-introducing AA56; keep the asymmetry explicit.
AA56-R1-123	aa56-d2718845fae199565fc7	all_human_plus_predicate	FC-044_v2.cha	402	15	冇	人	睇	雖然我哩排都有好多戲想睇,但係冇-,苦冇人同我睇囖.	噉但係睇戲又好似即係無聊咗少少即係.	點解啊?	negative_human_quantificational_clause	separate_negative_quantificational_sibling	冇人 + predicate ('nobody/no one predicates')	high	冇人 supplies a negative human quantifier or negative existential subject and the following predicate states what no person does or is.	The sources inspected do not establish this as the morphological negative of positive participant-introducing AA56; keep the asymmetry explicit.
AA56-R1-124	aa56-c226db7574a219f52757	all_human_plus_predicate	FC-045_v2.cha	202	2	有	人	捉	William,有人捉到你喎.	咦,噉樣都俾你影到偷情喎.	偷影到喎.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-125	aa56-ac30f642f85365670b8d	all_initial_indefinite_np_plus_predicate	FC-046_v2.cha	21	0	有	一	有	有一張-有一張紙可以講晒啲指令都夠𡃉.	對我來講,都係複雜咗少少.	係啊.	repair_or_unusable	exclude_from_productive_evidence	retain overt repair tokens; assign no normalized AA56 span	high	A false start, repetition, truncation, or restart prevents one stable overt construction span from being assigned safely.	The underlying continuation may be grammatical, but repaired corpus material cannot establish the productive boundary by itself.
AA56-R1-126	aa56-84b719f3ca3381a7b110	all_initial_indefinite_np_plus_predicate	FC-046_v2.cha	112	0	有	啲	要	有啲特登要pit3咗佢噉嗰啲呢就部部機有啲唔同嘅.	係啊,有啲要遮住個鏡頭拍一下先𠺢嗎?	噉所以呢,就都要講下嘅.	partitive_indefinite_subject_not_marker	exclude_from_aa56_marker_evidence	有啲 / 有啲人 as an indefinite determiner or partitive pronoun + predicate	high	Here 有啲 functions as 'some/some of them' and forms the subject nominal itself; the row does not independently establish existential-marker 有 followed by a separate NP.	HKCanCor token boundaries cannot decide grammatical segmentation; these rows are contrastive evidence against a token-only AA56 rule.
AA56-R1-127	aa56-7ac5142db04fc33b6cdd	all_initial_indefinite_np_plus_predicate	FC-048_v2.cha	227	0	有	一	有	有一-有一段時間飲-飲黑啡𡃉.	唔係.	點可以哩啲嘢𡃉呢?	temporal_or_conditional_have	exclude_as_temporal_or_conditional_structure	有 + time/event/condition nominal + independent clause	high	The nominal supplies a time, occasion, duration, or condition for the following clause rather than serving as its introduced participant subject.	Do not reinterpret temporal adjunct structure as AA56 merely because a later predicate exists.
AA56-R1-128	aa56-f892e12695b801828c6c	post_np_locative_coda_control	FC-048_v2.cha	305	8	有	三	儲	我就帶三部機去,有三個programme儲咗喺裏邊嘅.	嗰陣時可以嘅.	係咩?	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	有 introduces 三個 programme and 儲咗喺裏邊 predicates their stored result-location; the preceding 我帶三部機去 is a separate clause.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-129	aa56-9103f6bac645dc5e5502	all_initial_indefinite_np_plus_predicate	FC-049_v2.cha	188	0	冇	嘢	講	冇嘢講咋話?	幾點食飯啊?	係啊.	lexicalized_or_fixed_expression	exclude_or_lexically_quarantine	fixed 有／冇 expression	high	The matched sequence is a conventional modal, reason, discourse, or evaluative expression whose meaning and syntax are not a productive introduced-NP predication.	Requires lexical or construction-specific handling before parser promotion.
AA56-R1-130	aa56-8bbff729b44a0c35c528	all_initial_indefinite_np_plus_predicate	FC-049_v2.cha	190	0	冇	嘢	講	冇嘢講啊,點吖?	係啊.	拉呀?	lexicalized_or_fixed_expression	exclude_or_lexically_quarantine	fixed 有／冇 expression	high	The matched sequence is a conventional modal, reason, discourse, or evaluative expression whose meaning and syntax are not a productive introduced-NP predication.	Requires lexical or construction-specific handling before parser promotion.
AA56-R1-131	aa56-aeda97be13d71646ef02	all_initial_indefinite_np_plus_predicate	FC-052_v2.cha	43	0	有	個	想	有個問題想問一問就係你點樣可以知道,你得到更多嘅資料係有關哩啲音響𡃉呢?	哦.	誒,睇啲音響書囖.	ambiguous_boundary	quarantine_pending_independent_evidence	preserve the overt 有／冇 and nominal material without forcing a construction span	medium	有個問題想問 can mean that the speaker has a question they want to ask; the understood subject of 想問 is not transparently 個問題, so it does not meet the narrow NP-linked-predicate test.	No hidden subject, predicate, place, or argument may be inserted to resolve the ambiguity.
AA56-R1-132	aa56-fd1f1180c938fb57b107	all_initial_indefinite_np_plus_predicate	FC-053_v2.cha	3	0	有	一	上	有一日呢我上上下堂噉有個學生傾偈.	係啊.	噉我呢就,誒,整咗個口罩噉就幫佢戴咗上個口嗰度喇.	temporal_or_conditional_have	exclude_as_temporal_or_conditional_structure	有 + time/event/condition nominal + independent clause	high	The nominal supplies a time, occasion, duration, or condition for the following clause rather than serving as its introduced participant subject.	Do not reinterpret temporal adjunct structure as AA56 merely because a later predicate exists.
AA56-R1-133	aa56-9865fc46485e01070eee	post_np_locative_coda_control	FC-053_v2.cha	82	5	有	份		噉自己都會覺得有份成功感喺度囖.	即係最多都係某一兩個同學特別差,所以唔合格𡃉唧.	嗯-我都係啊.	ambiguous_boundary	quarantine_pending_independent_evidence	preserve the overt 有／冇 and nominal material without forcing a construction span	medium	有份成功感喺度 is an abstract experiential/existential expression under 覺得; possession, state predication, and locative idiom remain possible.	No hidden subject, predicate, place, or argument may be inserted to resolve the ambiguity.
AA56-R1-134	aa56-3afc129ecd2c2e392d9c	all_human_plus_predicate	FC-055_v2.cha	137	2	有	人	操縱	噉可能有人幕後操縱喇.	哦.	我知,我知.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-135	aa56-37562d021ea2d7342e24	all_initial_indefinite_np_plus_predicate	FC-055_v2.cha	203	0	有	一	睇	有一次我睇報紙呢,話財經,誒,係唔係叫經濟日報,係嘞.	睇多啲報紙咪得囖.	噉𠻺入邊有一個專欄呢,有作家佢就講佢自己呢,攞一萬蚊出來做本金喎.	temporal_or_conditional_have	exclude_as_temporal_or_conditional_structure	有 + time/event/condition nominal + independent clause	high	The nominal supplies a time, occasion, duration, or condition for the following clause rather than serving as its introduced participant subject.	Do not reinterpret temporal adjunct structure as AA56 merely because a later predicate exists.
AA56-R1-136	aa56-14b3a41d8523ce5bc050	all_initial_indefinite_np_plus_predicate	FC-056_v2.cha	70	0	有	好多	買	有好多人買吖而家.	幾抵.	噉而家任天堂嘅情況點啊?	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-137	aa56-54f933dfc9a218af495a	all_initial_indefinite_np_plus_predicate	FC-101_v2.cha	25	0	冇	嘢	講	冇嘢講𡃉喎.	你點同人講啫?	同人傾生意?	lexicalized_or_fixed_expression	exclude_or_lexically_quarantine	fixed 有／冇 expression	high	The matched sequence is a conventional modal, reason, discourse, or evaluative expression whose meaning and syntax are not a productive introduced-NP predication.	Requires lexical or construction-specific handling before parser promotion.
AA56-R1-138	aa56-ea9a23b4f61764c6b99b	all_initial_indefinite_np_plus_predicate	FC-101_v2.cha	92	0	有	啲	有	有啲乜嘢工啊重有?	佢如果請我,我都做啊.	算喇.	existential_interrogative_or_complement	separate_existential_complement_profile	matrix or embedded existential/wh complement, not a simple asserted participant introduction	medium	The 有 phrase is interrogative, free-choice, or selected as a complement of another predicate; its internal nominal-predicate relation is not the ordinary asserted AA56 profile.	May share existential semantics, but question force and embedding must remain overt rather than donated to AA56.
AA56-R1-139	aa56-b5a94e6b0e6efbf5ecd6	all_initial_indefinite_np_plus_predicate	FC-105_v2.cha	81	0	有	啲	捐血	有啲人捐血越捐越健康𡃉.	點會啊?	即係好似你頭髮噉.	partitive_indefinite_subject_not_marker	exclude_from_aa56_marker_evidence	有啲 / 有啲人 as an indefinite determiner or partitive pronoun + predicate	high	Here 有啲 functions as 'some/some of them' and forms the subject nominal itself; the row does not independently establish existential-marker 有 followed by a separate NP.	HKCanCor token boundaries cannot decide grammatical segmentation; these rows are contrastive evidence against a token-only AA56 rule.
AA56-R1-140	aa56-fae06715dfd69e04716b	all_initial_indefinite_np_plus_predicate	FC-105_v2.cha	370	0	有	一	揾	有一批人揾唔到工囖.	即係我覺得相信其實,講真揾唔到工哩啲嘢,都係即係-一-係-點講啊?	其實我覺得有好多人揾工都重係一件好容易嘅事來嘅我覺得.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-141	aa56-9fb3453d609f2c2929e1	all_human_plus_predicate;all_initial_indefinite_np_plus_predicate	FC-107_v2.cha	66	0	冇	人	講	冇人同你講嘢.	有乜嘢辦法啊.	"坐喺度""呆鏟症""啊直情."	negative_human_quantificational_clause	separate_negative_quantificational_sibling	冇人 + predicate ('nobody/no one predicates')	high	冇人 supplies a negative human quantifier or negative existential subject and the following predicate states what no person does or is.	The sources inspected do not establish this as the morphological negative of positive participant-introducing AA56; keep the asymmetry explicit.
AA56-R1-142	aa56-7c34cb5ce6ac2db51ba9	all_human_plus_predicate	FC-107_v2.cha	151	1	冇	人	整	又冇人整𡃉喎.	跟住呢啲影印機全部壞晒.	噉咪係囖.	negative_human_quantificational_clause	separate_negative_quantificational_sibling	冇人 + predicate ('nobody/no one predicates')	high	冇人 supplies a negative human quantifier or negative existential subject and the following predicate states what no person does or is.	The sources inspected do not establish this as the morphological negative of positive participant-introducing AA56; keep the asymmetry explicit.
AA56-R1-143	aa56-fc2e9dbebb864ab0af23	all_human_plus_predicate	FC-107_v2.cha	157	7	冇	人	整	我都係噉話,又冇人整喎,唉,真係廢𡃉,簡直.	不過,不過,唔知啊,一層-一層有三部影印機通常都壞咗有兩部𡃉嚹.	不過讀得哩度,跟住呃咗你呢,幾萬蚊學費呢,跟住一啲facilities都冇呢.	negative_human_quantificational_clause	separate_negative_quantificational_sibling	冇人 + predicate ('nobody/no one predicates')	high	冇人 supplies a negative human quantifier or negative existential subject and the following predicate states what no person does or is.	The sources inspected do not establish this as the morphological negative of positive participant-introducing AA56; keep the asymmetry explicit.
AA56-R1-144	aa56-2d7ee69f6d087e11d293	all_human_plus_predicate	FC-107_v2.cha	280	11	冇	人	要	唓,噉但係個女生得核突都係冇人要𡃉喎.	唔使個女做.	噉但係冇辦法啊,同埋我控制唔到喎哩樣嘢.	negative_human_quantificational_clause	separate_negative_quantificational_sibling	冇人 + predicate ('nobody/no one predicates')	high	冇人 supplies a negative human quantifier or negative existential subject and the following predicate states what no person does or is.	The sources inspected do not establish this as the morphological negative of positive participant-introducing AA56; keep the asymmetry explicit.
AA56-R1-145	aa56-19b3b127c9d2cf035a0a	all_initial_indefinite_np_plus_predicate	FC-108a_v2.cha	349	0	有	個	殘	有個CP即刻殘咗喎.	好辛苦啊嗰陣時真係,頂唔順啊真係,遲早毀滅啊.	係喇.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-146	aa56-9c7db64f3d04dd006ded	all_human_plus_predicate;all_initial_indefinite_np_plus_predicate	FC-108c_v2.cha	115	0	有	人	聽	有人八十幾分啊,我聽隔離group講.	係啊.	哦.	ambiguous_boundary	quarantine_pending_independent_evidence	preserve the overt 有／冇 and nominal material without forcing a construction span	medium	有人八十幾分 lacks a locally overt verbal or adjectival predicate; 聽 occurs after a clause break, leaving measure predication or omitted 有 unresolved.	No hidden subject, predicate, place, or argument may be inserted to resolve the ambiguity.
AA56-R1-147	aa56-496668f50ec4b3845176	all_initial_indefinite_np_plus_predicate	FC-108c_v2.cha	199	0	有	一	係	有一個呢就係因為大部份嗰啲friend都考𡁵試,所以就冇人-冇人得閒同佢慶祝囖.	嗯.	噉咪好可憐囖?	bare_existential_or_listing	route_to_bare_existential_or_inventory_profile	有／冇 + nominal, without a locally NP-linked following predicate	high	The row asserts, questions, lists, or denies existence/availability of nominal material, but the mechanically located later predicate is absent, internal to the NP, or belongs to another clause.	Does not satisfy the source-linked AA56 NP-plus-predicate endpoint; positive and negative bare existence require separate typing.
AA56-R1-148	aa56-c7f926511598c12a0ed0	all_human_plus_predicate	FC-108c_v2.cha	199	18	冇	人	冇	有一個呢就係因為大部份嗰啲friend都考𡁵試,所以就冇人-冇人得閒同佢慶祝囖.	嗯.	噉咪好可憐囖?	repair_or_unusable	exclude_from_productive_evidence	retain overt repair tokens; assign no normalized AA56 span	high	A false start, repetition, truncation, or restart prevents one stable overt construction span from being assigned safely.	The underlying continuation may be grammatical, but repaired corpus material cannot establish the productive boundary by itself.
AA56-R1-149	aa56-2fc6fca88bcc90822335	all_human_plus_predicate	FC-108c_v2.cha	199	21	冇	人	得閒	有一個呢就係因為大部份嗰啲friend都考𡁵試,所以就冇人-冇人得閒同佢慶祝囖.	嗯.	噉咪好可憐囖?	negative_human_quantificational_clause	separate_negative_quantificational_sibling	冇人 + predicate ('nobody/no one predicates')	high	冇人 supplies a negative human quantifier or negative existential subject and the following predicate states what no person does or is.	The sources inspected do not establish this as the morphological negative of positive participant-introducing AA56; keep the asymmetry explicit.
AA56-R1-150	aa56-03b483052643bfb6e68f	all_human_plus_predicate	FC-108c_v2.cha	327	15	有	人	勁	你-你-,你唔-即係你唔勁過人或者有人更唔勁過你嘅啫,係唔係?	真係.	係唔係?	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-151	aa56-a2217fabe41f56130e2f	all_human_plus_predicate	FC-108d_v2.cha	27	8	冇	人	去	你-你哋噉你哋冇-咪冇人去囖.	傻咗啊你?	冇啊.	repair_or_unusable	exclude_from_productive_evidence	retain overt repair tokens; assign no normalized AA56 span	high	A false start, repetition, truncation, or restart prevents one stable overt construction span from being assigned safely.	The underlying continuation may be grammatical, but repaired corpus material cannot establish the productive boundary by itself.
