packet_id	selection_strata	candidate_id	source_file	source_file_sha256	turn_index_zero_based	token_index_zero_based	participant	matched_form	utterance_initial_lexical	preceding_lexical_token_count	nominal_start_form	nominal_start_hkcancor_pos	nominal_start_ud_pos	has_later_predicate_candidate	later_predicate_form	later_predicate_ud_pos	later_predicate_token_index_zero_based	immediate_left_form	immediate_left_ud_pos	text	previous_text	next_text	expert_class	profile_disposition	span_recommendation	decision_confidence	decision_reason	source_limit_or_note
AA56-R1-138	all_initial_indefinite_np_plus_predicate	aa56-ea9a23b4f61764c6b99b	FC-101_v2.cha	6ea8fb15323f1b5b3017f243d968ae2b36d0ea1097e4fec84723242a2e023041	92	0	XXG	有	True	0	啲	m	NUM	True	有	VERB	6			有啲乜嘢工啊重有?	佢如果請我,我都做啊.	算喇.						
AA56-R1-139	all_initial_indefinite_np_plus_predicate	aa56-b5a94e6b0e6efbf5ecd6	FC-105_v2.cha	be40fc4738cbeb0e2a3e44ed4ef60c4b8e3bca467cc5d6b441b2896dc3110fcb	81	0	XXB	有	True	0	啲	m	NUM	True	捐血	VERB	3			有啲人捐血越捐越健康𡃉.	點會啊?	即係好似你頭髮噉.						
AA56-R1-140	all_initial_indefinite_np_plus_predicate	aa56-fae06715dfd69e04716b	FC-105_v2.cha	be40fc4738cbeb0e2a3e44ed4ef60c4b8e3bca467cc5d6b441b2896dc3110fcb	370	0	XXB	有	True	0	一	m	NUM	True	揾	VERB	4			有一批人揾唔到工囖.	即係我覺得相信其實,講真揾唔到工哩啲嘢,都係即係-一-係-點講啊?	其實我覺得有好多人揾工都重係一件好容易嘅事來嘅我覺得.						
AA56-R1-141	all_human_plus_predicate;all_initial_indefinite_np_plus_predicate	aa56-9fb3453d609f2c2929e1	FC-107_v2.cha	6a9ccf096315b60363014accae5aaedca6689638bc5f09fb6f2344c44883a1d6	66	0	XXA	冇	True	0	人	n	NOUN	True	講	VERB	4			冇人同你講嘢.	有乜嘢辦法啊.	"坐喺度""呆鏟症""啊直情."						
AA56-R1-142	all_human_plus_predicate	aa56-7c34cb5ce6ac2db51ba9	FC-107_v2.cha	6a9ccf096315b60363014accae5aaedca6689638bc5f09fb6f2344c44883a1d6	151	1	XXB	冇	False	1	人	n	NOUN	True	整	VERB	3	又	ADV	又冇人整𡃉喎.	跟住呢啲影印機全部壞晒.	噉咪係囖.						
AA56-R1-143	all_human_plus_predicate	aa56-fc2e9dbebb864ab0af23	FC-107_v2.cha	6a9ccf096315b60363014accae5aaedca6689638bc5f09fb6f2344c44883a1d6	157	7	XXB	冇	False	6	人	n	NOUN	True	整	VERB	9	又	ADV	我都係噉話,又冇人整喎,唉,真係廢𡃉,簡直.	不過,不過,唔知啊,一層-一層有三部影印機通常都壞咗有兩部𡃉嚹.	不過讀得哩度,跟住呃咗你呢,幾萬蚊學費呢,跟住一啲facilities都冇呢.						
AA56-R1-144	all_human_plus_predicate	aa56-2d7ee69f6d087e11d293	FC-107_v2.cha	6a9ccf096315b60363014accae5aaedca6689638bc5f09fb6f2344c44883a1d6	280	11	XXB	冇	False	10	人	n	NOUN	True	要	VERB	13	係	VERB	唓,噉但係個女生得核突都係冇人要𡃉喎.	唔使個女做.	噉但係冇辦法啊,同埋我控制唔到喎哩樣嘢.						
AA56-R1-145	all_initial_indefinite_np_plus_predicate	aa56-19b3b127c9d2cf035a0a	FC-108a_v2.cha	9c80f4488c8c32be66bc3f01baadf77bb99f9e3f6b73138a4b1e18e027f5a964	349	0	XXB	有	True	0	個	q	NOUN	True	殘	ADJ	4			有個CP即刻殘咗喎.	好辛苦啊嗰陣時真係,頂唔順啊真係,遲早毀滅啊.	係喇.						
AA56-R1-146	all_human_plus_predicate;all_initial_indefinite_np_plus_predicate	aa56-9c7db64f3d04dd006ded	FC-108c_v2.cha	fbcb6cc27819deede6136fc8c59e4dd93b76655d15892095972f387d4ad2bc36	115	0	XXA	有	True	0	人	n	NOUN	True	聽	VERB	8			有人八十幾分啊,我聽隔離group講.	係啊.	哦.						
AA56-R1-147	all_initial_indefinite_np_plus_predicate	aa56-496668f50ec4b3845176	FC-108c_v2.cha	fbcb6cc27819deede6136fc8c59e4dd93b76655d15892095972f387d4ad2bc36	199	0	XXA	有	True	0	一	m	NUM	True	係	VERB	5			有一個呢就係因為大部份嗰啲friend都考𡁵試,所以就冇人-冇人得閒同佢慶祝囖.	嗯.	噉咪好可憐囖?						
AA56-R1-148	all_human_plus_predicate	aa56-c7f926511598c12a0ed0	FC-108c_v2.cha	fbcb6cc27819deede6136fc8c59e4dd93b76655d15892095972f387d4ad2bc36	199	18	XXA	冇	False	17	人	n	NOUN	True	冇	VERB	21	就	ADV	有一個呢就係因為大部份嗰啲friend都考𡁵試,所以就冇人-冇人得閒同佢慶祝囖.	嗯.	噉咪好可憐囖?						
AA56-R1-149	all_human_plus_predicate	aa56-2fc6fca88bcc90822335	FC-108c_v2.cha	fbcb6cc27819deede6136fc8c59e4dd93b76655d15892095972f387d4ad2bc36	199	21	XXA	冇	False	19	人	n	NOUN	True	得閒	VERB	23	-	X	有一個呢就係因為大部份嗰啲friend都考𡁵試,所以就冇人-冇人得閒同佢慶祝囖.	嗯.	噉咪好可憐囖?						
AA56-R1-150	all_human_plus_predicate	aa56-03b483052643bfb6e68f	FC-108c_v2.cha	fbcb6cc27819deede6136fc8c59e4dd93b76655d15892095972f387d4ad2bc36	327	15	XXA	有	False	11	人	n	NOUN	True	勁	ADJ	19	或者	CCONJ	你-你-,你唔-即係你唔勁過人或者有人更唔勁過你嘅啫,係唔係?	真係.	係唔係?						
AA56-R1-151	all_human_plus_predicate	aa56-a2217fabe41f56130e2f	FC-108d_v2.cha	13970f9d8cd7a1a59e819cee5f8b0bdca4f5ff11c44e2a6d1545fd587bf87a88	27	8	XXA	冇	False	6	人	n	NOUN	True	去	VERB	10	咪	ADV	你-你哋噉你哋冇-咪冇人去囖.	傻咗啊你?	冇啊.						
AA56-R1-152	all_initial_indefinite_np_plus_predicate	aa56-ff5c78b8401fc5a9c044	FC-109a_v2.cha	037818836278ea3a03f21b3859a1bddd8c57b91cedbae0cabc4a1643f2e1a630	61	0	XXC	有	True	0	啲	m	NUM	True	可能	AUX	3			有啲人可能覺得,佢嗰個偶像好值得,即係好值得佢去使好多錢買佢啲碟嘅話,噉佢都會買返正版𠸏.	不過我覺得其實每個人觀點角度都唔同𠸏,即係有啲人覺得,邊一樣嘢值得囖.	嗯.						
AA56-R1-153	all_initial_indefinite_np_plus_predicate	aa56-ad32a436b822f5bda57b	FC-109a_v2.cha	037818836278ea3a03f21b3859a1bddd8c57b91cedbae0cabc4a1643f2e1a630	88	0	XXA	有	True	0	啲	m	NUM	True	夠	VERB	4			有啲都未必夠-未必夠十五歲啊,噉佢哋做埋part-time,噉佢哋譬如佢哋就算有得做part-time都係麥當勞啊,啲幾蚊一個鐘啊嗰啲噉啊都唔夠賺埋賺埋都唔夠佢買一個袋喇.	嘩!咁細個根本就唔需要咁-點做part-time啊?	噉𠻺係.						
AA56-R1-154	all_initial_indefinite_np_plus_predicate	aa56-cd0366a6a6bc2d43b84b	FC-109a_v2.cha	037818836278ea3a03f21b3859a1bddd8c57b91cedbae0cabc4a1643f2e1a630	123	0	XXA	有	True	0	啲	m	NUM	True	為	VERB	5			有啲人真係純粹為錢.	唔係一定下下爭錢喎我覺得.	"啊!早排呢,咪""城市追擊""嗰度咪有個大陸嗰個人,嗰個人落來呢,寫信去啲有錢佬度啊,有冇睇啊?"						
AA56-R1-155	all_initial_indefinite_np_plus_predicate	aa56-fc7a8880dfda5122fb80	FC-109a_v2.cha	037818836278ea3a03f21b3859a1bddd8c57b91cedbae0cabc4a1643f2e1a630	151	0	XXB	有	True	0	啲	m	NUM	True	可能	AUX	4			有啲人真係可能中-中一開始真係唔鍾意讀書.	亦都唔可以用,即係讀書嗰個讀書嘅成績來定佢嘅成就.	你逼佢夾硬讀埋中三呢,但係佢過多幾年真係,即係讀書都要講啲天份𠺢嗎,同埋自己肯唔肯去讀𠺢嗎.						
AA56-R1-156	all_human_plus_predicate	aa56-f0d000436def6bd2a4d3	FC-R002b_v2.cha	b28d73a3ee59df00086c327503f3fb5153b39c62120bf7ce3bf6e4074ea3665a	19	4	XXA	有	False	4	人	n	NOUN	True	跳	VERB	7	就	ADV	佢一開場就有人喺度跳艷舞,其實全部都見唔到嗰啲艷舞係點樣𡃉喎.	噉呢,成套戲都係𡃉喎.	佢哋排練就排咗一陣呢,就停𡃉嚹.						
AA56-R1-157	all_human_plus_predicate	aa56-640698a5b19b030954b8	FC-R002b_v2.cha	b28d73a3ee59df00086c327503f3fb5153b39c62120bf7ce3bf6e4074ea3665a	122	1	XXA	冇	False	1	人	n	NOUN	True	知	VERB	3	即係	CCONJ	即係冇人知𡃉.	另外沿途大家都驚,有心理障礙,因為佢諗住去好遠跳𡃉.	吖到後來原來好多人知.						
AA56-R1-158	all_initial_indefinite_np_plus_predicate	aa56-b366a358cc986b3ac111	FC-R003_v2.cha	5e2e62a809cebd9897a2d78810084e0bd94efed4883ed86e2801682895ae96ab	38	0	XXB	有	True	0	啲	m	NUM	True	係	VERB	8			有啲門市啊,噉嗰啲都係受到影響啊.	嗯.	係.						
AA56-R1-159	all_initial_indefinite_np_plus_predicate	aa56-f1f1901a007f11cd1a84	FC-R003_v2.cha	5e2e62a809cebd9897a2d78810084e0bd94efed4883ed86e2801682895ae96ab	66	0	XXA	有	True	0	啲	m	NUM	True	係	VERB	3			有啲即係精品來𡃉噉樣啊.	佢嗰陣時養好多𡃉.	啲鸚鵡啊,了哥嗰啲噉樣,喀.						
AA56-R1-160	all_human_plus_predicate	aa56-51b64eb35cec9a8b0996	FC-R004_v2.cha	ee5e7161ddae4e08eea8b881c2d220d21c258af2c30ce6a6c5c728535e9c9376	33	10	XXB	有	False	9	人	n	NOUN	True	行入	VERB	12	到	PART	你一路fast-forward呢,你都見唔到有人行入過來𡃉嚹.	廿四小時有錄影帶.	以為係定格.						
AA56-R1-161	all_human_plus_predicate	aa56-fc196742b1a72a2a8168	FC-R004_v2.cha	ee5e7161ddae4e08eea8b881c2d220d21c258af2c30ce6a6c5c728535e9c9376	40	1	XXA	冇	False	1	人	n	NOUN	True	行	VERB	3	就	ADV	就冇人行嘅噉樣.	反覆擰頭.	噉𠻺另一招呢,都係都幾work𡃉.						
AA56-R1-162	all_human_plus_predicate	aa56-b767ab03a67befc1706e	FC-R004_v2.cha	ee5e7161ddae4e08eea8b881c2d220d21c258af2c30ce6a6c5c728535e9c9376	72	17	XXA	有	False	15	人	n	NOUN	True	封舖	VERB	19	來	VERB	噉另外有啲呢,就即係已經開-即係預計到來有人封舖嘅時候呢,佢連貨都唔要啊.	閂埋佢噉樣.	棄舖潛逃啊.						
AA56-R1-163	all_initial_indefinite_np_plus_predicate	aa56-62725509b22859ce0db9	FC-R004_v2.cha	ee5e7161ddae4e08eea8b881c2d220d21c258af2c30ce6a6c5c728535e9c9376	128	0	XXA	有	True	0	啲	m	NUM	True	細	ADJ	2			有啲細啲呢,即係不停噉收信啊.	業主即係除咗有好多人示威之外呢,即係嗰啲大鑊喇.	據佢哋講呢就話呢,收到信呢,就大同小異嘅內容喇,同埋標點符號都一樣𡃉,基本上.						
AA56-R1-164	all_human_plus_predicate	aa56-b795e7128b15aaeabdff	FC-R004_v2.cha	ee5e7161ddae4e08eea8b881c2d220d21c258af2c30ce6a6c5c728535e9c9376	144	6	XXC	有	False	6	人	n	NOUN	True	係	VERB	9	係	VERB	即係好難重係有人即係如果你話即係除非做-唔知做啲乜嘢生意啊,係唔係?	又係冇用,噉講啊真係.	噉其實個吉舖一個,噉你租俾人,你一係就話泊車𡃉啫.						
AA56-R1-165	all_human_plus_predicate	aa56-6b23e32d6bd096333084	FC-R004_v2.cha	ee5e7161ddae4e08eea8b881c2d220d21c258af2c30ce6a6c5c728535e9c9376	208	8	XXC	冇	False	8	人	n	NOUN	True	租	VERB	10	係	VERB	黏一頭半個月又係冇人租噉日日蝕.	噉你揸住個吉舖喺度又係黏紙.	亦都冇人負擔得起.						
AA56-R1-166	all_human_plus_predicate	aa56-1b8b95e9b50e0be91974	FC-R004_v2.cha	ee5e7161ddae4e08eea8b881c2d220d21c258af2c30ce6a6c5c728535e9c9376	209	1	XXB	冇	False	1	人	n	NOUN	True	負擔	VERB	3	亦都	ADV	亦都冇人負擔得起.	黏一頭半個月又係冇人租噉日日蝕.	邊敢搞啊?						
AA56-R1-167	all_human_plus_predicate	aa56-1245f524a0dd5ed6ed69	FC-R005_v2.cha	df8f8770d195db050ee8b1e25bea31af22a17ecd779cff97e99594b68f5d75ab	66	1	XXA	有	False	1	人	n	NOUN	True	提出	VERB	3	其實	ADV	其實有人提出.	佢哋有講過𡃉.	有講𡃉其實.						
AA56-R1-168	all_human_plus_predicate;all_initial_indefinite_np_plus_predicate	aa56-37e5334348454a9b0de0	FC-R005_v2.cha	df8f8770d195db050ee8b1e25bea31af22a17ecd779cff97e99594b68f5d75ab	189	0	XXB	有	True	0	人	n	NOUN	True	分擔	VERB	2			有人分擔埋真係好啊真係.	係嘞.	好啊.						
AA56-R1-169	all_initial_indefinite_np_plus_predicate	aa56-748ab6bfa4e7b83a5960	FC-R005_v2.cha	df8f8770d195db050ee8b1e25bea31af22a17ecd779cff97e99594b68f5d75ab	191	0	XXC	有	True	0	個	q	NOUN	True	大單	ADJ	2			有個大單啊.	好啊.	有個大單真係冇得頂啊.						
AA56-R1-170	all_initial_indefinite_np_plus_predicate	aa56-6d8cf5820b30ec6b4a3b	FC-R005_v2.cha	df8f8770d195db050ee8b1e25bea31af22a17ecd779cff97e99594b68f5d75ab	192	0	XXB	有	True	0	個	q	NOUN	True	大單	ADJ	2			有個大單真係冇得頂啊.	有個大單啊.							
AA56-R1-171	all_human_plus_predicate	aa56-c85c6ec1ca4bd33706a9	FC-R006_v2.cha	0e64a85bb57c65bf4e9e0d621f4cc104d8a27a30be98847eccc3c958c517154c	53	3	XXB	有	False	3	人	n	NOUN	True	剁	VERB	7	信	VERB	我真係信有人啊,剁出來𠺢嗎嗰舊嘢.	因為地下真係有塊噉嘅嘢喺度啊.	似啊.						
AA56-R1-172	all_human_plus_predicate	aa56-4a33bd2f04fcd17ca3cb	FC-R009_v.cha	e29696c62b1aef35746e05780060128c7a5b91b2cdd852467d3cb733e3108d5c	19	3	XXA	冇	False	3	人	n	NOUN	True	信	VERB	5	都	ADV	就講都冇人信.	唔係,以後我哋唔歡迎你.	如果係發生噉樣嘅事喺黎明身上呢,好大影響𠺢嗎.						
AA56-R1-173	all_human_plus_predicate	aa56-e1dcf12c79d6d4a38946	FC-R010a_v.cha	cee13ea77df43313af86d811fe8a2936fc56dd0283e738debe4caf62b6fc803c	12	18	XXA	有	False	16	人	n	NOUN	True	認	VERB	20	難	ADJ	如果計人口比例呢,我覺得香港真係即係認咗第二,都幾難有人認第一嚹.	就唔係計人口比例.	香港幾部𡃉,香港人.						
AA56-R1-174	all_initial_indefinite_np_plus_predicate	aa56-decf809719379e88bfc4	FC-R011_v.cha	1cc1fdfa08e4ba661d847f768f064d32ac5d5d0fc78a0a0284d2460fe35092fc	0	0	XXA	有	True	0	一	m	NUM	True	叫	VERB	5			有一單官司真係叫審死官啊.		噉呢就有個,誒,阿嬸吖,喀,就都其實都應該叫婆婆𡃉嚹,就八十歲𡃉嚹.						
AA56-R1-175	all_initial_indefinite_np_plus_predicate	aa56-7edc4856f034d04b96cb	FC-R013a_v.cha	e95e436cf3f1eaf52a0fe1eb185c54f1813068a922fb1b22734b9237a6681a9d	13	0	XXB	有	True	0	一	m	NUM	True	開心	ADJ	4			有一班好開心嘅人一齊做嘢.	即係喺嗰段時間,同埋係有一班人好開心囖.	噉其實嗰班好開心嘅人一路做到而家𡃉其實.						
AA56-R1-176	all_human_plus_predicate	aa56-28485786e476b139e4dc	FC-R013a_v.cha	e95e436cf3f1eaf52a0fe1eb185c54f1813068a922fb1b22734b9237a6681a9d	271	8	XXB	冇	False	8	人	n	NOUN	True	做	VERB	10	far	ADJ	但係我覺得係我哋而家sofar冇人做過一啲乜嘢節目.	我想做啊其實.	"你覺得,""係嚹!即係嗰個係我個夢想."						
AA56-R1-177	all_initial_indefinite_np_plus_predicate	aa56-84c74d46e6dc77790ac8	FC-R013b_v.cha	abf39e27ba60d99ecd91dc2fb863d64db94546ad7a99399d3f5e8bdcb1fbc950	219	0	XXB	有	True	0	個	q	NOUN	True	大	ADJ	3			有個好大嘅-嘅建築物.	不過問題佢即係當佢行出來,大家着晒西裝,好靚仔噉樣.	好宏偉噉.						
AA56-R1-178	all_initial_indefinite_np_plus_predicate	aa56-406457199a314d86198f	FC-R017_v.cha	5998c6065497a3f29ca4e65eb3cb527a07c4b25f8484c8a3ac0bb60b195ea409	228	0	XXA	有	True	0	好多	m	NUM	True	會	AUX	6			有好多人呢,就會覺得突然之間冇咗一個安全感啊.	係.	嗯.						
AA56-R1-179	all_initial_indefinite_np_plus_predicate	aa56-9b5e478227f11df8dd1d	FC-R017_v.cha	5998c6065497a3f29ca4e65eb3cb527a07c4b25f8484c8a3ac0bb60b195ea409	370	0	XXA	有	True	0	兩	m	NUM	True	係	VERB	7			有兩個你嘅即係手下係平過你,加埋就已經做到你嘅嘢.	嗯.	噉你嘅競爭力就已經唔夠佢嘞.						
