id	ordinal	section	subsection	item_type	register	source_display	source_jyutping	source_english	source_morpheme_gloss	source_hash	relation	source_internal_duplicate_of	project_record_id	project_status	lifecycle_status	canonical_exact_owners	supporting_exact_owners	discrepancy_types	review_state
GLOSSIKA-YUEHK-A1-W17-20260712-I060	60	grammar_patterns	prepositions	grammar_phrase		喺屋企	hai2	at home		sha256:c8014757f759c9da9a940b94739432897e9fc87eeaf887b08c5fda094ba0ec35	exact_duplicate		GRAM-W17-001	PASS	WAITING_OWNER_OR_DEPENDENCY	src/parser/detectors/locatives/coverb-place.js	data/natural-corpus/wechat-father-daughter-001.txt|docs/research/COVERB-MANNER-EVENT-MODIFICATION-SOURCE-MAP-CP021B-R23.md|docs/research/CP023-P1-PROG01-CLAIM-SOURCE-EDGES.tsv|docs/research/CP023-P1-PROG01-NATURAL-ATTESTATION-ADJUDICATION.md|docs/research/CP023-P1-PROG01-REMEDIATION-DEPENDENCIES-R2.tsv|docs/research/CP061-P1-HIGH-FANOUT-BOUNDARY-CLOSURE-R1.md|docs/research/EVALUATION-PACKET-BLUEPRINTS-CP021B-R37.json|docs/research/PARSER-CONSTRUCTION-CANONICAL-CONSOLIDATION-MATRIX-CP021B-R35.tsv|docs/research/PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|docs/research/PRQ2-013-JYU5KEI4-BAT1JYU4-ORDERED-PREFERENCE-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-035-NING4JYUN6-DOU1-COMMITTED-PREFERENCE-COLLISION-AUDIT-R1.tsv|docs/research/WECHAT-GX-TRAVEL-002-ADJUDICATION-REPORT.md|test-data/a1-context-status-fixture.tsv|test-data/cp021b-lx1-construction-freeze-baseline.json|test-data/CP023-P1-PROG01-visible-research-packet.tsv|test-data/native-speaker-naturalness-evidence-v1.json|test-data/native-speaker-naturalness-evidence-v1.tsv|test-data/natural-corpus-wechat-father-daughter-001-turns.json|test-data/natural-corpus-wechat-father-daughter-001-turns.tsv|test-data/natural-corpus-wechat-father-daughter-001-units.json|test-data/natural-corpus-wechat-father-daughter-001-units.tsv|test-data/natural-corpus-wechat-guangxi-travel-002-raw.txt|test-data/natural-corpus-wechat-guangxi-travel-002-turns.json|test-data/natural-corpus-wechat-guangxi-travel-002-turns.tsv|test-data/natural-corpus-wechat-guangxi-travel-002-units.json|test-data/natural-corpus-wechat-guangxi-travel-002-units.tsv|test-data/pre-intermediate-gold-corpus.tsv|test-data/review-only-readiness.tsv|test-data/w17-grammar-phrases.tsv|test-data/WECHAT-GX-TRAVEL-002-ADJUDICATION-MATRIX.json|test-data/WECHAT-GX-TRAVEL-002-ADJUDICATION-MATRIX.tsv|test-data/WECHAT-GX-TRAVEL-002-LEXICON-PATCH-BLUEPRINT-R2.json|test-data/WECHAT-GX-TRAVEL-002-LEXICON-PATCH-BLUEPRINT-R2.tsv|test-data/WECHAT-GX-TRAVEL-002-LEXICON-PATCH-TEST-MATRIX-R2.tsv|test-data/WECHAT-GX-TRAVEL-002-QUEUE-G-grammar_research_external_evidence.tsv|test-data/WECHAT-GX-TRAVEL-002-QUEUE-L-lexicon_jyutping_enrichment.tsv|test-data/WECHAT-GX-TRAVEL-002-QUEUE-R-accepted_behavior_regression.tsv|test-data/WECHAT-GX-TRAVEL-002-REGRESSION-REMEDIATION-READINESS-R2.json|test-data/WECHAT-GX-TRAVEL-002-REGRESSION-REMEDIATION-READINESS-R2.tsv|tests/constructions/ClauseRelationEdge.json|tests/constructions/ClauseRelationGraph.json|tests/constructions/ClauseRelationMemberSpan.json|tests/constructions/ClauseSpan.json|tests/constructions/CognitionContentFrame.json|tests/constructions/CoverbFrame.json|tests/constructions/DirectionalMotionVP.json|tests/constructions/ExistentialClause.json|tests/constructions/LocativeExistentialClause.json|tests/constructions/LocativePlacePhrase.json|tests/constructions/MalformedCandidate.json|tests/constructions/MotionGoalVP.json|tests/constructions/NeedsContext.json|tests/constructions/PathPhrase.json|tests/constructions/ProductiveVO.json|tests/constructions/RelativeClauseNP.json|tests/constructions/SourceMotionClause.json|tests/fixtures/boundary-closure-v1.json|tests/fixtures/regression-snapshots.json		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W17-20260712-I061	61	grammar_patterns	prepositions	grammar_phrase		去香港	heoi3	to Hong Kong		sha256:9d541f55a9e3cd5b103816ed2bef9dde142fe4430a83fb1c35cf17e864a972ab	exact_duplicate		GRAM-W17-002	PROMOTED_ACCEPTED	PROMOTED_ACCEPTED		data/construction-adjudication-batches/batch-14.json|data/construction-identities.json|docs/research/CONSTRUCTION-ADJUDICATION-BATCH-14.md|docs/research/EVALUATION-PACKET-BLUEPRINTS-CP021B-R37.json|docs/research/PARSER-CONSTRUCTION-CANONICAL-CONSOLIDATION-MATRIX-CP021B-R35.tsv|test-data/cp021b-lx1-construction-freeze-baseline.json|test-data/review-only-readiness.tsv|test-data/w17-grammar-phrases.tsv|tests/constructions/ClauseSpan.json|tests/constructions/DirectionalMotionVP.json|tests/constructions/MotionGoalVP.json|tests/fixtures/regression-snapshots.json		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W17-20260712-I062	62	grammar_patterns	prepositions	grammar_phrase		由九龍去港島	jau4	from Kowloon to HK Island		sha256:c79b10f590062d6e5d7ceeeced9622d33cdd7f2b98faf8fecccc88ed1dfa712c	exact_duplicate		GRAM-W17-003	PASS	WAITING_OWNER_OR_DEPENDENCY		test-data/review-only-readiness.tsv|test-data/w17-grammar-phrases.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W17-20260712-I063	63	grammar_patterns	prepositions	grammar_phrase		同朋友	tung4	with friends		sha256:a6a0368c7d676d5f5949ac18690e6aaf0926df40aa19987ab5f58a6e23ff7bd9	exact_duplicate		GRAM-W17-004	PASS	WAITING_OWNER_OR_DEPENDENCY		test-data/pre-intermediate-gold-corpus.tsv|test-data/review-only-readiness.tsv|test-data/w17-functional-corpus.tsv|test-data/w17-glossika-corpus.tsv|test-data/w17-grammar-phrases.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W17-20260712-I064	64	grammar_patterns	prepositions	grammar_phrase		畀你	bei2	for you		sha256:554d3da83adc3bdb0d8b8d076c2665a6769d7c3b663e774a5854007f5df6f8ba	exact_duplicate		GRAM-W17-005	PASS	WAITING_OWNER_OR_DEPENDENCY	src/runtime-resources/lexicon/compositional-lexical-phrases.js	data/natural-corpus/wechat-father-daughter-001.txt|docs/research/CP021B-NATIVE-NATURALNESS-INGESTION.md|docs/research/CP038-P1-SPEECH-TRANSFER-COMPLEMENT-WRAPPER-AUDIT-R1.md|docs/research/EVALUATION-PACKET-BLUEPRINTS-CP021B-R37.json|docs/research/PARSER-CONSTRUCTION-CANONICAL-CONSOLIDATION-MATRIX-CP021B-R35.tsv|docs/research/UC-RQ-002-INVERTED-DOUBLE-OBJECT-RESEARCH-R1.md|docs/research/WECHAT-GX-TRAVEL-002-ADJUDICATION-REPORT.md|docs/research/WECHAT-GX-TRAVEL-002-REGRESSION-REMEDIATION-READINESS-R2.md|test-data/cp021b-lx1-construction-freeze-baseline.json|test-data/natural-corpus-wechat-father-daughter-001-turns.json|test-data/natural-corpus-wechat-father-daughter-001-turns.tsv|test-data/natural-corpus-wechat-father-daughter-001-units.json|test-data/natural-corpus-wechat-father-daughter-001-units.tsv|test-data/natural-corpus-wechat-guangxi-travel-002-turns.json|test-data/natural-corpus-wechat-guangxi-travel-002-turns.tsv|test-data/natural-corpus-wechat-guangxi-travel-002-units.json|test-data/natural-corpus-wechat-guangxi-travel-002-units.tsv|test-data/review-only-readiness.tsv|test-data/w17-grammar-phrases.tsv|test-data/WECHAT-GX-TRAVEL-002-ADJUDICATION-MATRIX.json|test-data/WECHAT-GX-TRAVEL-002-ADJUDICATION-MATRIX.tsv|test-data/WECHAT-GX-TRAVEL-002-QUEUE-G-grammar_research_external_evidence.tsv|test-data/WECHAT-GX-TRAVEL-002-QUEUE-R-accepted_behavior_regression.tsv|test-data/WECHAT-GX-TRAVEL-002-REGRESSION-REMEDIATION-READINESS-R2.json|test-data/WECHAT-GX-TRAVEL-002-REGRESSION-REMEDIATION-READINESS-R2.tsv|tests/constructions/DirectionalMotionVP.json|tests/constructions/ModifiedNP.json|tests/constructions/TransitiveVP.json|tests/constructions/VerbComplementVP.json|tests/fixtures/regression-snapshots.json|tests/run-regression.js|tests/tooling/corpus-review/test_aa76_hkcancor_profile.py		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W17-20260712-I065	65	grammar_patterns	prepositions	grammar_phrase		用筷子	jung6	with chopsticks		sha256:6de11b615aadaf48436287ca6373b8a9e6b2d807fe1dfdd2f89290b4d8ef09b2	exact_duplicate		GRAM-W17-006	PASS	WAITING_OWNER_OR_DEPENDENCY		test-data/review-only-readiness.tsv|test-data/w17-grammar-phrases.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W17-20260712-I066	66	grammar_patterns	prepositions	grammar_phrase		對佢好	deoi3	be good to him/her		sha256:5d9402eac621421871c2abf294f9ecbfdbc02c182ce6b523a1cff114be50132a	exact_duplicate		GRAM-W17-007	PASS	WAITING_OWNER_OR_DEPENDENCY		test-data/review-only-readiness.tsv|test-data/w17-grammar-phrases.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W17-20260712-I067	67	grammar_patterns	prepositions	grammar_phrase		除咗佢	ceoi4 zo2	except him/her		sha256:691a3fe12fd11d867381a2f8f7d46a1c9d33c329a36bc0c20f711090de133f5e	exact_duplicate		GRAM-W17-008	PASS	WAITING_OWNER_OR_DEPENDENCY		test-data/review-only-readiness.tsv|test-data/w17-grammar-phrases.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W17-20260712-I068	68	grammar_patterns	preposition_examples	sentence	standard	我喺香港住。	ngo5 hai2 hoeng1 gong2 zyu6	I live in Hong Kong.	I LOC Hong.Kong live	sha256:fe8c171c486d73569cb6550a3c9324beee4403d130b6e61b84bd9192c7c460b0	exact_duplicate		COR-W17-018	PASS	REVIEW_ONLY		docs/research/LEGITIMACY-WORK-LEDGER.md|test-data/review-only-readiness.tsv|test-data/w17-functional-corpus.tsv|test-data/w17-glossika-corpus.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W17-20260712-I069	69	grammar_patterns	preposition_examples	sentence	standard	佢同朋友去買嘢。	keoi5 tung4 pang4 jau5 heoi3 maai5 je5	He/She goes shopping with friends.	he/she with friend go buy thing	sha256:c2e90f752a0fb06277a11552d231e8c82c065803a0956f12d8f0aef2fc3554b3	exact_duplicate		COR-W17-019	PASS	REVIEW_ONLY		test-data/review-only-readiness.tsv|test-data/w17-functional-corpus.tsv|test-data/w17-glossika-corpus.tsv	translation_difference	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W17-20260712-I070	70	phonics_drill	yu_vs_u	phonics_pair		書 / 蘇	syu1|sou1	book|(surname); to revive		sha256:cdba188b9534b559eecc651fa9e046fdc2e33a7bdb44dcd8dff4326eb9329abb	exact_duplicate		PHO-W17-001	PROMOTED_ACCEPTED	PROMOTED_ACCEPTED		test-data/review-only-readiness.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W17-20260712-I071	71	phonics_drill	yu_vs_u	phonics_pair		煮 / 祖	zyu2|zou2	to cook|ancestor		sha256:475f2d59057630135e81a5f11920c47b152e21517fcec0dbf9ccb46a7ab51bfe	exact_duplicate		PHO-W17-002	PROMOTED_ACCEPTED	PROMOTED_ACCEPTED		test-data/review-only-readiness.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W17-20260712-I072	72	phonics_drill	yu_vs_u	phonics_pair		全 / 存	cyun4|cyun4	whole; complete|to store		sha256:cfbcabb0f70ba22c1fed0da25b7207c1302d0d3ceb93ee27cb4cba3bd742ae6f	exact_duplicate		PHO-W17-003	PROMOTED_ACCEPTED	PROMOTED_ACCEPTED		test-data/review-only-readiness.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W17-20260712-I073	73	phonics_drill	yu_vs_u	phonics_pair		如 / 油	jyu4|jau4	if; like|oil		sha256:02b00b6883f9f693d09b7593caa3a94bb334e2db6e520ff860de6ef89c351820	exact_duplicate		PHO-W17-004	PROMOTED_ACCEPTED	PROMOTED_ACCEPTED		test-data/review-only-readiness.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W17-20260712-I074	74	phonics_drill	yu_vs_u	phonics_pair		血 / 闊	hyut3|kut3	blood|wide		sha256:7192602ba7394594fa02e602c52b6925f36ee27935169f0c5310fb237c4c598c	exact_duplicate		PHO-W17-005	PROMOTED_ACCEPTED	PROMOTED_ACCEPTED		test-data/review-only-readiness.tsv	pronunciation_discrepancy	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W17-20260712-I075	75	phonics_drill	yu_vs_u	phonics_pair		聯 / 論	lyun4|leon6	to connect|theory		sha256:84ec86bfb4eb9d7d5fd82d2f9418c54c29feaadd12b6181477f459f631ce869b	exact_duplicate		PHO-W17-006	PROMOTED_ACCEPTED	PROMOTED_ACCEPTED		test-data/review-only-readiness.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
