id	ordinal	item_type	event_ordinal	turn	speaker	stage_direction_ordinal	vocabulary_ordinal	source_cantonese	source_jyutping_or_romanization	source_english	source_hash	previous_event_id	next_event_id	previous_turn_id	next_turn_id	deduplication_relation	ingress_classification	runtime_lexical_owners	canonical_exact_owners	supporting_exact_owners	review_flags	review_state
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I056	56	lexical_entry					12	幾點	gei2 dim2	what time	sha256:1dd9eb02e2f3927ce6d81475f05334db6b28ab6305913411d8902419cf17270b					exact_duplicate_candidate	exact_duplicate			data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W14-20260621/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W14-20260621/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W14-20260621/source.json|test-data/native-speaker-naturalness-evidence-v1.json|test-data/native-speaker-naturalness-evidence-v1.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I057	57	lexical_entry					13	三點半	saam1 dim2 bun3	3: 30	sha256:3ec8d000c56d8b07277cb5b83515a73b084cf64c023dc078180263770bc86cfb					no_project_match	new_attestation					REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I058	58	lexical_entry					14	而家	ji4 gaa1	now	sha256:d4782bf18c6ce916efb5941933e482292f45a3bd7c8b379a6ca916b21453b398					exact_duplicate_candidate	lexical_only_attestation	src/runtime-resources/lexicon/token-lexicon/places-and-times.js	src/runtime-resources/lexicon/token-lexicon/places-and-times.js|src/runtime-resources/pronunciation/jyutping-review-expectations.js	data/construction-identities.json|data/research-ledgers/glossika-week19-function-word-profiles.json|docs/research/AB30-ZO-M-HKCANCOR-CLAIM-CROSS-REFERENCE-R1.md|docs/research/CP023-P1-PROG01-CLAIM-SOURCE-EDGES.tsv|docs/research/CP023-P1-PROG01-NATURAL-ATTESTATION-ADJUDICATION.md|docs/research/CP023-P1-PROG01-NOMINAL-DI-ASSOCIATIVE-SCOPE-DESIGN-R3.md|docs/research/CP023-P1-PROG01-QUESTION-AND-SOURCE-FREEZE.md|docs/research/CP023-P1-PROG01-REMEDIATION-BLUEPRINT-R2.md|docs/research/CP023-P1-PROG01-REMEDIATION-DEPENDENCIES-R2.tsv|docs/research/CP023-P1-PROG01-SOURCE-REGISTER-R3.tsv|docs/research/CP049-P1-ANOTA-ACCEPTABILITY-RECONCILIATION-R1.md|docs/research/CP049-P1-ANOTA-ACCEPTABILITY-SOURCE-VERIFICATION-R1.tsv|docs/research/LANE-05-PROGRESSIVE-DURATIVE-EXPERIENTIAL-SOURCE-MAP-CP021B-R13.md|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-REGISTER-CP021B-R37.tsv|grammar/unsupported_generalization/AcceptabilityANotA.md|test-data/CP023-P1-PROG01-visible-research-packet.tsv|test-data/native-speaker-naturalness-evidence-v1.json|test-data/native-speaker-naturalness-evidence-v1.tsv|test-data/natural-corpus-wechat-guangxi-travel-002-raw.txt|test-data/natural-corpus-wechat-guangxi-travel-002-turns.json|test-data/natural-corpus-wechat-guangxi-travel-002-turns.tsv|test-data/natural-corpus-wechat-guangxi-travel-002-units.json|test-data/natural-corpus-wechat-guangxi-travel-002-units.tsv|test-data/pre-intermediate-gold-corpus.tsv|test-data/WECHAT-GX-TRAVEL-002-ADJUDICATION-MATRIX.json|test-data/WECHAT-GX-TRAVEL-002-ADJUDICATION-MATRIX.tsv|test-data/WECHAT-GX-TRAVEL-002-QUEUE-D-context_disfluency_research.tsv|test-data/WECHAT-GX-TRAVEL-002-QUEUE-G-grammar_research_external_evidence.tsv|tests/constructions/AcceptabilityANotA.json		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I059	59	lexical_entry					15	快啲	faai3 di1	hurry, quickly	sha256:06a4f4db8f079a0703e580657545e4a2df0a139f369a762fca405c776896455e					exact_duplicate_candidate	exact_duplicate		src/parser/detectors/manner/adjustment.js|src/parser/orchestration/wrap-predicate.js|src/runtime-resources/grammar/templates/category-span-templates.js|src/runtime-resources/grammar/templates/construction-templates.js|src/runtime-resources/lexicon/address-terms.js|src/runtime-resources/presentation/learner-glosses.js	data/construction-adjudication-batches/batch-03.json|data/construction-adjudication-batches/batch-08.json|data/construction-identities.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/source.json|docs/research/CONSTRUCTION-ADJUDICATION-BATCH-03.md|docs/research/CONSTRUCTION-ADJUDICATION-BATCH-08.md|docs/research/COVERB-MANNER-EVENT-MODIFICATION-SOURCE-MAP-CP021B-R23.md|docs/research/CP044-P1-POLITE-REQUEST-ADJUSTMENT-RECONCILIATION-R1.md|docs/research/EVALUATION-PACKET-BLUEPRINTS-CP021B-R37.json|docs/research/LANE-05-RESULT-POTENTIAL-COMPLEMENTS-SOURCE-MAP-CP021B-R10.md|docs/research/PARSER-CONSTRUCTION-CANONICAL-CONSOLIDATION-MATRIX-CP021B-R35.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|docs/research/UC-RQ-007-VERB-COPY-FOCUS-CONSTRUCTION-RESEARCH-R1.md|docs/research/UC-RQ-026-DI1-DEGREE-COLLISION-AUDIT-R1.tsv|docs/research/UC-RQ-026-DI1-DEGREE-DISPOSITION-R1.md|docs/research/UC-RQ-026-DI1-DEGREE-SOURCE-VERIFICATION-R1.tsv|docs/research/UC-RQ-033-DAK1-POSTVERBAL-CONSTRUCTION-CONTRAST-RESEARCH-R1.md|grammar/research_pending/DegreeMannerAdverbial.md|grammar/research_pending/DegreeMannerModifiedVP.md|grammar/unsupported_generalization/PoliteImperativeClause.md|test-data/cp021b-lx1-construction-freeze-baseline.json|test-data/native-speaker-naturalness-evidence-v1.json|test-data/native-speaker-naturalness-evidence-v1.tsv|test-data/pre-intermediate-gold-corpus.tsv|tests/constructions/DegreeMannerAdverbial.json|tests/constructions/DegreeMannerModifiedVP.json|tests/constructions/FormulaDiscourseUnit.json|tests/constructions/PoliteImperativeClause.json|tests/constructions/VerbComplementVP.json|tests/fixtures/regression-snapshots.json		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I060	60	lexical_entry					16	但係	daan6 hai6	but	sha256:debc266740322843f5040b021862df7ced9fac1b4344299ad3cb8f066b96f478					exact_duplicate_candidate	lexical_only_attestation	src/runtime-resources/lexicon/token-lexicon/function-words-and-particles.js	src/parser/clause-relations/graph.js|src/parser/clause-relations/markers.js|src/runtime-resources/lexicon/token-lexicon/function-words-and-particles.js	docs/research/EVALUATION-PACKET-BLUEPRINTS-CP021B-R37.json|docs/research/PARSER-CONSTRUCTION-CANONICAL-CONSOLIDATION-MATRIX-CP021B-R35.tsv|docs/research/PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv|docs/research/UC-RQ-001-GENERAL-ZOENG1-DISPOSAL-NATURAL-ATTESTATION-R1.tsv|docs/research/UC-RQ-036-SEOI1JIN4-DAAN6HAI6-CONCESSIVE-COLLISION-AUDIT-R1.tsv|docs/research/UC-RQ-036-SEOI1JIN4-DAAN6HAI6-CONCESSIVE-RESEARCH-R1.md|docs/research/UC-RQ-036-SEOI1JIN4-DAAN6HAI6-CONCESSIVE-SOURCE-VERIFICATION-R1.tsv|docs/research/UC-RQ-037-ZAU6SYUN3-DOU1-SCALAR-CONCESSIVE-COLLISION-AUDIT-R1.tsv|docs/research/UC-RQ-037-ZAU6SYUN3-DOU1-SCALAR-CONCESSIVE-RESEARCH-R1.md|test-data/cp021b-lx1-construction-freeze-baseline.json|test-data/native-speaker-naturalness-evidence-v1.json|test-data/native-speaker-naturalness-evidence-v1.tsv|test-data/pre-intermediate-gold-corpus.tsv|tests/constructions/ClauseRelationEdge.json|tests/constructions/ClauseRelationGraph.json|tests/constructions/ClauseRelationMemberSpan.json|tests/constructions/ClauseSpan.json|tests/constructions/DegreeStativePredicate.json|tests/constructions/DiMarkedNP.json|tests/constructions/DirectionalMotionVP.json|tests/constructions/NeedsContext.json|tests/constructions/NegatedDirectionalMotionVP.json|tests/constructions/ProgressiveVP.json|tests/fixtures/regression-snapshots.json		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I061	61	lexical_entry					17	仲未	zung6 mei6	still not yet	sha256:ac6b4536cc69b6f7de77c6ab2a2da4fab7878cfe6efb2426708e249c1757b995					exact_duplicate_candidate	exact_duplicate			docs/research/ASPECTUAL-CLAUSE-WRAPPERS-SOURCE-MAP-CP021B-R24.md|docs/research/CP055-P1-NEGATIVE-EXPERIENTIAL-RECONCILIATION-R1.md|docs/research/NEGATION-ACCEPTABILITY-OPINION-SCHEDULING-SOURCE-MAP-CP021B-R30.md|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|docs/research/UC-RQ-032-MEI6-NOT-YET-NEGATION-COLLISION-AUDIT-R1.tsv|docs/research/UC-RQ-032-MEI6-NOT-YET-NEGATION-RESEARCH-R1.md|docs/research/UC-RQ-032-MEI6-NOT-YET-NEGATION-SOURCE-VERIFICATION-R1.tsv|grammar/unsupported_generalization/NegatedVP.md|tests/constructions/NegativeExperiential.json		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I062	62	lexical_entry					18	冇事	mou5 si6	itʼs okay, no problem	sha256:39842726eef422eca8f92644d967d3063c1ed559a22ab9bc4a77694827a3685d					exact_duplicate_candidate	exact_duplicate			docs/research/PRQ2-008-ZI2JIU3-ZAU6-SUFFICIENT-CONDITION-COLLISION-AUDIT-R1.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I063	63	lexical_entry					19	老細	lou5 sai3	boss	sha256:59de446e941644738d839816e8c5d626973fc9e84d4a077308cfe3921e44a625					no_project_match	new_attestation					REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I064	64	lexical_entry					20	真㗎	zan1 gaa3	really?	sha256:bbbd71050f4cea4ff86363d1e64005cf8118822c4c23b4da12e43a2cb137d016					exact_duplicate_candidate	exact_duplicate			data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-003-20251214/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-003-20251214/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-003-20251214/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-003-20251214/source.json		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I065	65	lexical_entry					21	多謝晒	do1 ze6 saai3	thank you very much	sha256:83c33c2774fe281409f5c8534d7ff82ca2390a39661a904a5a338d9bc02ca592					exact_duplicate_candidate	exact_duplicate			data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-002-20251207/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-002-20251207/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-002-20251207/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-002-20251207/source.json|docs/research/UC-RQ-030-SAAI3-TOTALITY-QUANTIFICATION-COLLISION-AUDIT-R1.tsv|docs/research/UC-RQ-030-SAAI3-TOTALITY-QUANTIFICATION-RESEARCH-R1.md	formula_and_saai3_review	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I066	66	lexical_entry					22	唔使客氣	m4 sai2 haak3 hei3	youʼre welcome	sha256:1fd752c179e8d5c19f6106aa45970430f4a3dd3f05ff4e8ebd87bb97e1b43582					exact_duplicate_candidate	exact_duplicate			data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-002-20251207/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-002-20251207/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-002-20251207/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-002-20251207/source.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W15-20260628/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W15-20260628/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W15-20260628/source.json|docs/research/GLOSSIKA-YUEHK-A1-W15-20260628-RESEARCH.md		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I067	67	lexical_entry					23	走先	zau2 sin1	leave first	sha256:60b7c7fee6735f38309fdd7ad94eb2f4fb6a3582a5440d4edfeb1d20dacb0a1f					no_project_match	new_attestation				word_order_and_discourse_review	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I068	68	lexical_entry					24	小心啲	siu2 sam1 di1	be careful	sha256:8df7f10a85295838b0633ed5c39c8190e618dd7772d88458c6a5559817689322					exact_duplicate_candidate	exact_duplicate		src/parser/orchestration/wrap-predicate.js	docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I069	69	lexical_entry					25	站起身	zaam6 hei2 san1	to stand up	sha256:c9bf46d7832634356580314c93a4af9663b0e223154872566a7b3fa02e32bd8b					no_project_match	new_attestation				result_directional_compositionality_review	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I070	70	lexical_entry					26	去邊	heoi3 bin1	where are you going	sha256:72356ed088f1a8dd00627e7d079ac9dc5a1d6646fb034b6ac998fff5ee53b4df					exact_duplicate_candidate	exact_duplicate			data/construction-adjudication-batches/batch-12.json|data/construction-adjudication-batches/batch-14.json|data/construction-identities.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/source.json|docs/research/CONSTRUCTION-ADJUDICATION-BATCH-12.md|docs/research/CONSTRUCTION-ADJUDICATION-BATCH-14.md|docs/research/NEGATION-ACCEPTABILITY-OPINION-SCHEDULING-SOURCE-MAP-CP021B-R30.md|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|docs/research/UC-RQ-008-WH-INDETERMINATE-CONSTRUCTION-RESEARCH-R1.md|docs/research/UC-RQ-008-WH-INDETERMINATE-SOURCE-VERIFICATION-R1.tsv|docs/research/UC-RQ-020-WH-DOU1-FREE-CHOICE-DISPOSITION-R1.md|docs/research/WH-IDENTITY-NAMING-ADDRESS-SOURCE-MAP-CP021B-R20.md|grammar/unsupported_generalization/AcceptabilityClause.md|grammar/unsupported_generalization/LocativeWhQuestion.md|test-data/cp021b-lx1-construction-freeze-baseline.json|tests/constructions/AcceptabilityClause.json|tests/constructions/ClauseSpan.json|tests/constructions/DirectionalMotionVP.json|tests/constructions/MotionGoalVP.json|tests/fixtures/regression-snapshots.json		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I071	71	lexical_entry					27	點解	dim2 gaai2	why	sha256:0e47e4f5b7e482bb986cb98340d76c9489da8a2b7a35dd6003bd2468980408ce					exact_duplicate_candidate	lexical_only_attestation	src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js	src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js	data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-002-20251207/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-002-20251207/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-002-20251207/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-002-20251207/source.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-003-20251214/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-003-20251214/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-003-20251214/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-003-20251214/source.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W17-20260712/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W17-20260712/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W17-20260712/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W17-20260712/source.json|docs/research/NEGATION-ACCEPTABILITY-OPINION-SCHEDULING-SOURCE-MAP-CP021B-R30.md|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|docs/research/PRQ2-009-GEI3JIN4-PREMISE-RESPONSE-COLLISION-AUDIT-R1.tsv|test-data/review-only-readiness.tsv|test-data/w17-corpus-semantic-disposition.tsv|test-data/w17-functional-corpus.tsv|test-data/w17-glossika-corpus.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I072	72	lexical_entry					28	留低	lau4 dai1	to stay	sha256:dfd0d504c7bcf8cc47a5d69d5850a533cbae33ae52b25af2d85aabf694b70bdb					no_project_match	new_attestation					REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I073	73	lexical_entry					29	家人	gaa1 jan4	family	sha256:f798d678a39bdf527987b1c761df9726d48593c68ce0608f2db9954828e59637					exact_duplicate_candidate	exact_duplicate			data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-003-20251214/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-003-20251214/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-003-20251214/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-003-20251214/source.json		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I074	74	lexical_entry					30	緊要	gan2 jiu3	important	sha256:cdfca4a6aa0bd645fa0a07c5fbda3532e20902ce7b9f883aef60e08e9481a17a					exact_duplicate_candidate	exact_duplicate		src/runtime-resources/lexicon/formulas.js|src/runtime-resources/lexicon/token-lexicon/degree-and-formulas.js	data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-003-20251214/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-003-20251214/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-003-20251214/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-003-20251214/source.json|docs/research/LANE-03-FRAGMENTS-DISCOURSE-SOURCE-MAP-CP021B-R17.md|test-data/native-speaker-naturalness-evidence-v1.json|test-data/native-speaker-naturalness-evidence-v1.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I075	75	lexical_entry					31	遲到	ci4 dou3	to be late	sha256:5e6dc4e530c494f653fb271efd281c233622d6f51c6538faa9b54977ca82caa3					exact_duplicate_candidate	exact_duplicate			data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W14-20260621/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W14-20260621/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W14-20260621/source.json|data/research-ledgers/glossika-week14-lexical-ingress.json|docs/research/GLOSSIKA-YUEHK-A1-W14-20260621-RESEARCH.md|docs/research/PRQ2-004-CAA1DI1-NEAR-MISS-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-004-CAA1DI1-NEAR-MISS-RESEARCH-R1.md|docs/research/UC-RQ-014-015-SEPARABLE-COMPOUND-HKCANCOR-ATTESTATION-R1.md|docs/research/UC-RQ-015-SEPARABLE-NON-VO-COMPOUND-RESEARCH-R1.md|docs/research/UC-RQ-015-SEPARABLE-NON-VO-COMPOUND-SOURCE-VERIFICATION-R1.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I076	76	lexical_entry					32	明天見	ming4 tin1 gin3	see you tomorrow	sha256:4a019d5c08dbc5c166e18b790e7ea83d5783dd1bcd0013aa34965e38e3517ebc					no_project_match	new_attestation					REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I077	77	lexical_entry					33	出咗去	ceot1 zo2 heoi3	went out	sha256:248c3968b63744e359fae98d64383018d73116652b7b694c6d20d33b6de4658a					no_project_match	new_attestation				directional_aspect_sequence_review	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I078	78	lexical_entry					34	約咗	joek3 zo2	made an appointment with	sha256:9321e0605193f9bd2aff8d185d014f4f6b836640d15287670483dd4d697dc761					no_project_match	new_attestation					REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I079	79	lexical_entry					35	醫生	ji1 sang1	doctor	sha256:eb3c3f5f04d7401c9d0c41b324b9b6620a73e4926a561da38ad1eb3a303c8c0f					exact_duplicate_candidate	lexical_only_attestation	src/runtime-resources/lexicon/token-lexicon/people-and-address.js	src/runtime-resources/lexicon/token-lexicon/people-and-address.js	data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W16-20260705/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W16-20260705/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W16-20260705/source.json|docs/research/CONDITIONAL-CLAUSE-LINKING-SOURCE-MAP-CP021B-R25.md|docs/research/CP025-P1-PFV01-CODE-DOCUMENT-COMPARISON-R1.tsv|docs/research/CP025-P1-PFV01-IMPLEMENTATION-PROBE-R1.tsv|docs/research/CP025-P1-PFV01-R1-REAUDIT-CHECKPOINT.md|docs/research/CP025-P1-PFV01-SPEAKER-A-RAW-R2.md|docs/research/CP025-P1-PFV01-SPEAKER-A-RESULT-R2.tsv|docs/research/CP026-P1-RUL01-IMPLEMENTATION-PROBE-R1.tsv|docs/research/CP029-P1-PFV01-PUBLIC-PANEL-R1-RESULT.md|docs/research/CP035-P1-EXPERIENTIAL-DELIMITED-WRAPPER-AUDIT-R1.md|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-REGISTER-CP021B-R37.tsv|docs/research/PRQ2-005-HOI1-HABITUAL-ESTABLISHED-ACTIVITY-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-005-HOI1-HABITUAL-ESTABLISHED-ACTIVITY-RESEARCH-R1.md|docs/research/PRQ2-035-NING4JYUN6-DOU1-COMMITTED-PREFERENCE-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-035-NING4JYUN6-DOU1-COMMITTED-PREFERENCE-SOURCE-VERIFICATION-R1.tsv|docs/research/survey-derived/HKCanCor/HKCANCOR-SV-RQ-008-010-RESEARCH-NOTE-R1.md|docs/research/survey-derived/HKCanCor/HKCANCOR-SV-RQ-008-010-REVIEWED-RESULTS-R1.json|grammar/research_pending/PostverbalZoPerfectiveVP.md|grammar/unsupported_generalization/ConditionalClause.md|grammar/unsupported_generalization/DelimitedVP.md|grammar/unsupported_generalization/RestorativeComplementVP.md|tests/constructions/PostverbalZoPerfectiveVP.json|tests/constructions/QuantifiedClassifierNP.json|tests/fixtures/np-subsystem.json		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I080	80	lexical_entry					36	三點四十五	saam1 dim2 sei3 sap6 ng5	3: 45	sha256:a881049e087aca016cc1796515df45d76df9d281fc77d8f9d1575eac095edb7c					no_project_match	new_attestation					REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I081	81	lexical_entry					37	辛苦	san1 fu2	worked hard, tough	sha256:0ef7c132c25b1ad49614bd9c28ba22dc2c697cf7194bdd1148c5d0e07fc698e0					exact_duplicate_candidate	lexical_only_attestation	src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js	src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js	data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W14-20260621/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W14-20260621/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W14-20260621/source.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W17-20260712/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W17-20260712/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W17-20260712/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W17-20260712/source.json|data/research-ledgers/glossika-week14-claim-source.json|docs/research/GLOSSIKA-YUEHK-A1-W14-20260621-RESEARCH.md|docs/research/UC-RQ-004-005-COMPARISON-HKCANCOR-ATTESTATION-R1.md|docs/research/WECHAT-GX-TRAVEL-002-ADJUDICATION-REPORT.md|docs/research/WECHAT-GX-TRAVEL-002-REGRESSION-REMEDIATION-READINESS-R2.md|test-data/natural-corpus-wechat-guangxi-travel-002-raw.txt|test-data/natural-corpus-wechat-guangxi-travel-002-turns.json|test-data/natural-corpus-wechat-guangxi-travel-002-turns.tsv|test-data/natural-corpus-wechat-guangxi-travel-002-units.json|test-data/natural-corpus-wechat-guangxi-travel-002-units.tsv|test-data/review-only-readiness.tsv|test-data/w17-lexicon-role-review.tsv|test-data/w17-lexicon.tsv|test-data/WECHAT-GX-TRAVEL-002-ADJUDICATION-MATRIX.json|test-data/WECHAT-GX-TRAVEL-002-ADJUDICATION-MATRIX.tsv|test-data/WECHAT-GX-TRAVEL-002-QUEUE-G-grammar_research_external_evidence.tsv|test-data/WECHAT-GX-TRAVEL-002-QUEUE-R-accepted_behavior_regression.tsv|test-data/WECHAT-GX-TRAVEL-002-REGRESSION-REMEDIATION-READINESS-R2.json|test-data/WECHAT-GX-TRAVEL-002-REGRESSION-REMEDIATION-READINESS-R2.tsv	formulaic_and_predicative_gloss_review	REQUIRES_EXPERT_CONTEXT_REVIEW
