runtime_label	lane	claim_layer	current_status	origin_status	legacy_source_link_status	legacy_pattern_edge_count	claim_source_row_count	mapped_external_source_count	mapped_external_source_ids	mapping_batch	cumulative_mapping	mapping_status	mapping_disposition	research_priority	next_action
LocativeFrameClause	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	10	3	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-LUI-2020-LOCATIVE-INVERSION,SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R22	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R22.tsv	COMPLETE_WITH_ENVIRONMENTAL_LOCATIVE_AND_ASPECT_BOUNDARIES	SOURCE_LINKED_LOCATIVE_INVERSION_PLACE_PROPERTY_AND_AMBIENT_FRAME_SPLIT_REQUIRED	R22_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve frozen behavior; use the R22 source map to split environmental events, lexical transitions, ambient properties, locative inversion, place properties, posture locatives, and spatial/progressive 喺度 before implementation.
LocativeModalPredicateClause	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0		CP021B-R34	PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv	COMPLETE_INTERNAL_DISPOSITION	MERGE_LOCATIVE_PREFIX_PLUS_MODAL_VP_RETIRE_COMBINED_WRAPPER	INTERNAL_DISPOSITION_COMPLETE_LANGUAGE_PRECONDITION_RECORDED	Merge into generic clause composition with a locative modifier and visible ModalVP; retire the combined label.
LocativePlacePhrase	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	8	2	SRC-KWAN-2010-LOCATIVE,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R2	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	PARTIAL_SPLIT_REQUIRED	PARTIAL_SOURCE_LINK_SPLIT_REQUIRED	P0_SPLIT_OR_NARROW_BEFORE_PROMOTION	Use the R4 source matrix to split or narrow supported subtypes; keep unmapped subtypes quarantined.
LocativePostureVP	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	10	3	SRC-LUI-2020-LOCATIVE-INVERSION,SRC-WONG-2023-LANGUAGE-SAMPLE,SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R22	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R22.tsv	COMPLETE_WITH_ENVIRONMENTAL_LOCATIVE_AND_ASPECT_BOUNDARIES	POSTURAL_LOCATIVE_STRATEGY_LINKED_EXACT_HAI2DOU6_CROSSPRODUCT_AND_PROGRESSIVE_BOUNDARY_GAP	R22_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve frozen behavior; use the R22 source map to split environmental events, lexical transitions, ambient properties, locative inversion, place properties, posture locatives, and spatial/progressive 喺度 before implementation.
LocativeWhQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	10	4	SRC-CHOW-2007-CANTONESE-EVERYONE;SRC-WONG-2023-LANGUAGE-SAMPLE;SRC-YIP-MATTHEWS-2000-BASIC;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R20	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R20.tsv	SOURCE_LINKED_WH_PLACE_SUBTYPE_SPLIT_AND_LOCATIVE_MARKER_BOUNDARY_REQUIRED	SOURCE_LINKED_WH_PLACE_SUBTYPE_SPLIT_AND_LOCATIVE_MARKER_BOUNDARY_REQUIRED	R20_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve the R20 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
MalformedCandidate	LANE-10	heuristic	parser_heuristic	internal_heuristic_only	external_language_source_not_applicable_to_internal_claim	0	0	0		CP021B-R34	PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv	COMPLETE_INTERNAL_DISPOSITION	NARROW_HEURISTIC_TO_EXPLICIT_PARSER_CONFLICT_CODES_NOT_UNGRAMMATICALITY	INTERNAL_DISPOSITION_COMPLETE_LANGUAGE_PRECONDITION_RECORDED	Retain only with enumerated conflict codes and neutral wording; never equate MalformedCandidate with ungrammatical Cantonese.
MannerAdverbialVP	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	10	2	SRC-LEUNG-2014-COVERBS,SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R23	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R23.tsv	COMPLETE_WITH_MARKER_ORDER_SCOPE_AND_WRAPPER_BOUNDARIES	SOURCE_LINKED_REDUPLICATED_MANNER_WITH_GAM2_VISIBLE_AND_BARE_FORM_GAP	R23_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve frozen behavior; apply R23 marker, relation, position, scope, overt-噉, and transparent-wrapper boundaries before any implementation.
MeasureExpression	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0		CP021B-R34	PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv	COMPLETE_INTERNAL_DISPOSITION	KEEP_INTERNAL_OVERT_MEASURE_SPAN_NO_INDEPENDENT_PREDICATION	INTERNAL_DISPOSITION_COMPLETE_LANGUAGE_PRECONDITION_RECORDED	Keep as an overt span container; inherit age, price, area, and length licensing from mapped nominal-predication subtypes.
ModalANotAQuestion	LANE-07	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	2	SRC-LAW-2001-ANOTA,SRC-LI-2017-ANOTA	CP021B-R7	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R7.tsv	COMPLETE_WITH_LEXICAL_RESTRICTIONS	SOURCE_LINKED_NARROWING_AND_SUBTYPE_SPLIT_REQUIRED	R7_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Keep only independently sourced lexical modal subtypes; distinguish exact-copy 想唔想 from reduced/fused 可唔可以 and research other listed modals separately.
ModalChangeIntoResultFrame	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	1	SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R28	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R28.tsv	COMPLETE_WITH_SPLIT_GAP_MERGE_AND_REALIGNMENT_BOUNDARIES	COMPONENTS_SOURCE_LINKED_TRANSPARENT_MODAL_PLUS_CHANGE_PREDICATE_WRAPPER_MERGE_OR_RETIRE	R28_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Merge/retire as transparent modal + lexical change-predicate composition unless independent wrapper behavior is found.
ModalResponseFragment	LANE-03	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-LEE-PAN-2024-VP-ELLIPSIS,SRC-LUKE-NANCARROW-1998-AUXILIARIES	CP021B-R18	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R18.tsv	COMPLETE_WITH_SELECTIVE_ELLIPSIS_MERGE_AND_DORMANT_LABEL_RETIRE_BOUNDARY	SELECTIVE_AUXILIARY_ELLIPSIS_LINKED_DORMANT_LABEL_MERGE_OR_RETIRE	R18_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Merge into lexical ModalVP/Auxiliary structure plus selectively licensed complement ellipsis and a separate response relation; retire the dormant duplicate.
ModalVP	LANE-07	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	12	2	SRC-LUKE-NANCARROW-1998-AUXILIARIES,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R14	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R14.tsv	COMPLETE_WITH_AUXILIARY_CLASS_SCOPE_AND_COMPLEMENT_SPLITS	SOURCE_LINKED_SPLIT_AND_LEXICAL_SCOPE_NARROWING_REQUIRED	R14_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split lexical auxiliary subtypes, suppletive negative/question forms, clause wrappers, and modal scope over independently licensed VP chains; remove broad modal × VP-family inference before implementation.
ModifiedNP	LANE-06	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	7	2	SRC-SIO-2011-GE3,SRC-YU-2006-NOMINAL-MODIFIERS	CP021B-R11	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R11.tsv	COMPLETE_WITH_HETEROGENEOUS_UMBRELLA_SPLIT_BOUNDARY	SOURCE_LINKED_UMBRELLA_SPLIT_REQUIRED	R11_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split bare, ge3-marked, wh-determiner, demonstrative/classifier, and relative/verbal modifier branches before implementation; keep ModifiedNP internal only.
ModifierNP	LANE-06	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	2	SRC-SIO-2011-GE3,SRC-YU-2006-NOMINAL-MODIFIERS	CP021B-R11	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R11.tsv	COMPLETE_WITH_BARE_MODIFIER_RESTRICTION	SOURCE_LINKED_NARROWING_REQUIRED	R11_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Narrow to externally supported bare-modifier classes and preserve the interpretation difference from ge3-marked modification.
ModifierPhrase	LANE-06	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0		CP021B-R34	PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv	COMPLETE_INTERNAL_DISPOSITION	MERGE_MODIFIER_SPAN_INTO_MODIFIED_NP_RETIRE_PUBLIC_LABEL	INTERNAL_DISPOSITION_COMPLETE_LANGUAGE_PRECONDITION_RECORDED	Merge the child span into a canonical ModifiedNP/relative-modifier analysis and retire the public construction label.
MotionDelimitedVP	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-MATTHEWS-2006-SVC,SRC-WONG-2023-LANGUAGE-SAMPLE	CP021B-R33	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R33.tsv	PURPOSE_DELIMITATIVE_COMPONENTS_LINKED_EXACT_TEMPLATE_GAP	SOURCE_LINKED_PURPOSE_SVC_WITH_DELIMITATIVE_SECOND_PREDICATE_BUT_EXACT_MOVEMENT_ACTION_HAA5_TEMPLATE_AND_RELATION_SPLIT_REQUIRED	R33_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Decompose into a sourced purpose serial-verb relation plus an independently delimited second predicate; do not license a movement×action×吓 cross-product.
MotionGoalVP	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	8	3	SRC-CHOR-2018-DIRECTIONALS,SRC-LEUNG-2026-MOTION,SRC-SZETO-2015-PERFECTIVE	CP021B-R2	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	COMPLETE_WITH_BOUNDARIES	SOURCE_LINKED_PROVISIONAL	R2_CLAIM_LEVEL_MAPPING_COMPLETE	Use the cumulative R4 source matrix; retain SOURCE_LINKED_PROVISIONAL until behavior review.
MotionPurposeChain	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	2	SRC-LEUNG-2026-MOTION,SRC-MATTHEWS-2006-SVC	CP021B-R2	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	COMPLETE_WITH_BOUNDARIES	SOURCE_LINKED_REVIEW_BOUNDARY	R2_CLAIM_LEVEL_MAPPING_COMPLETE	Use the cumulative R4 source matrix; retain SOURCE_LINKED_REVIEW_BOUNDARY until behavior review.
NamingClause	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-CHOW-2007-CANTONESE-EVERYONE;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R20	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R20.tsv	PERSONAL_NAMING_RELATION_SOURCE_LINKED_GIU1_VERSUS_GIU3ZOU6_SPLIT_AND_EXACT_TEMPLATE_GAP	PERSONAL_NAMING_RELATION_SOURCE_LINKED_GIU1_VERSUS_GIU3ZOU6_SPLIT_AND_EXACT_TEMPLATE_GAP	R20_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve the R20 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
NeedsContext	LANE-10	heuristic	parser_heuristic	internal_heuristic_only	external_language_source_not_applicable_to_internal_claim	0	0	0		CP021B-R34	PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv	COMPLETE_INTERNAL_DISPOSITION	NARROW_HEURISTIC_TO_ENUMERATED_MISSING_CONTEXT_ARGUMENT_OR_ANALYSIS_CAUSES	INTERNAL_DISPOSITION_COMPLETE_LANGUAGE_PRECONDITION_RECORDED	Retain as a disposition only; require explicit reason codes, missing slots, antecedent status, and candidate analyses. Never treat it as a linguistic construction.
NegatedDirectionalMotionVP	LANE-09	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	3	SRC-LIANG-MAI-2025-GRAMMAR-CODING,SRC-WONG-2023-LANGUAGE-SAMPLE,SRC-YIU-2016-DIRECTIONAL-ASPECT	CP021B-R3	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	LANGUAGE_CLAIM_RETIRED_INTERNAL_ONLY	LANGUAGE_CLAIM_RETIRE_KEEP_INTERNAL_COMPOSITION	P0_RETIRE_LANGUAGE_CLAIM	Treat ordinary directional negation as general VP negation and keep postverbal potential V-唔-directional as a separate construction.
NegatedExistentialClause	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	3	SRC-LAM-2018-NEGATION-ASPECT,SRC-YIP-1988-NEGATION,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R9	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R9.tsv	COMPLETE_WITH_POSSESSIVE_EXISTENTIAL_AND_EVENT_NEGATION_SPLITS	SOURCE_LINKED_SPLIT_REQUIRED	R9_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split negative possession, locative nonexistence, and 冇 + VP event/perfective negation; preserve visible 冇 and do not insert hidden 有.
NegatedExistentialFragment	LANE-03	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	2	SRC-LAM-2018-NEGATION-ASPECT,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R9	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R9.tsv	SHORT_RESPONSE_LINKED_EXTENDED_FRAGMENT_PROVISIONAL	SOURCE_LINKED_CONTEXT_ELLIPSIS_REQUIRED	R9_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Retain context-required status; independently validate subject, focus, repetition, and particle extensions before promotion.
NegatedLexicalizedStative	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	7	3	SRC-CHIN-2018-PROHIBITIVES,SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-YIP-1988-NEGATION	CP021B-R8	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R8.tsv	COMPLETE_WITH_LEXICAL_NEGATION_PROHIBITIVE_SPLIT	SOURCE_LINKED_SPLIT_AND_LABEL_RETIRE_REQUIRED	R8_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Retire the homogeneous language label in a future authorized implementation; split lexical 難食, compositional 唔+好食, and prohibitive 唔好+食 while preserving ambiguity.
NegatedStativePredicate	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	2	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-YIP-1988-NEGATION	CP021B-R8	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R8.tsv	COMPLETE_FOR_M4_WITH_OTHER_NEGATORS_UNMAPPED	SOURCE_LINKED_NEGATOR_NARROWING_REQUIRED	R8_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Narrow the sourced construction to 唔 + independently licensed property predicate; map 冇, 未, 咪, and other negative profiles separately.
NegatedVP	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	7	3	SRC-LAM-2018-NEGATION-ASPECT;SRC-YIP-1988-NEGATION;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R30	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R30.tsv	SOURCE_LINKED_PREVERBAL_M4_NEGATION_WITH_VP_SELECTION_SCOPE_AND_COMPLETION_CONFLICT_NARROWING_REQUIRED	SOURCE_LINKED_PREVERBAL_M4_NEGATION_WITH_VP_SELECTION_SCOPE_AND_COMPLETION_CONFLICT_NARROWING_REQUIRED	R30_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve R30 marker, complement, scope, and exact-gap boundaries; any merge, split, retirement, or runtime change requires a separately authorized implementation and validation event.
NegativeCognitionFragment	LANE-03	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	7	1	SRC-YAP-WONG-CHOR-2014-STANCE	CP021B-R15	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R15.tsv	COMPLETE_WITH_POLYFUNCTIONALITY_AND_CONTEXT_BOUNDARIES	SOURCE_LINKED_POLYFUNCTIONALITY_AND_CONTEXT_SPLIT_REQUIRED	R15_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split lexical negative cognition, overt-content sequences, stance markers, and standalone answer fragments; preserve context requirement and overt particles.
NegativeExperiential	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	10	4	SRC-LAM-2018-NEGATION-ASPECT,SRC-MATTHEWS-YIP-2011-ASPECT-MULTIMEDIA,SRC-ZHANG-1970-PREDICATIVE-SUFFIXES,SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R24	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R24.tsv	COMPLETE_WITH_NEGATOR_TYPE_AND_NOT_YET_SPLIT_BOUNDARIES	SOURCE_LINKED_NEGATION_TYPE_SPLIT_MOU5_V_GWO3_VERSUS_MEI6_V_GWO3_AND_TEMPLATE_REALIGNMENT_REQUIRED	R24_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve frozen behavior; apply R24 directional-aspect composition, wrapper transparency, negator-type, not-yet, and question/statement boundaries before implementation.
NegativeHaveClause	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	2	SRC-LAM-2018-NEGATION-ASPECT;SRC-YIP-1988-NEGATION	CP021B-R30	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R30.tsv	SOURCE_LINKED_NEGATIVE_POSSESSION_EXISTENCE_EVENT_SPLIT_DORMANT_DUPLICATE_MERGE_OR_RETIRE	SOURCE_LINKED_NEGATIVE_POSSESSION_EXISTENCE_EVENT_SPLIT_DORMANT_DUPLICATE_MERGE_OR_RETIRE	R30_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve R30 marker, complement, scope, and exact-gap boundaries; any merge, split, retirement, or runtime change requires a separately authorized implementation and validation event.
NegativePotentialComplement	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	1	SRC-CHENG-SYBESMA-2004-POSTVERBAL-DAK	CP021B-R10	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R10.tsv	COMPLETE_WITH_POLARITY_AND_RESULT_HEAD_SPLIT	SOURCE_LINKED_SPLIT_AND_NARROWING_REQUIRED	R10_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Retain overt V-唔-R; split result heads, constrain objects, and keep potential polarity separate from ordinary negation.
NegativePotentialDirectionalVP	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	1	SRC-CHENG-SYBESMA-2004-POSTVERBAL-DAK	CP021B-R10	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R10.tsv	COMPLETE_WITH_NEGATIVE_DIRECTIONAL_NARROWING	SOURCE_LINKED_NARROWING_REQUIRED	R10_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Validate negative directional combinations and object boundaries while preserving overt V-唔-R polarity.
NominalModifierNP	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-SIO-2011-GE3,SRC-YU-2006-NOMINAL-MODIFIERS	CP021B-R32	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R32.tsv	MODIFIER_SUBTYPES_LINKED_DORMANT_DUPLICATE	SOURCE_LINKED_NOMINAL_MODIFIER_SUBTYPES_DORMANT_DUPLICATE_MERGE_OR_RETIRE	R32_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Merge or retire the dormant duplicate; preserve bare, 嘅-marked, classifier-linked, relative, and nominal-complement subtypes in their existing sourced nodes.
NominalPredicateClause	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	10	2	SRC-YIP-MATTHEWS-2000-BASIC;SRC-TAM-2021-DOZE	CP021B-R19	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R19.tsv	AGE_MEASURE_PROFILE_SOURCE_LINKED_PRICE_AREA_LENGTH_SPLIT_AND_EXACT_TEMPLATE_GAPS	AGE_MEASURE_PROFILE_SOURCE_LINKED_PRICE_AREA_LENGTH_SPLIT_AND_EXACT_TEMPLATE_GAPS	R19_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve the R19 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
OpinionQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-ALDERETE-ETAL-2017-SYNOPSIS;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R30	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R30.tsv	SOURCE_LINKED_COGNITION_QUESTION_COMPLEMENT_TYPES_WITH_DIM2JOENG6_EVALUATIVE_PREDICATE_AND_WRAPPER_REALIGNMENT_REQUIRED	SOURCE_LINKED_COGNITION_QUESTION_COMPLEMENT_TYPES_WITH_DIM2JOENG6_EVALUATIVE_PREDICATE_AND_WRAPPER_REALIGNMENT_REQUIRED	R30_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve R30 marker, complement, scope, and exact-gap boundaries; any merge, split, retirement, or runtime change requires a separately authorized implementation and validation event.
OpinionStanceFrame	LANE-08	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	9	3	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-YAP-WONG-CHOR-2014-STANCE,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R15	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R15.tsv	COMPLETE_WITH_LEXICAL_COMPLEMENT_AND_STANCE_POSITION_SPLIT	SOURCE_LINKED_LEXICAL_COMPLEMENT_AND_STANCE_MARKER_SPLIT_REQUIRED	R15_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split lexeme-specific matrix complement frames from clause-initial, parenthetical, and right-peripheral stance uses; quarantine generic focus and complement-ellipsis shortcuts.
OrdinalClassifierNP	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R32	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R32.tsv	ORDINAL_DETERMINER_LINKED_HEAD_AND_LEXICAL_SPLIT	SOURCE_LINKED_DAI6_ORDINAL_DETERMINER_WITH_HEADED_HEADLESS_AND_LEXICAL_DAI6JI6_SPLIT_REQUIRED	R32_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split headed and noun-elliptical 第 ordinals and distinguish true ordinal use from lexicalized 第二 meaning next/another/other.
PathPhrase	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	2	SRC-LEUNG-2014-COVERBS,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R2	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	PARTIAL_SPLIT_REQUIRED	PARTIAL_SOURCE_LINK_SPLIT_REQUIRED	P0_SPLIT_OR_NARROW_BEFORE_PROMOTION	Use the R4 source matrix to split or narrow supported subtypes; keep unmapped subtypes quarantined.
PerfectiveDirectionalVP	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	10	4	SRC-SHAN-JIN-2025-MOTION-TYPOLOGY,SRC-SIO-BOND-2025,SRC-YIU-2016-DIRECTIONAL-ASPECT,SRC-ZHANG-1970-PREDICATIVE-SUFFIXES	CP021B-R24	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R24.tsv	COMPLETE_WITH_COMPONENT_SUPPORT_AND_EXACT_TEMPLATE_GAP	SOURCE_LINKED_DIRECTIONAL_ASPECT_COMPOSITION_WITH_EXACT_TEMPLATE_GAP_AND_DEICTIC_SPLIT_REQUIRED	R24_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve frozen behavior; apply R24 directional-aspect composition, wrapper transparency, negator-type, not-yet, and question/statement boundaries before implementation.
PerfectiveObjectResultPredicate	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-KEDZIOR-2023;SRC-MATTHEWS-YIP-2011-ASPECT-MULTIMEDIA	CP021B-R28	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R28.tsv	COMPLETE_WITH_SPLIT_GAP_MERGE_AND_REALIGNMENT_BOUNDARIES	WEATHER_CESSATION_PLUS_PERFECTIVE_SOURCE_LINKED_VALENCY_AND_LABEL_REALIGNMENT_REQUIRED	R28_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Research 停咗雨 valency and regional distribution; realign from object-result terminology to weather cessation if evidence supports it.
PerfectiveResultPredicate	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-FAN-CHAN-2022;SRC-KEDZIOR-2023	CP021B-R28	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R28.tsv	COMPLETE_WITH_SPLIT_GAP_MERGE_AND_REALIGNMENT_BOUNDARIES	LEXICAL_RESULT_VERB_PLUS_PERFECTIVE_SOURCE_LINKED_TRANSPARENT_COMPOSITION_MERGE_OR_RETIRE	R28_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Merge/retire controlled 解決咗 wrapper in favor of lexical predicate + perfective aspect, subject to regression review.
