candidate_id	source_file	source_file_sha256	file_index_zero_based	turn_index_zero_based	token_index_zero_based	participant	matched_surface_span	query_lexeme	segmentation_profile	negation_profile	matched_hkcancor_tags	matched_ud_tags	immediate_left_form	immediate_left_hkcancor_pos	immediate_left_ud_pos	immediate_right_form	immediate_right_hkcancor_pos	immediate_right_ud_pos	following_lexical_form	following_lexical_hkcancor_pos	following_lexical_ud_pos	following_lexical_token_index_zero_based	intervening_token_count_before_following_lexical	overlap_deduplication_json	duplicate_group_inputs_json	text	previous_text	next_text	token_context_json	tokens_json	annotation_status
aa89-d65052b05ce1944b1a1a	FC-001_v2.cha	ed8e418f69346a704b065f4866a9a05b162c55172d99f83388a6948ccea41885	0	56	0	XXA	唔使	唔使	single_token	single_token_negated_lexeme	v	VERB				咁	d	ADV	咁	d	ADV	1	0	"{""sourceAnchorTokenIndexZeroBased"":0,""representedProfiles"":[""single:唔使"",""surface:唔使""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""唔使""}"	唔使咁多人排長-,排隊.	吓,咪重好.	噉係啊.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":9,""tokens"":[{""word"":""唔使"",""pos"":""v"",""jyutping"":""m4sai2""},{""word"":""咁"",""pos"":""d"",""jyutping"":""gam3""},{""word"":""多"",""pos"":""a"",""jyutping"":""do1""},{""word"":""人"",""pos"":""n"",""jyutping"":""jan4""},{""word"":""排長"",""pos"":""v"",""jyutping"":""paai4coeng4""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""排隊"",""pos"":""v"",""jyutping"":""paai4deoi2""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""唔使"",""pos"":""v"",""jyutping"":""m4sai2""},{""word"":""咁"",""pos"":""d"",""jyutping"":""gam3""},{""word"":""多"",""pos"":""a"",""jyutping"":""do1""},{""word"":""人"",""pos"":""n"",""jyutping"":""jan4""},{""word"":""排長"",""pos"":""v"",""jyutping"":""paai4coeng4""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""排隊"",""pos"":""v"",""jyutping"":""paai4deoi2""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-4cb45d72baaa3b742ed1	FC-001_v2.cha	ed8e418f69346a704b065f4866a9a05b162c55172d99f83388a6948ccea41885	0	58	1	XB*	要	要	single_token	unnegated_surface	vu	AUX	但係	c	CCONJ	就	v	VERB	就	v	VERB	2	0	"{""sourceAnchorTokenIndexZeroBased"":1,""representedProfiles"":[""single:要"",""surface:要""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""要""}"	但係要就啱佢啲假期囖.	噉係啊.	差唔多咋我上次去都係.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":9,""tokens"":[{""word"":""但係"",""pos"":""c"",""jyutping"":""daan6hai6""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""就"",""pos"":""v"",""jyutping"":""zau6""},{""word"":""啱"",""pos"":""a"",""jyutping"":""aam1""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""啲"",""pos"":""q"",""jyutping"":""di1""},{""word"":""假期"",""pos"":""n"",""jyutping"":""gaa3kei4""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""但係"",""pos"":""c"",""jyutping"":""daan6hai6""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""就"",""pos"":""v"",""jyutping"":""zau6""},{""word"":""啱"",""pos"":""a"",""jyutping"":""aam1""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""啲"",""pos"":""q"",""jyutping"":""di1""},{""word"":""假期"",""pos"":""n"",""jyutping"":""gaa3kei4""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-d8acbe2c1cac15cdbec9	FC-001_v2.cha	ed8e418f69346a704b065f4866a9a05b162c55172d99f83388a6948ccea41885	0	60	3	XXB	要	要	single_token	unnegated_surface	vu	AUX	都	d	ADV	啊	y	PART	啊	y	PART	4	0	"{""sourceAnchorTokenIndexZeroBased"":3,""representedProfiles"":[""single:要"",""surface:要""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""要""}"	淡季去都要啊.	差唔多咋我上次去都係.	淡季去你幾時啊?	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":6,""tokens"":[{""word"":""淡季"",""pos"":""an"",""jyutping"":""daam6gwai3""},{""word"":""去"",""pos"":""v"",""jyutping"":""heoi3""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""淡季"",""pos"":""an"",""jyutping"":""daam6gwai3""},{""word"":""去"",""pos"":""v"",""jyutping"":""heoi3""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-6ba7818d4d1a512cf6b3	FC-001_v2.cha	ed8e418f69346a704b065f4866a9a05b162c55172d99f83388a6948ccea41885	0	72	3	XXB	可以	可以	single_token	unnegated_surface	vu	AUX	你	r	PRON	睇	v	VERB	睇	v	VERB	4	0	"{""sourceAnchorTokenIndexZeroBased"":3,""representedProfiles"":[""single:可以"",""surface:可以""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""可以""}"	變咗你可以睇嘢,睇煙花嗰啲呢就唔使咁迫.	但係都唔係好迫人囖.	係囖,係囖.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":12,""tokens"":[{""word"":""變"",""pos"":""v"",""jyutping"":""bin3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""可以"",""pos"":""vu"",""jyutping"":""ho2ji5""},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":""嘢"",""pos"":""n"",""jyutping"":""je5""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":""煙花"",""pos"":""n"",""jyutping"":""jin1faa1""},{""word"":""嗰啲"",""pos"":""r"",""jyutping"":""go2di1""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""}]}"	"[{""word"":""變"",""pos"":""v"",""jyutping"":""bin3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""可以"",""pos"":""vu"",""jyutping"":""ho2ji5""},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":""嘢"",""pos"":""n"",""jyutping"":""je5""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":""煙花"",""pos"":""n"",""jyutping"":""jin1faa1""},{""word"":""嗰啲"",""pos"":""r"",""jyutping"":""go2di1""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""唔使"",""pos"":""vu"",""jyutping"":""m4sai2""},{""word"":""咁"",""pos"":""d"",""jyutping"":""gam3""},{""word"":""迫"",""pos"":""a"",""jyutping"":""bik1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-b4d69abc3f3dcd54b010	FC-001_v2.cha	ed8e418f69346a704b065f4866a9a05b162c55172d99f83388a6948ccea41885	0	72	12	XXB	唔使	唔使	single_token	single_token_negated_lexeme	vu	AUX	就	d	ADV	咁	d	ADV	咁	d	ADV	13	0	"{""sourceAnchorTokenIndexZeroBased"":12,""representedProfiles"":[""single:唔使"",""surface:唔使""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""唔使""}"	變咗你可以睇嘢,睇煙花嗰啲呢就唔使咁迫.	但係都唔係好迫人囖.	係囖,係囖.	"{""startTokenIndexZeroBased"":4,""endTokenIndexExclusive"":16,""tokens"":[{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":""嘢"",""pos"":""n"",""jyutping"":""je5""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":""煙花"",""pos"":""n"",""jyutping"":""jin1faa1""},{""word"":""嗰啲"",""pos"":""r"",""jyutping"":""go2di1""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""唔使"",""pos"":""vu"",""jyutping"":""m4sai2""},{""word"":""咁"",""pos"":""d"",""jyutping"":""gam3""},{""word"":""迫"",""pos"":""a"",""jyutping"":""bik1""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""變"",""pos"":""v"",""jyutping"":""bin3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""可以"",""pos"":""vu"",""jyutping"":""ho2ji5""},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":""嘢"",""pos"":""n"",""jyutping"":""je5""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":""煙花"",""pos"":""n"",""jyutping"":""jin1faa1""},{""word"":""嗰啲"",""pos"":""r"",""jyutping"":""go2di1""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""唔使"",""pos"":""vu"",""jyutping"":""m4sai2""},{""word"":""咁"",""pos"":""d"",""jyutping"":""gam3""},{""word"":""迫"",""pos"":""a"",""jyutping"":""bik1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-45a638491b51e96d110a	FC-001_v2.cha	ed8e418f69346a704b065f4866a9a05b162c55172d99f83388a6948ccea41885	0	78	0	XXB	要	要	single_token	unnegated_surface	vu	AUX				等	v	VERB	等	v	VERB	1	0	"{""sourceAnchorTokenIndexZeroBased"":0,""representedProfiles"":[""single:要"",""surface:要""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""要""}"	要等我老公,睇下佢嗰度有乜嘢平嘅,即係平嘅package,咪睇下去邊囖.	未定啊.	你想去邊喇噉樣?	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":9,""tokens"":[{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""等"",""pos"":""v"",""jyutping"":""dang2""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""老公"",""pos"":""n"",""jyutping"":""lou5gung1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":""下"",""pos"":""u"",""jyutping"":""haa5""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""嗰度"",""pos"":""r"",""jyutping"":""go2dou6""}]}"	"[{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""等"",""pos"":""v"",""jyutping"":""dang2""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""老公"",""pos"":""n"",""jyutping"":""lou5gung1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":""下"",""pos"":""u"",""jyutping"":""haa5""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""嗰度"",""pos"":""r"",""jyutping"":""go2dou6""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""乜嘢"",""pos"":""r"",""jyutping"":""mat1je5""},{""word"":""平"",""pos"":""a"",""jyutping"":""peng4""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""即係"",""pos"":""d"",""jyutping"":""zik1hai6""},{""word"":""平"",""pos"":""a"",""jyutping"":""peng4""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":""package"",""pos"":""xn"",""jyutping"":null},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""咪"",""pos"":""d"",""jyutping"":""mai6""},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":""下"",""pos"":""u"",""jyutping"":""haa5""},{""word"":""去"",""pos"":""v"",""jyutping"":""heoi3""},{""word"":""邊"",""pos"":""r"",""jyutping"":""bin1""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-4277f8bb38b41f503b2b	FC-001_v2.cha	ed8e418f69346a704b065f4866a9a05b162c55172d99f83388a6948ccea41885	0	91	7	XXB	唔使	唔使	single_token	single_token_negated_lexeme	vu	AUX	,		X	坐	v	VERB	坐	v	VERB	8	0	"{""sourceAnchorTokenIndexZeroBased"":7,""representedProfiles"":[""single:唔使"",""surface:唔使""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""唔使""}"	噉變咗你係嘞,唔使坐咁耐機喇,一次過坐晒咯.	唔係即係嗰頭,同埋嗰-嗰邊.	唔使分開兩次.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":16,""tokens"":[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""變"",""pos"":""v"",""jyutping"":""bin3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""嘞"",""pos"":""y"",""jyutping"":""laak3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""唔使"",""pos"":""vu"",""jyutping"":""m4sai2""},{""word"":""坐"",""pos"":""v"",""jyutping"":""co5""},{""word"":""咁"",""pos"":""d"",""jyutping"":""gam3""},{""word"":""耐"",""pos"":""a"",""jyutping"":""noi6""},{""word"":""機"",""pos"":""Ng"",""jyutping"":""gei1""},{""word"":""喇"",""pos"":""x"",""jyutping"":""laa1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""一次過"",""pos"":""d"",""jyutping"":""jat1ci3gwo3""},{""word"":""坐"",""pos"":""v"",""jyutping"":""co5""}]}"	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""變"",""pos"":""v"",""jyutping"":""bin3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""嘞"",""pos"":""y"",""jyutping"":""laak3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""唔使"",""pos"":""vu"",""jyutping"":""m4sai2""},{""word"":""坐"",""pos"":""v"",""jyutping"":""co5""},{""word"":""咁"",""pos"":""d"",""jyutping"":""gam3""},{""word"":""耐"",""pos"":""a"",""jyutping"":""noi6""},{""word"":""機"",""pos"":""Ng"",""jyutping"":""gei1""},{""word"":""喇"",""pos"":""x"",""jyutping"":""laa1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""一次過"",""pos"":""d"",""jyutping"":""jat1ci3gwo3""},{""word"":""坐"",""pos"":""v"",""jyutping"":""co5""},{""word"":""晒"",""pos"":""u"",""jyutping"":""saai3""},{""word"":""咯"",""pos"":""y"",""jyutping"":""lok3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-4b52ed27b05d6dad0872	FC-001_v2.cha	ed8e418f69346a704b065f4866a9a05b162c55172d99f83388a6948ccea41885	0	92	0	XXA	唔使	唔使	single_token	single_token_negated_lexeme	vu	AUX				分開	v	VERB	分開	v	VERB	1	0	"{""sourceAnchorTokenIndexZeroBased"":0,""representedProfiles"":[""single:唔使"",""surface:唔使""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""唔使""}"	唔使分開兩次.	噉變咗你係嘞,唔使坐咁耐機喇,一次過坐晒咯.	不過新西-紐西蘭係唔係都-紐西蘭定新西蘭唧究竟?	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":5,""tokens"":[{""word"":""唔使"",""pos"":""vu"",""jyutping"":""m4sai2""},{""word"":""分開"",""pos"":""v"",""jyutping"":""fan1hoi1""},{""word"":""兩"",""pos"":""m"",""jyutping"":""loeng5""},{""word"":""次"",""pos"":""q"",""jyutping"":""ci3""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""唔使"",""pos"":""vu"",""jyutping"":""m4sai2""},{""word"":""分開"",""pos"":""v"",""jyutping"":""fan1hoi1""},{""word"":""兩"",""pos"":""m"",""jyutping"":""loeng5""},{""word"":""次"",""pos"":""q"",""jyutping"":""ci3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-3cc143887fa0c0c24a8b	FC-001_v2.cha	ed8e418f69346a704b065f4866a9a05b162c55172d99f83388a6948ccea41885	0	102	3	XXB	可以	可以	single_token	unnegated_surface	vu	AUX	,		X	出海	v	VERB	出海	v	VERB	4	0	"{""sourceAnchorTokenIndexZeroBased"":3,""representedProfiles"":[""single:可以"",""surface:可以""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""可以""}"	有啲觀團,可以出海.	有海豚定係有鯨魚睇𡃉.	你都唔游水.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":6,""tokens"":[{""word"":""有啲"",""pos"":""r"",""jyutping"":""jau5di1""},{""word"":""觀團"",""pos"":""n"",""jyutping"":""gun1tyun4""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""可以"",""pos"":""vu"",""jyutping"":""ho2ji5""},{""word"":""出海"",""pos"":""v"",""jyutping"":""ceot1hoi2""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""有啲"",""pos"":""r"",""jyutping"":""jau5di1""},{""word"":""觀團"",""pos"":""n"",""jyutping"":""gun1tyun4""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""可以"",""pos"":""vu"",""jyutping"":""ho2ji5""},{""word"":""出海"",""pos"":""v"",""jyutping"":""ceot1hoi2""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-9e16001b639226b3eb3d	FC-001_v2.cha	ed8e418f69346a704b065f4866a9a05b162c55172d99f83388a6948ccea41885	0	104	1	XXB	要	要	single_token	unnegated_surface	vu	AUX	但係	c	CCONJ	-		X	唔係	v	VERB	3	1	"{""sourceAnchorTokenIndexZeroBased"":1,""representedProfiles"":[""single:要"",""surface:要""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""要""}"	但係要-唔係啊,嗰啲要夾啱時間𡃉.	你都唔游水.	要睇佢個嗰嗰段時間啱呢就有一羣𡃉.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":10,""tokens"":[{""word"":""但係"",""pos"":""c"",""jyutping"":""daan6hai6""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""唔係"",""pos"":""v"",""jyutping"":""m4hai6""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""嗰啲"",""pos"":""r"",""jyutping"":""go2di1""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""夾"",""pos"":""v"",""jyutping"":""gaap3""},{""word"":""啱"",""pos"":""a"",""jyutping"":""aam1""}]}"	"[{""word"":""但係"",""pos"":""c"",""jyutping"":""daan6hai6""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""唔係"",""pos"":""v"",""jyutping"":""m4hai6""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""嗰啲"",""pos"":""r"",""jyutping"":""go2di1""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""夾"",""pos"":""v"",""jyutping"":""gaap3""},{""word"":""啱"",""pos"":""a"",""jyutping"":""aam1""},{""word"":""時間"",""pos"":""n"",""jyutping"":""si4gaan3""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-49baca9bfd8562df38b2	FC-001_v2.cha	ed8e418f69346a704b065f4866a9a05b162c55172d99f83388a6948ccea41885	0	104	7	XXB	要	要	single_token	unnegated_surface	vu	AUX	嗰啲	r	PRON	夾	v	VERB	夾	v	VERB	8	0	"{""sourceAnchorTokenIndexZeroBased"":7,""representedProfiles"":[""single:要"",""surface:要""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""要""}"	但係要-唔係啊,嗰啲要夾啱時間𡃉.	你都唔游水.	要睇佢個嗰嗰段時間啱呢就有一羣𡃉.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":13,""tokens"":[{""word"":""但係"",""pos"":""c"",""jyutping"":""daan6hai6""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""唔係"",""pos"":""v"",""jyutping"":""m4hai6""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""嗰啲"",""pos"":""r"",""jyutping"":""go2di1""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""夾"",""pos"":""v"",""jyutping"":""gaap3""},{""word"":""啱"",""pos"":""a"",""jyutping"":""aam1""},{""word"":""時間"",""pos"":""n"",""jyutping"":""si4gaan3""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""但係"",""pos"":""c"",""jyutping"":""daan6hai6""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""唔係"",""pos"":""v"",""jyutping"":""m4hai6""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""嗰啲"",""pos"":""r"",""jyutping"":""go2di1""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""夾"",""pos"":""v"",""jyutping"":""gaap3""},{""word"":""啱"",""pos"":""a"",""jyutping"":""aam1""},{""word"":""時間"",""pos"":""n"",""jyutping"":""si4gaan3""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-56131c48762f73dc0d80	FC-001_v2.cha	ed8e418f69346a704b065f4866a9a05b162c55172d99f83388a6948ccea41885	0	105	0	XXB	要	要	single_token	unnegated_surface	vu	AUX				睇	v	VERB	睇	v	VERB	1	0	"{""sourceAnchorTokenIndexZeroBased"":0,""representedProfiles"":[""single:要"",""surface:要""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""要""}"	要睇佢個嗰嗰段時間啱呢就有一羣𡃉.	但係要-唔係啊,嗰啲要夾啱時間𡃉.	哩個去-哩個去帕斯咋喎.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":9,""tokens"":[{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""嗰"",""pos"":""r"",""jyutping"":""go2""},{""word"":""嗰"",""pos"":""r"",""jyutping"":""go2""},{""word"":""段"",""pos"":""q"",""jyutping"":""dyun6""},{""word"":""時間"",""pos"":""n"",""jyutping"":""si4gaan3""},{""word"":""啱"",""pos"":""a"",""jyutping"":""aam1""}]}"	"[{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""嗰"",""pos"":""r"",""jyutping"":""go2""},{""word"":""嗰"",""pos"":""r"",""jyutping"":""go2""},{""word"":""段"",""pos"":""q"",""jyutping"":""dyun6""},{""word"":""時間"",""pos"":""n"",""jyutping"":""si4gaan3""},{""word"":""啱"",""pos"":""a"",""jyutping"":""aam1""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""羣"",""pos"":""q"",""jyutping"":""kwan4""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
