runtime_label	claim_layer	current_linguistic_status	runtime_embedded_status	status_alignment	linguistic_confidence_state	implementation_lifecycle	runtime_code_reference_count	accepted_fixture_count	accepted_fixture_origin_count	visible_or_focused_test_status	render_review_status	held_out_status	regression_status	code_document_alignment_status	productive_acceptance_eligible	note
ResultComplement	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	5	1	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
ResultComplementVP	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	8	3	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
ResultStateClause	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	3	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
ScalarEvaluation	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	9	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
ScalarRangeFragment	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	6	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
ScalarValueQuestion	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	11	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
SchedulingQuestion	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	4	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
SeemingPerfectiveResultClause	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	4	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
SerialVerbPurposeChain	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	23	5	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
SourceMotionClause	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_with_accepted_fixtures	7	4	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
SpeechTransferClause	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	2	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
StativeNominalComplement	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	7	1	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
StativePredicate	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_with_accepted_fixtures	14	6	9	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
SuggestionQuestion	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	3	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
TemporalAdverbialClause	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	1	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
TemporalClause	language	research_pending	provisional	LEGACY_RUNTIME_METADATA_STALE	not_assigned_pending_reaudit	runtime_referenced_with_accepted_fixtures	9	6	4	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Current governance status is authoritative; runtime metadata will be corrected in a future candidate without treating the change as parser evidence.
TimeNP	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	4	1	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
TimeToActionFrame	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	5	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
Topic	internal	parser_heuristic	parser_heuristic	ALIGNED	not_applicable_internal	runtime_referenced_without_accepted_fixtures	21	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Linguistic status and embedded runtime metadata currently agree.
TopicComment	internal	parser_heuristic	parser_heuristic	ALIGNED	not_applicable_internal	runtime_referenced_with_accepted_fixtures	10	1	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Linguistic status and embedded runtime metadata currently agree.
TopicCommentClause	internal	parser_heuristic	parser_heuristic	ALIGNED	not_applicable_internal	no_runtime_reference_or_accepted_fixture	0	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Linguistic status and embedded runtime metadata currently agree.
TransformationResultFrame	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	4	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
TransformationResultPredicate	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	4	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
TransitiveVP	language	research_pending	provisional	LEGACY_RUNTIME_METADATA_STALE	not_assigned_pending_reaudit	runtime_referenced_with_accepted_fixtures	34	30	20	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Current governance status is authoritative; runtime metadata will be corrected in a future candidate without treating the change as parser evidence.
VPComplementFrame	internal	parser_heuristic	parser_heuristic	ALIGNED	not_applicable_internal	runtime_referenced_without_accepted_fixtures	13	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Linguistic status and embedded runtime metadata currently agree.
VerbComplementVP	language	research_pending	provisional	LEGACY_RUNTIME_METADATA_STALE	not_assigned_pending_reaudit	runtime_referenced_with_accepted_fixtures	15	9	8	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Current governance status is authoritative; runtime metadata will be corrected in a future candidate without treating the change as parser evidence.
VocativeAddressTerm	language	lexicalized_only	lexicalized_only	ALIGNED	bounded_nonproductive_status	runtime_referenced_without_accepted_fixtures	7	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
WhClassifierQuestion	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_with_accepted_fixtures	4	3	2	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
