construction	candidate_id	source_file	turn_index_zero_based	participant	matched_surface_span	matched_pos	text	previous_text	next_text
AA07	aa07-1a2ff0c1a5df98b3f59d	FC-108c_v2.cha	336	XXA	嘅society	u+xn	因為呢當我見到人哋,誒,譬如喇我嗰陣時我呢而家見到有個呢,Yearthree嘅男仔呢,佢係我哋嘅department嘅society嘅president來𡃉.	我覺得最-最緊要對自己有信心囖講真出來見工,真係𡃉你-即係我-我而家入咗來大學呢,我先感受到哩樣嘢𡃉其實.	嗯.
AA07	aa07-e00a2114b1e0cb739377	FC-108c_v2.cha	336	XXA	嘅president	u+xn	因為呢當我見到人哋,誒,譬如喇我嗰陣時我呢而家見到有個呢,Yearthree嘅男仔呢,佢係我哋嘅department嘅society嘅president來𡃉.	我覺得最-最緊要對自己有信心囖講真出來見工,真係𡃉你-即係我-我而家入咗來大學呢,我先感受到哩樣嘢𡃉其實.	嗯.
AA07	aa07-f606f25d0d12ecec0f46	FC-108c_v2.cha	346	XXA	嘅責任	u+n	係喇,同埋即係好-,即係唔好再好似舊時細-細路女噉好似-即係乜都可以推卸責任囖,而家係覺得自己應該要負返一定有-有嘅責任囖,而家開始感覺到係噉喇.	人哋對你都有信心啲喇.	啱𠸏.
AA07	aa07-111c30383c026d277941	FC-108c_v2.cha	362	XXB	嘅時勢	u+n	幾衰啊,但係萬四蚊一個月喎,一萬四千幾喎,我覺得degree而家差唔多喇,噉嘅時勢,都可以做𡃉喇其實,但連個試都唔俾我哋考啊,幾衰啊.	哦!噉𠸏.	嗯嗯嗯.
AA07	aa07-4a8d4f1b968c04aa6e42	FC-108c_v2.cha	404	XXA	嘅時候	u+n	誒,重溫A-level嘅時候.	嘩!但係好辛苦啊嗰日,朝九晚五啊考.	九點幾,九點半開始考啊.
AA07	aa07-ea07d265cf5e275c3f89	FC-108c_v2.cha	435	XXB	嘅時勢	u+n	噉嘅時勢.	記住請我食飯啊.	揾到𠸏有時,唔好咁渺茫,唔好咁渺茫,總有希望𠸏,總有出頭天嗎.
AA07	aa07-3002b302c72abfab3f6e	FC-108d_v2.cha	62	XXB	嘅數	u+n	咁複雜嘅數三分鐘點得啊?	係啊,幾咁冇可能啊根本就.	係冇可能啊.
AA07	aa07-54a49b8e2979282fab3a	FC-108d_v2.cha	76	XXA	嘅嘢	u+n	InformationSystem咪其實即係讀啲computer嘅嘢啊.	我成日聽,但係都唔知乜嘢來𠸏哩科嘢.	嗯.
AA07	aa07-ceea866a084d812f0c9e	FC-108d_v2.cha	79	XXA	嘅computer	u+xn	誒,即係可以話呢,佢其實係利用,誒,computer做成一個informationsystem,噉我哋就去讀哩個informationsystem關於嘅computer嘅嘢囖.	computer乜嘢啊?	即係其實係讀computer囖,可以噉講囖.
AA07	aa07-dbb56ed14f42986328e5	FC-108d_v2.cha	79	XXA	嘅嘢	u+n	誒,即係可以話呢,佢其實係利用,誒,computer做成一個informationsystem,噉我哋就去讀哩個informationsystem關於嘅computer嘅嘢囖.	computer乜嘢啊?	即係其實係讀computer囖,可以噉講囖.
AA07	aa07-2ddf63c1d5baf70a15f3	FC-108d_v2.cha	160	XXB	嘅時候	u+n	噉跟住呢佢哋至搞笑就係開咗音樂呢,都未開始唱得嘅時候佢哋已經開始咗啊.	喀.	咁搞笑𠸏.
AA07	aa07-24f8e6b0d02522a6f2dd	FC-108d_v2.cha	178	XXB	嘅時間	u+n	都係聖誕嗰頭嘅時間呢𠺢嗎.	嗯嗯.	嗯嗯.
AA07	aa07-10b864cee4586653302c	FC-109a_v2.cha	21	XXB	嘅CD	u+xn	你一百蚊一隻正版嘅CD,我一百蚊三隻喎.	唔係𠸏,噉即係個價錢相差得太遠喇.	同埋翻版CD有-有佢自己好多好處𠸏.
AA07	aa07-1f8465c2dc137cf61b66	FC-109a_v2.cha	24	XXB	嘅質素	u+n	嗱,翻版CD同正版CD嘅質素,根本呢你-如果我哋買呢,根本聽唔出個分別喺邊.	有乜嘢好處啊?	你有冇跳到啊...啲針?
AA07	aa07-774777dc18b3888f7481	FC-109a_v2.cha	50	XXB	嘅CD	u+xn	譬如呢如果一隻正版嘅CD十隻歌,可能得兩隻好聽,但係翻版有十五隻,噉加埋嗰兩隻,都有七隻好聽喎,噉同埋又平咁多呢,噉都幾吸引,同埋我-係喇.	噉𠻺係.	同埋係可能太普遍喇真係.
AA07	aa07-7cbad81c820a39f7cac0	FC-109a_v2.cha	55	XXB	嘅質數	u+n	係囖,佢哋嘅質數係因為差唔多,但係價錢爭咁遠.	CD乜嘢啊?	即係你係唔係-哦!你意思係唔係話即係通常呢,啲翻版CD會出啲雜錦𡃉,即係譬如頭-誒,佢過去嗰五隻碟𠸏,好歌都擺晒落一隻度吖嗎,你意思係?
AA07	aa07-e25789cf42c190bd14c2	FC-109a_v2.cha	65	XXB	嘅CD	u+xn	如果兩隻CD係差唔多,但係一隻一百蚊,一隻三十蚊呢,噉其實真係好難話叫人哋,你唔好買隻一百蚊同隻三十蚊嘅冇乜分別嘅CD.	基本上如果要,誒,啲翻版CD唔再出現呢,其實唔係淨係話即係啲市民買唔買翻版CD哩個問題啊我覺得.	噉但係問題哩樣嘢又有,其實係有啲唔啱,係有啲犯法𡃉嗎.
AA07	aa07-4cb4da839e5ed7699988	FC-109a_v2.cha	70	XXA	嘅意見	u+n	不過見就各人有各人嘅意見𠸏.	係囖.	不過其實哩啲呢,通常都係啲靚仔鍾意做嘅啫,即係靚仔特別鍾意做囖.
AA07	aa07-c0c5422ca0a12c9b943f	FC-109a_v2.cha	75	XXC	嘅事	u+n	即係知道佢都即係會不惜自己一切呢去做佢哋好多唔啱嘅事啊.	係囖,而家啲靚仔呢真係好似都唔識死噉𠸏.	其實已經即係叫做好-哩啲-哩-哩-哩啲賣CD嗰啲靚仔已經叫做比較好𡃉嚹,因為佢哋做哩啲呢,即係起碼雖然係犯法,但係都唔會話傷害到人哋啊嗰啲噉樣樣嗰啲嘢囖.
AA07	aa07-e3f5f3828c0a7d64b723	FC-109a_v2.cha	84	XXA	嘅嘢	u+n	其實佢揾錢個目的都係買名牌啊,乜乜乜乜衫啊,靚衫啊,靚袋啊,嗰啲噉嘅嘢啫嗎.	我覺得一定係啊我覺得,佢哋一定為錢.	係囖,同埋同人比囖.
AA07	aa07-fe637767eb8a77890305	FC-109a_v2.cha	93	XXC	嘅責任	u+n	噉如果你一句,佢一句最後又係你嘅責任推去社會𡃉喇,你話係,其實哩個係社會嘅錯噉𡃉喇,噉其實都要佢哋自己識諗先得𠿪.	大人做出來𡃉我覺得.	唔係𠸏,佢-其實如果佢哋自己賺得到錢呢,即係唔係攞屋企嘅錢亂咁花呢,買名牌其實係冇問題嘅我覺得,即係如果你可以負擔得起呢,噉係,買名牌哩樣嘢係冇乜嘢問題嘅.
AA07	aa07-2014a5f23767aed67d80	FC-109a_v2.cha	94	XXB	嘅錢	u+n	唔係𠸏,佢-其實如果佢哋自己賺得到錢呢,即係唔係攞屋企嘅錢亂咁花呢,買名牌其實係冇問題嘅我覺得,即係如果你可以負擔得起呢,噉係,買名牌哩樣嘢係冇乜嘢問題嘅.	噉如果你一句,佢一句最後又係你嘅責任推去社會𡃉喇,你話係,其實哩個係社會嘅錯噉𡃉喇,噉其實都要佢哋自己識諗先得𠿪.	我覺得最,倒頭來最辛苦嗰個咪父母,下下俾錢佢,儲來賺埋賺埋啲錢,跟住俾佢買個噉嘅袋.
AA07	aa07-581eb6025ef010aaaae0	FC-109a_v2.cha	95	XXA	嘅袋	u+n	我覺得最,倒頭來最辛苦嗰個咪父母,下下俾錢佢,儲來賺埋賺埋啲錢,跟住俾佢買個噉嘅袋.	唔係𠸏,佢-其實如果佢哋自己賺得到錢呢,即係唔係攞屋企嘅錢亂咁花呢,買名牌其實係冇問題嘅我覺得,即係如果你可以負擔得起呢,噉係,買名牌哩樣嘢係冇乜嘢問題嘅.	噉𠻺,冇辦法即係而家-即係大家嘅心態就算我都係.
AA07	aa07-1eef6842e50b51046aee	FC-109a_v2.cha	96	XXB	嘅心態	u+n	噉𠻺,冇辦法即係而家-即係大家嘅心態就算我都係.	我覺得最,倒頭來最辛苦嗰個咪父母,下下俾錢佢,儲來賺埋賺埋啲錢,跟住俾佢買個噉嘅袋.	噉人人都有嘅嘢,自己都想有喇,係唔係?
AA07	aa07-eabc35e6475a6517c889	FC-109a_v2.cha	97	XXB	嘅嘢	u+n	噉人人都有嘅嘢,自己都想有喇,係唔係?	噉𠻺,冇辦法即係而家-即係大家嘅心態就算我都係.	噉但係你會唔會過份吖?
AA07	aa07-f29def5c0ea94e3c0181	FC-109a_v2.cha	102	XXB	嘅睇法	u+n	嗱,哩一個就係每一個人嘅睇法唔同.	哦!嗱!哩-哩一個,哩一個就係囖.	即係我覺得你做鴨嗰啲呢,即係其實都幾唔啱𠸏,即係你-即係你首先過唔過到自己嗰關吖?
AA07	aa07-080c012086bb6955e666	FC-109a_v2.cha	129	XXA	嘅嘢	u+n	賺錢,賺咗啲錢來,佢做-佢𠻺話自己係為咗理想開間舖頭嗰啲噉嘅嘢吖嗎,噉即係哩啲-其實根本就係已經係自願囖啲人,而家再冇話下下-即係迫得咁犀利話爭人錢啊嗰啲噉嘅嘢囖.	佢目的係乜嘢啊?	係囖,噉其實關唔關佢冇乜即係佢嗰-喺佢自己住嘅地方冇乜發展嘅機會,所以做啲唔正當嘅嘢?
AA07	aa07-0373c89b1e838382925e	FC-109a_v2.cha	129	XXA	嘅嘢	u+n	賺錢,賺咗啲錢來,佢做-佢𠻺話自己係為咗理想開間舖頭嗰啲噉嘅嘢吖嗎,噉即係哩啲-其實根本就係已經係自願囖啲人,而家再冇話下下-即係迫得咁犀利話爭人錢啊嗰啲噉嘅嘢囖.	佢目的係乜嘢啊?	係囖,噉其實關唔關佢冇乜即係佢嗰-喺佢自己住嘅地方冇乜發展嘅機會,所以做啲唔正當嘅嘢?
AA07	aa07-c456042c1e4e7b1af613	FC-109a_v2.cha	130	XXB	嘅地方	u+n	係囖,噉其實關唔關佢冇乜即係佢嗰-喺佢自己住嘅地方冇乜發展嘅機會,所以做啲唔正當嘅嘢?	賺錢,賺咗啲錢來,佢做-佢𠻺話自己係為咗理想開間舖頭嗰啲噉嘅嘢吖嗎,噉即係哩啲-其實根本就係已經係自願囖啲人,而家再冇話下下-即係迫得咁犀利話爭人錢啊嗰啲噉嘅嘢囖.	噉嗰個人其實如果唔係咁貪心,唔係要求-即係對生活要求-要求咁高嘅話,噉其實佢冇乜嘢噉嘅必要吖.
AA07	aa07-2a374034c40a5f6bca94	FC-109a_v2.cha	130	XXB	嘅機會	u+n	係囖,噉其實關唔關佢冇乜即係佢嗰-喺佢自己住嘅地方冇乜發展嘅機會,所以做啲唔正當嘅嘢?	賺錢,賺咗啲錢來,佢做-佢𠻺話自己係為咗理想開間舖頭嗰啲噉嘅嘢吖嗎,噉即係哩啲-其實根本就係已經係自願囖啲人,而家再冇話下下-即係迫得咁犀利話爭人錢啊嗰啲噉嘅嘢囖.	噉嗰個人其實如果唔係咁貪心,唔係要求-即係對生活要求-要求咁高嘅話,噉其實佢冇乜嘢噉嘅必要吖.
AA07	aa07-16150558efedc3b710a1	FC-109a_v2.cha	130	XXB	嘅嘢	u+n	係囖,噉其實關唔關佢冇乜即係佢嗰-喺佢自己住嘅地方冇乜發展嘅機會,所以做啲唔正當嘅嘢?	賺錢,賺咗啲錢來,佢做-佢𠻺話自己係為咗理想開間舖頭嗰啲噉嘅嘢吖嗎,噉即係哩啲-其實根本就係已經係自願囖啲人,而家再冇話下下-即係迫得咁犀利話爭人錢啊嗰啲噉嘅嘢囖.	噉嗰個人其實如果唔係咁貪心,唔係要求-即係對生活要求-要求咁高嘅話,噉其實佢冇乜嘢噉嘅必要吖.
AA07	aa07-87c9d0b31b1f187654cd	FC-109a_v2.cha	137	XXB	嘅方法	u+n	噉就係講返哩個翻版CD個問題嚹,就係-就係個個年青人佢哋都有佢哋自己使錢嘅方法喇,噉有啲冇辦法嘅時候,有啲出來真係可能做麥當勞幾蚊一個鐘,可能捱-捱成個月先買個袋喇,噉但係佢哋唔識諗即係犯唔犯法,因為拉咗佢唔會坐監吖嗎,即係最多咪打電話去佢屋企同佢父母講.	喀喀.	噉其實如果對於佢哋來講呢,賣CD呢佢哋唔會覺得係做𡁵啲犯法嘅嘢𡃉.
AA07	aa07-4d3f297cd79821c03486	FC-109a_v2.cha	137	XXB	嘅時候	u+n	噉就係講返哩個翻版CD個問題嚹,就係-就係個個年青人佢哋都有佢哋自己使錢嘅方法喇,噉有啲冇辦法嘅時候,有啲出來真係可能做麥當勞幾蚊一個鐘,可能捱-捱成個月先買個袋喇,噉但係佢哋唔識諗即係犯唔犯法,因為拉咗佢唔會坐監吖嗎,即係最多咪打電話去佢屋企同佢父母講.	喀喀.	噉其實如果對於佢哋來講呢,賣CD呢佢哋唔會覺得係做𡁵啲犯法嘅嘢𡃉.
AA07	aa07-ca74340adba9a41046b2	FC-109a_v2.cha	138	XXB	嘅嘢	u+n	噉其實如果對於佢哋來講呢,賣CD呢佢哋唔會覺得係做𡁵啲犯法嘅嘢𡃉.	噉就係講返哩個翻版CD個問題嚹,就係-就係個個年青人佢哋都有佢哋自己使錢嘅方法喇,噉有啲冇辦法嘅時候,有啲出來真係可能做麥當勞幾蚊一個鐘,可能捱-捱成個月先買個袋喇,噉但係佢哋唔識諗即係犯唔犯法,因為拉咗佢唔會坐監吖嗎,即係最多咪打電話去佢屋企同佢父母講.	噉係唔係應該要,誒,整一啲懲罰下佢,等佢哋驚下先,等佢哋唔賣?
AA07	aa07-010d4750ee39a6a4ddc5	FC-109a_v2.cha	141	XXC	嘅嘢	u+n	係呃,同埋咁細個就買啲咁貴嘅嘢,到你大個嗰時,噉你要求又高咗,噉買乜嘢啊?	其實哩個時候,佢哋最重要根本就係讀書吖嗎,唔係話咁快出來揾錢,咁細個出來揾錢,咁快買名牌嗰啲嘢,噉咪等佢讀多啲書,賺多啲,第時大個賺多啲錢先買名牌都未遲吖,咁早𠻺諗哩啲嘢.	有咁多錢就使咁多,唔會話再要求-要求使得更-要更加比自己唔夠錢,又要更加靚嘅嘢吖嗎.
AA07	aa07-076f663667b4e237335d	FC-109a_v2.cha	142	XXA	嘅嘢	u+n	有咁多錢就使咁多,唔會話再要求-要求使得更-要更加比自己唔夠錢,又要更加靚嘅嘢吖嗎.	係呃,同埋咁細個就買啲咁貴嘅嘢,到你大個嗰時,噉你要求又高咗,噉買乜嘢啊?	誒,唔係,佢哋哩個諗法其實都唔係話唔啱𠸏,不過,但係唔係咁正確噉囖.
AA07	aa07-d89d3e2db46993959df9	FC-109a_v2.cha	144	XXB	嘅手法	u+n	即係佢哋想揾多啲錢係啱嘅其實,即係每一個人都可能,誒,想做到自己最好,佢想要多啲錢,或者想要哩樣,要嗰樣,佢哩個諗法冇錯,不過做嘅做事嘅手法錯咗,譬如佢可以真係去做part-time啊,或者做其他嘢啊.	誒,唔係,佢哋哩個諗法其實都唔係話唔啱𠸏,不過,但係唔係咁正確噉囖.	噉佢咪唔使讀書囖?
AA07	aa07-c7e500d4a167713a8ce2	FC-109a_v2.cha	150	XXB	嘅成績	u+n	亦都唔可以用,即係讀書嗰個讀書嘅成績來定佢嘅成就.	我知,雖然我哋個個都讀過書.	有啲人真係可能中-中一開始真係唔鍾意讀書.
AA07	aa07-e5015d518441df6a84b4	FC-109a_v2.cha	150	XXB	嘅成就	u+n	亦都唔可以用,即係讀書嗰個讀書嘅成績來定佢嘅成就.	我知,雖然我哋個個都讀過書.	有啲人真係可能中-中一開始真係唔鍾意讀書.
AA07	aa07-73d12151d38182c22c5c	FC-109a_v2.cha	156	XXA	嘅工	u+n	噉哩啲嘢-做其他嘢-你變咗想做第二啲嘢,做得舒舒服服嘅工都唔得喇.	到到佢大個又係賣CD啊?	其實應該培養返佢哋應該要去讀書,唔好下下話為咗-為咗靚個袋噉樣來-去-走去做賣CD嗰啲嘢啊,噉囖.
AA07	aa07-b11dd7dcf0b723a676b6	FC-109a_v2.cha	158	XXC	嘅嘢	u+n	係呃,而且而家就話賣CD啫,噉如果遲啲有啲-即係更加大鑊嘅嘢,噉唔通即係佢又係為咗錢,哩樣嘢而去做咩?	其實應該培養返佢哋應該要去讀書,唔好下下話為咗-為咗靚個袋噉樣來-去-走去做賣CD嗰啲嘢啊,噉囖.	噉你會唔會覺得如果即係禁-禁CD,翻版嘅CD,禁得太過犀利嘅時候呢,即係佢哋而家即係哩一班人都叫做揾-揾到啲錢𡃉喇,當時即係一路以來,噉會唔會禁咗哩樣嘢,到佢哋完全揾唔到錢嘅時候,佢哋即係重係需要好似以前咁揮霍嘅時候,會唔會即係,誒,做其他更加壞嘅嘢.
AA07	aa07-d4d4b1cff8f92bdf4dde	FC-109a_v2.cha	159	XXB	嘅CD	u+xn	噉你會唔會覺得如果即係禁-禁CD,翻版嘅CD,禁得太過犀利嘅時候呢,即係佢哋而家即係哩一班人都叫做揾-揾到啲錢𡃉喇,當時即係一路以來,噉會唔會禁咗哩樣嘢,到佢哋完全揾唔到錢嘅時候,佢哋即係重係需要好似以前咁揮霍嘅時候,會唔會即係,誒,做其他更加壞嘅嘢.	係呃,而且而家就話賣CD啫,噉如果遲啲有啲-即係更加大鑊嘅嘢,噉唔通即係佢又係為咗錢,哩樣嘢而去做咩?	做其他壞嘢.
AA07	aa07-202dad4d58d05721ba4b	FC-109a_v2.cha	159	XXB	嘅時候	u+n	噉你會唔會覺得如果即係禁-禁CD,翻版嘅CD,禁得太過犀利嘅時候呢,即係佢哋而家即係哩一班人都叫做揾-揾到啲錢𡃉喇,當時即係一路以來,噉會唔會禁咗哩樣嘢,到佢哋完全揾唔到錢嘅時候,佢哋即係重係需要好似以前咁揮霍嘅時候,會唔會即係,誒,做其他更加壞嘅嘢.	係呃,而且而家就話賣CD啫,噉如果遲啲有啲-即係更加大鑊嘅嘢,噉唔通即係佢又係為咗錢,哩樣嘢而去做咩?	做其他壞嘢.
AA07	aa07-a621ed0f4c09bd14ba5d	FC-109a_v2.cha	159	XXB	嘅時候	u+n	噉你會唔會覺得如果即係禁-禁CD,翻版嘅CD,禁得太過犀利嘅時候呢,即係佢哋而家即係哩一班人都叫做揾-揾到啲錢𡃉喇,當時即係一路以來,噉會唔會禁咗哩樣嘢,到佢哋完全揾唔到錢嘅時候,佢哋即係重係需要好似以前咁揮霍嘅時候,會唔會即係,誒,做其他更加壞嘅嘢.	係呃,而且而家就話賣CD啫,噉如果遲啲有啲-即係更加大鑊嘅嘢,噉唔通即係佢又係為咗錢,哩樣嘢而去做咩?	做其他壞嘢.
AA07	aa07-5096e0dfd3af4e4b1bb6	FC-109a_v2.cha	159	XXB	嘅時候	u+n	噉你會唔會覺得如果即係禁-禁CD,翻版嘅CD,禁得太過犀利嘅時候呢,即係佢哋而家即係哩一班人都叫做揾-揾到啲錢𡃉喇,當時即係一路以來,噉會唔會禁咗哩樣嘢,到佢哋完全揾唔到錢嘅時候,佢哋即係重係需要好似以前咁揮霍嘅時候,會唔會即係,誒,做其他更加壞嘅嘢.	係呃,而且而家就話賣CD啫,噉如果遲啲有啲-即係更加大鑊嘅嘢,噉唔通即係佢又係為咗錢,哩樣嘢而去做咩?	做其他壞嘢.
AA07	aa07-a85dfd02538dc541d2b9	FC-109a_v2.cha	159	XXB	嘅嘢	u+n	噉你會唔會覺得如果即係禁-禁CD,翻版嘅CD,禁得太過犀利嘅時候呢,即係佢哋而家即係哩一班人都叫做揾-揾到啲錢𡃉喇,當時即係一路以來,噉會唔會禁咗哩樣嘢,到佢哋完全揾唔到錢嘅時候,佢哋即係重係需要好似以前咁揮霍嘅時候,會唔會即係,誒,做其他更加壞嘅嘢.	係呃,而且而家就話賣CD啫,噉如果遲啲有啲-即係更加大鑊嘅嘢,噉唔通即係佢又係為咗錢,哩樣嘢而去做咩?	做其他壞嘢.
AA07	aa07-49642be494652719cff0	FC-109a_v2.cha	169	XXB	嘅嘢	u+n	噉但係噉你禁CD之前使唔使做一啲嘢去-即係,誒,等哩一班人唔會真係冇CD賣,就走去賣其他犯法嘅嘢.	即係呢,哩-哩-哩樣嘢係唔得𡃉喎.	噉你諗例如乜嘢吖?
AA07	aa07-419fdb2b7b16b0d37b92	FC-109a_v2.cha	182	XXC	嘅CD	u+xn	但原本哩個已經係一個價值𡃉喇,未賣翻版CD之前啊,未有三十蚊嘅CD-即係出現之前啊,你會唔會噉諗吖?	人哋三十蚊已經可以又-即係賺到咁多嘞,你會唔會話-會唔會話一百蚊一隻,會唔會話即係食水太深啊?	唔係啊,當你未-即係你未知道原來CD可以賣三十蚊嗰時,你覺唔覺得一百蚊係貴吖?
AA07	aa07-511cff5f904b4a85e85c	FC-109a_v2.cha	192	XXC	嘅價值	u+n	噉但係問題佢原本嗰隻CD就有噉嘅價值吖嗎,噉你譬如話一個煲袋,噉佢夠話唔-即係佢夠唔值三千蚊咯,噉你覺得貴你咪唔買囖.	係哩個方法係啱𠸏其實.	翻版噉咪平啲囖,就係噉嘅原因喇.
AA07	aa07-38f5f8ce0692128d81d3	FC-109a_v2.cha	193	XXB	嘅原因	u+n	翻版噉咪平啲囖,就係噉嘅原因喇.	噉但係問題佢原本嗰隻CD就有噉嘅價值吖嗎,噉你譬如話一個煲袋,噉佢夠話唔-即係佢夠唔值三千蚊咯,噉你覺得貴你咪唔買囖.	噉如果,如果係噉樣嘅話,你即係話要做一啲嘢去-根本係唔啱𠺢嗎.
AA07	aa07-d4c74d875c910ef6ff30	FC-109a_v2.cha	197	XXB	嘅質素	u+n	係,係另一個觀點,但係,噉樣來講呢,即係佢-佢哋即係有必要去檢討下佢哋自己,即係唱歌啊,同埋佢質素啊,同埋佢哋CD嘅質素啊即係.	又會另一個觀點吖嗎.	我都會,我會買啲正版CD𡃉.
AA07	aa07-67683b4be3f21519f2f8	FC-109a_v2.cha	200	XXB	嘅人	u+n	噉究竟值唔值一百蚊一隻CD呢,就係即係睇哩啲...大家買CD嘅人覺得值唔值吖嗎.	嗰啲就係我真係鍾意,或者啲歌好聽囖.	噉你一啲真係唔值但係有一兩首歌好聽嘅,但係都係賣一百蚊,噉就-即係好似,哩樣嘢就係好似你話啲年青人要買一個三千蚊嘅袋,噉你覺得佢哋,誒,哩個風氣唔啱,噉我問返你,如果有三千蚊一個袋喺舖頭裏面賣,有二百蚊喺街度賣,噉你覺得買三千蚊一個袋嘅啱,定係買一個二百蚊嘅袋啱?
AA07	aa07-6141a5469df6463f978e	FC-109a_v2.cha	201	XXB	嘅袋	u+n	噉你一啲真係唔值但係有一兩首歌好聽嘅,但係都係賣一百蚊,噉就-即係好似,哩樣嘢就係好似你話啲年青人要買一個三千蚊嘅袋,噉你覺得佢哋,誒,哩個風氣唔啱,噉我問返你,如果有三千蚊一個袋喺舖頭裏面賣,有二百蚊喺街度賣,噉你覺得買三千蚊一個袋嘅啱,定係買一個二百蚊嘅袋啱?	噉究竟值唔值一百蚊一隻CD呢,就係即係睇哩啲...大家買CD嘅人覺得值唔值吖嗎.	三千蚊你話佢揮霍啊,亂咁用錢,但買二百蚊你話佢買翻版,即係進退兩難喎!係唔係啊?
AA07	aa07-f0c7a535b080532e8742	FC-109a_v2.cha	201	XXB	嘅袋	u+n	噉你一啲真係唔值但係有一兩首歌好聽嘅,但係都係賣一百蚊,噉就-即係好似,哩樣嘢就係好似你話啲年青人要買一個三千蚊嘅袋,噉你覺得佢哋,誒,哩個風氣唔啱,噉我問返你,如果有三千蚊一個袋喺舖頭裏面賣,有二百蚊喺街度賣,噉你覺得買三千蚊一個袋嘅啱,定係買一個二百蚊嘅袋啱?	噉究竟值唔值一百蚊一隻CD呢,就係即係睇哩啲...大家買CD嘅人覺得值唔值吖嗎.	三千蚊你話佢揮霍啊,亂咁用錢,但買二百蚊你話佢買翻版,即係進退兩難喎!係唔係啊?
AA07	aa07-90d82dedd1b948ac5476	FC-109a_v2.cha	208	XXB	嘅地方	u+n	即係佢-你買一個袋,即係佢-你鍾意一個袋先會買一個袋,你三千蚊一個袋有佢吸引嘅地方,二百蚊都有佢吸引嘅地方,噉你鍾意哩個袋,點解唔買?	買Giordano得唔得啊?	係吖.
AA07	aa07-2ba0e099257777748bb4	FC-109a_v2.cha	208	XXB	嘅地方	u+n	即係佢-你買一個袋,即係佢-你鍾意一個袋先會買一個袋,你三千蚊一個袋有佢吸引嘅地方,二百蚊都有佢吸引嘅地方,噉你鍾意哩個袋,點解唔買?	買Giordano得唔得啊?	係吖.
AA07	aa07-3248a7e696eb6b9fcfe7	FC-109a_v2.cha	221	XXC	嘅袋	u+n	噉你買又唔會日日買𠺢嗎,噉如果你譬如你間唔中,你譬如一年買一個噉三千蚊嘅袋,噉我覺得即係還可以接受吖.	噉係個個人唔同𠺢嗎.	"係呃,重有一樣嘢,就係你買完嗰個袋覺得真係唔鍾意嘅,而家有二手攤𠺢嗎,你可以去賣返出去𡃉,好似CD噉樣,你聽完之後,你發覺,""唉!都係唔係咁-咁鍾意成隻碟喎."
AA07	aa07-30445ea5ee46dc0aceab	FC-109a_v2.cha	224	XXB	嘅嘢	u+n	喂,其實你話嗰個二手攤呢,同翻版CD其實,即係都係一個類似嘅嘢喎,都係影響到個市場𡃉喎.	"""噉咪賣返出去囖."	嗱!你用完跟住賣返出去會影響唱片嘅銷量.
AA07	aa07-05076b62105a62f70acf	FC-109a_v2.cha	225	XXB	嘅銷量	u+n	嗱!你用完跟住賣返出去會影響唱片嘅銷量.	喂,其實你話嗰個二手攤呢,同翻版CD其實,即係都係一個類似嘅嘢喎,都係影響到個市場𡃉喎.	但係起碼佢已經係賺咗嚹喎,係唔係先?
AA07	aa07-048f6b1a06ac3751d3bf	FC-109a_v2.cha	227	XXA	嘅嘢	u+n	起碼你哩個係正版,佢已經係賺咗佢應該要賺嘅嘢吖嗎.	但係起碼佢已經係賺咗嚹喎,係唔係先?	係唔係?
AA07	aa07-fbb4b02e0e8dd57e0fe9	FC-R002a_v2.cha	3	XXA	嘅戲	u+n	因為哩啲呢都係我期待嘅戲喇.	點解又要第一日仆去睇呢?	就係唔好俾人咁多人呢將口碑傳下傳下.
AA07	aa07-56039a5a5db1b5e9f109	FC-R002a_v2.cha	7	XXA	嘅壞蛋	u+n	亦都恐防有我哩啲噉嘅壞蛋呢,今日就講咗哩套戲講乜嘢嘞.	講咗出來嘞驚住.	係嘞.
AA07	aa07-e9f8e845b5b828cb3658	FC-R002a_v2.cha	10	XXA	嘅時候	u+n	噉𠻺入到去睇五點半嘅時候呢,誒,我四點零鐘去買飛.	係嘞.	我竟然去買飛先,因為嗰間戲院唔大啊.
AA07	aa07-18676a4d7b9bcb7db3e3	FC-R002a_v2.cha	23	XXC	嘅魚蛋	u+n	即係話正常嘅魚蛋啊,牛丸啊,即係嗰啲噉喇.	噉𠻺可以配好多嘢都得嘅.	甚至乎因為佢係燒臘檔啊,即係你鵝脾米線又得.
AA07	aa07-216672cc0e9e956069f0	FC-R002a_v2.cha	48	XXA	嘅嘢	u+n	噉我諗佢係一啲所謂俚語嘅嘢來𡃉.	噉佢哋笑得好緊要啊.	係唔係即係西洋joke?
AA07	aa07-beef85d5c3548baf935f	FC-R002a_v2.cha	52	XXB	嘅字幕	u+n	有冇變成即係𠻺港產式嘅字幕啊?	但係佢哋就笑得好開心.	即係例如FullMonty哩個字我已經係唔明𡃉.
AA07	aa07-41be5cd53ca0d9b68aaa	FC-R002a_v2.cha	65	XXC	嘅比重	u+n	因為普遍呢,譬如我哋過去呢,誒,即係喺就算英文來講呢,都係比較接受美式文化嘅比重呢係多過即係英式地道文化.	噉𠻺相當好啊.	雖然以前即係係英國殖民地.
