runtime_label	lane	claim_layer	current_status	runtime_code_reference_count	accepted_tree_occurrence_count	sample_surfaces	canonical_family_id	canonical_family	family_type	consolidation_class	target_action	target_node_or_family	survives_as_public_construction	readiness_bucket	source_linked_disposition	target_boundary
NegativePotentialComplement	LANE-05	language	unsupported_generalization	17	5	我食唔到飯。 | 食唔到飯。 | 做唔完。 | 做唔完份功課。 | 聽唔到聲。	L12	ResultAndPotentialComplements	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ResultAndPotentialComplements	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_SPLIT_AND_NARROWING_REQUIRED	Retain overt V-唔-R; split result heads, constrain objects, and keep potential polarity separate from ordinary negation.
NegativePotentialDirectionalVP	LANE-05	language	unsupported_generalization	8	2	行唔入去。 | 攞唔返嚟。	L12	ResultAndPotentialComplements	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ResultAndPotentialComplements	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_NARROWING_REQUIRED	Validate negative directional combinations and object boundaries while preserving overt V-唔-R polarity.
NominalModifierNP	LANE-06	language	unsupported_generalization	6	0		L19	NominalModificationAndRelatives	language_family	transparent_wrapper	MERGE_TRANSPARENT_COMPOSITION	NominalModificationAndRelatives	NO	A_SAFE_STRUCTURAL_CLEANUP	SOURCE_LINKED_NOMINAL_MODIFIER_SUBTYPES_DORMANT_DUPLICATE_MERGE_OR_RETIRE	Merge or retire the dormant duplicate; preserve bare, 嘅-marked, classifier-linked, relative, and nominal-complement subtypes in their existing sourced nodes.
NominalPredicateClause	LANE-10	language	research_pending	10	12	佢十歲。 | 我五歲。 | 個學生十歲。 | 呢個學生十歲。 | 本書三十蚊。 | 呢本書一百蚊。	L44	TemporalAndMeasurePredication	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	TemporalAndMeasurePredication	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	AGE_MEASURE_PROFILE_SOURCE_LINKED_PRICE_AREA_LENGTH_SPLIT_AND_EXACT_TEMPLATE_GAPS	Preserve the R19 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
OpinionQuestion	LANE-07	language	unsupported_generalization	8	0		L25	TypedWhAndStanceQuestions	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	TypedWhAndStanceQuestions	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_COGNITION_QUESTION_COMPLEMENT_TYPES_WITH_DIM2JOENG6_EVALUATIVE_PREDICATE_AND_WRAPPER_REALIGNMENT_REQUIRED	Preserve R30 marker, complement, scope, and exact-gap boundaries; any merge, split, retirement, or runtime change requires a separately authorized implementation and validation event.
OpinionStanceFrame	LANE-08	language	unsupported_generalization	21	15	如果你覺得佢啱，我就同意。 | 我以為佢走咗。 | 我相信如果佢去，我就去。 | 我都覺得好貴。 | 我都覺得有。 | 我都覺得佢係。	L31	CognitionAndStance	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	CognitionAndStance	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_LEXICAL_COMPLEMENT_AND_STANCE_MARKER_SPLIT_REQUIRED	Split lexeme-specific matrix complement frames from clause-initial, parenthetical, and right-peripheral stance uses; quarantine generic focus and complement-ellipsis shortcuts.
OrdinalClassifierNP	LANE-06	language	unsupported_generalization	19	0		L21	OrdinalNominals	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	OrdinalNominals	CONDITIONAL_AFTER_REMEDIATION	B_EVIDENCE_BACKED_NARROWING	SOURCE_LINKED_DAI6_ORDINAL_DETERMINER_WITH_HEADED_HEADLESS_AND_LEXICAL_DAI6JI6_SPLIT_REQUIRED	Split headed and noun-elliptical 第 ordinals and distinguish true ordinal use from lexicalized 第二 meaning next/another/other.
PathPhrase	LANE-09	language	unsupported_generalization	14	1	我向前行。	L34	GoalSourceAndPath	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	GoalSourceAndPath	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	PARTIAL_SOURCE_LINK_SPLIT_REQUIRED	Use the R4 source matrix to split or narrow supported subtypes; keep unmapped subtypes quarantined.
PerfectiveDirectionalVP	LANE-05	language	unsupported_generalization	8	2	入咗嚟。 | 落咗去。	L13	AspectDirectionalComposition	compositional_family	transparent_wrapper	MERGE_TRANSPARENT_COMPOSITION	PerfectiveVP + DirectionalMotion	NO	A_SAFE_STRUCTURAL_CLEANUP	SOURCE_LINKED_DIRECTIONAL_ASPECT_COMPOSITION_WITH_EXACT_TEMPLATE_GAP_AND_DEICTIC_SPLIT_REQUIRED	Preserve frozen behavior; apply R24 directional-aspect composition, wrapper transparency, negator-type, not-yet, and question/statement boundaries before implementation.
PerfectiveObjectResultPredicate	LANE-05	language	unsupported_generalization	11	0		L15	ResultativeAndChangePredication	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ResultativeAndChangePredication	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	WEATHER_CESSATION_PLUS_PERFECTIVE_SOURCE_LINKED_VALENCY_AND_LABEL_REALIGNMENT_REQUIRED	Research 停咗雨 valency and regional distribution; realign from object-result terminology to weather cessation if evidence supports it.
PerfectiveResultPredicate	LANE-05	language	unsupported_generalization	9	0		L15	ResultativeAndChangePredication	language_family	transparent_wrapper	MERGE_TRANSPARENT_COMPOSITION	lexical predicate + PerfectiveVP	NO	A_SAFE_STRUCTURAL_CLEANUP	LEXICAL_RESULT_VERB_PLUS_PERFECTIVE_SOURCE_LINKED_TRANSPARENT_COMPOSITION_MERGE_OR_RETIRE	Merge/retire controlled 解決咗 wrapper in favor of lexical predicate + perfective aspect, subject to regression review.
PerfectiveVP	LANE-05	language	provisional	34	43	你食咗未？ | 你食咗未呀？ | 你食咗香港未？ | 你食咗飯未？ | 你尋日食咗故事。 | 你尋日食咗香港。	L06	PerfectiveAspect	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	PerfectiveAspect	CONDITIONAL_AFTER_REMEDIATION	B_EVIDENCE_BACKED_NARROWING	SOURCE_LINKED_SPLIT_REQUIRED	Preserve overt simple V-咗-O and V完咗O evidence, but split simple overt-object, overtly objectless, perfective-over-inner-result, placement, and motion-goal profiles before any implementation; never fabricate omitted arguments.
PolarQuestionFrame	LANE-07	representation	parser_heuristic	19	6	去咩？ | 你去咩？ | 你去㗎咩？ | 你食飯咩？ | 佢返咗屋企咩？ | 我可以去咩？	I03	ParticleScope	internal_architecture	internal_architecture	RENAME_INTERNAL	ParticleScope	NO	C_STRUCTURAL_REALIGNMENT	RENAME_INTERNAL_POLAR_PARTICLE_SCOPE_WRAPPER_REQUIRE_SOURCE_LINKED_PARTICLE_PROFILE	Retain only as an internal question-scope wrapper; each final-particle profile must inherit mapped language evidence and competing-analysis notes.
PoliteImperativeClause	LANE-10	language	unsupported_generalization	12	0		L28	DirectivesRequestsAndSuggestions	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	DirectivesRequestsAndSuggestions	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	GENERIC_REQUEST_COMPONENTS_SOURCE_LINKED_EXACT_QING2_ADDRESSEE_PATH_TEMPLATE_GAP_AND_REALIGNMENT_REQUIRED	Decompose the unsourced path-specific wrapper into marker-specific request force plus ordinary addressee/time/path/predicate structure.
PossessiveClassifierNP	LANE-06	language	unsupported_generalization	10	0		L20	PossessiveNominals	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	PossessiveNominals	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_NARROWING_REQUIRED	Narrow to possessor+overt-classifier+noun or independently licensed ellipsis; remove result-frame ownership from the nominal construction in future design.
PossessiveNP	LANE-06	language	unsupported_generalization	6	0		L20	PossessiveNominals	language_family	transparent_wrapper	MERGE_TRANSPARENT_COMPOSITION	PossessiveNominals	NO	A_SAFE_STRUCTURAL_CLEANUP	SOURCE_LINKED_POSSESSIVE_GE3_CLASSIFIER_AND_HEADLESS_SUBTYPES_DORMANT_DUPLICATE_MERGE_OR_RETIRE	Merge or retire the dormant umbrella; preserve possessor+嘅, possessor+classifier, and headless possessive subtypes without inserting a silent noun.
PossessiveNominalFragment	LANE-03	language	unsupported_generalization	7	0		L05	FragmentsAndEllipsis	language_family	transparent_wrapper	MERGE_TRANSPARENT_COMPOSITION	PossessiveNominals + FragmentsAndEllipsis	NO	A_SAFE_STRUCTURAL_CLEANUP	HEADLESS_POSSESSIVE_NOMINAL_LINKED_DORMANT_LABEL_MERGE_OR_RETIRE	Merge into headless modifier-嘅 nominal and nominal-predicate structures or retire the dormant duplicate.
PossessiveTransferClause	LANE-06	language	unsupported_generalization	11	0		L20	PossessiveNominals	language_family	transparent_wrapper	MERGE_TRANSPARENT_COMPOSITION	Possessive NP + modal/transfer clause composition	NO	A_SAFE_STRUCTURAL_CLEANUP	COMPONENTS_SOURCE_LINKED_POSSESSION_MODAL_TRANSFER_EXACT_COMBINED_TEMPLATE_GAP_AND_CLAUSE_REALIGNMENT_REQUIRED	Decompose into independently parsed possession, modal, transfer, object, and recipient material; quarantine the exact combined seven-slot template pending direct evidence.
PostposedExistentialQuestion	LANE-07	language	unsupported_generalization	10	0		L24	ExistentialQuestions	language_family	quarantined_exact_gap	QUARANTINE_EXACT_GAP	ExistentialQuestions	CONDITIONAL_AFTER_REMEDIATION	E_NOT_IMPLEMENTATION_READY	EXACT_FORM_SOURCE_GAP_QUARANTINE	Quarantine pending direct corpus attestation and independent analysis of 有 + NP + 冇; no analogy-based licensing.
PotentialDirectionalVP	LANE-05	language	research_pending	8	2	行得入去。 | 攞得返嚟。	L12	ResultAndPotentialComplements	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ResultAndPotentialComplements	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_NARROWING_REQUIRED	Validate verb/direction/deixis combinations in corpus evidence before any productive or implementation claim.
PotentialResultVP	LANE-05	language	research_pending	12	3	食得到飯。 | 做得完。 | 做得完份功課。	L12	ResultAndPotentialComplements	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ResultAndPotentialComplements	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_NARROWING_REQUIRED	Retain only overt V-得-R with licensed result material; research each result head and object-placement profile.
PreferenceVP	LANE-08	language	unsupported_generalization	12	0		L30	DesirePreferenceAndIntention	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	DesirePreferenceAndIntention	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_SPLIT_AND_COMPLEMENT_TYPE_REQUIRED	Split 鍾意 main-verb NP, clause-like, and auxiliary-like VP uses; retire token-presence fallback and keep word-class analysis neutral.
PriorityMarkerClause	LANE-03	language	unsupported_generalization	13	0		L03	TemporalAndSequentialRelations	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	TemporalAndSequentialRelations	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_POSTVERBAL_SIN1_PRIORITY_WITH_PARTICLEIZED_AND_PREPARATORY_SUBTYPE_SPLIT_REQUIRED	Split ordinary postverbal priority 先, particleized/deferral uses, preparatory V定…先, and unresolved ordering domains.
ProductiveVO	LANE-10	language	research_pending	60	24	打電話。 | 再做功課。 | 你食飯未？ | 你食飯咩？ | 你食飯啦。 | 你食飯啩。	L45	ValencyAndArgumentStructure	architecture_family	implementation_umbrella	DECOMPOSE_IMPLEMENTATION_UMBRELLA	ValencyAndArgumentStructure	NO	D_ARCHITECTURE_RECONSTRUCTION	SOURCE_LINKED_VO_SURFACE_ORDER_BUT_PRODUCTIVITY_LABEL_IS_IMPLEMENTATION_UMBRELLA_DECOMPOSE_BY_VALENCY_AND_CONSTRUCTION	Retire the language-level productivity claim; retain only transparent internal VO composition after lexeme valency, complement type, omission, and construction-specific licensing are established.
ProgressiveDirectionalVP	LANE-05	language	unsupported_generalization	8	1	行緊入去。	L13	AspectDirectionalComposition	compositional_family	transparent_wrapper	MERGE_TRANSPARENT_COMPOSITION	ProgressiveVP + DirectionalMotion	NO	A_SAFE_STRUCTURAL_CLEANUP	SOURCE_LINKED_NARROWING_AND_BOUNDARY_REALIGNMENT_REQUIRED	Realign around independently licensed motion structure; keep the exact 行緊入/出嚟/去 fallback quarantined.
ProgressivePlaceQuestion	LANE-07	language	unsupported_generalization	9	0		L25	TypedWhAndStanceQuestions	language_family	transparent_wrapper	MERGE_TRANSPARENT_COMPOSITION	ProgressiveVP + LocativeWhQuestion	NO	A_SAFE_STRUCTURAL_CLEANUP	COMPONENTS_SOURCE_LINKED_SPECIAL_NODE_MERGE_OR_RETIRE	Compose progressive aspect with ordinary locative-wh syntax; merge or retire the special node.
ProgressivePurposeClause	LANE-09	language	unsupported_generalization	12	0		L35	PurposeSerialRelations	language_family	transparent_wrapper	MERGE_TRANSPARENT_COMPOSITION	ProgressiveVP + PurposeSerialRelation	NO	A_SAFE_STRUCTURAL_CLEANUP	COMPONENTS_SOURCE_LINKED_EXACT_TEMPLATE_GAP_AND_COMPOSITION_REALIGNMENT_REQUIRED	Quarantine the exact unlinked 喺度+V緊O+VO template; compose progressive aspect with a separately evidenced serial/purpose relation instead.
ProgressiveTransitivePredicate	LANE-05	language	unsupported_generalization	11	0		L08	ProgressiveAspect	language_family	transparent_wrapper	MERGE_TRANSPARENT_COMPOSITION	ProgressiveVP	NO	A_SAFE_STRUCTURAL_CLEANUP	LANGUAGE_FORM_SUPPORTED_INTERNAL_DUPLICATE_MERGE_OR_RETIRE	Merge or retire the duplicate internal label while preserving V緊O spans and purpose-clause provenance.
ProgressiveVP	LANE-05	language	research_pending	12	6	你食緊咩？ | 佢好攰，但係仲做緊。 | 食緊飯。 | 戴緊眼鏡。 | 雖然好攰，但係佢仲做緊。 | 雖然好攰，佢仲做緊。	L08	ProgressiveAspect	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ProgressiveAspect	CONDITIONAL_AFTER_REMEDIATION	B_EVIDENCE_BACKED_NARROWING	SOURCE_LINKED_SPLIT_AND_LEXICAL_SELECTION_NARROWING_REQUIRED	Split aspect licensing from argument frame and replace the action_verb heuristic with lexical/event compatibility evidence before implementation.
ProgressiveWhObjectQuestion	LANE-07	language	unsupported_generalization	13	1	你食緊咩？	L25	TypedWhAndStanceQuestions	language_family	transparent_wrapper	MERGE_TRANSPARENT_COMPOSITION	ProgressiveVP + typed wh object question	NO	A_SAFE_STRUCTURAL_CLEANUP	COMPONENTS_SOURCE_LINKED_SPECIAL_NODE_MERGE_OR_RETIRE	Compose progressive aspect with ordinary wh-in-situ object syntax; merge or retire the special node.
ProhibitiveFragment	LANE-03	language	unsupported_generalization	7	0		L05	FragmentsAndEllipsis	language_family	transparent_wrapper	MERGE_TRANSPARENT_COMPOSITION	ProhibitiveImperative / formulaic response	NO	A_SAFE_STRUCTURAL_CLEANUP	PROHIBITIVE_MARKERS_LINKED_DORMANT_DUPLICATE_LABEL_MERGE_OR_RETIRE	Merge into ProhibitiveImperative plus lexical-formula protection or retire the dormant duplicate; preserve 咪/唔好 distinctions.
ProhibitiveImperative	LANE-07	language	research_pending	15	1	唔好離題喇。	L28	DirectivesRequestsAndSuggestions	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	DirectivesRequestsAndSuggestions	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_PROHIBITIVE_MARKER_SPLIT_WITH_LEXICAL_AMBIGUITY_AND_MAI5_COVERAGE_REQUIRED	Split 唔好 and 咪 prohibitives, ordinary negation, lexicalized 唔好 expressions, and particle-specific directive force; retain overt marker and predicate.
PurposePredicate	LANE-09	language	unsupported_generalization	11	0		L35	PurposeSerialRelations	language_family	transparent_wrapper	MERGE_TRANSPARENT_COMPOSITION	PurposeSerialRelation child role	NO	A_SAFE_STRUCTURAL_CLEANUP	INTERNAL_RELATIONAL_CHILD_MERGE_OR_RETIRE_REQUIRED	Merge into ordinary VP plus parent relation or retain only as a non-language internal child; never assign purpose from V+O form alone.
QuantifiedClassifierNP	LANE-06	language	provisional	37	24	一個。 | 一個人。 | 一個咋. | 一個啫。 | 三個人。 | 我有一個故事，我睇咗，佢都睇咗。	L16	ClassifierAndQuantityNP	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ClassifierAndQuantityNP	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_SPLIT_REQUIRED	Keep overt-head X-C-N and context-dependent X-C-Ø distinct in any future design; preserve overt classifier and never fabricate the missing noun.
QuantifiedPersonNP	LANE-06	language	unsupported_generalization	16	1	跟住好多人都做唔晒囖所以。	L16	ClassifierAndQuantityNP	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ClassifierAndQuantityNP	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	EXACT_HOU2DO1_JAN4_SOURCE_LINKED_ROLE_NEUTRAL_QUANTIFIED_NP_MERGE_AND_LEXICAL_LIST_NARROWING_REQUIRED	Preserve the R29 source boundaries; any merge, split, retirement, or runtime change requires a separately authorized implementation and validation event.
QuantifiedTimeNP	LANE-06	language	research_pending	19	13	一日。 | 一日啊。 | 一年。 | 一個月。 | 一個字。 | 三年。	L16	ClassifierAndQuantityNP	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ClassifierAndQuantityNP	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_SPLIT_AND_HEAD_SPECIFIC_MEASURE_REQUIRED	Split duration, distributive/frequency, conventional 個字 measure, and fragment profiles; remove generic classifier/particle assumptions before implementation.
QuantityNP	LANE-06	language	provisional	13	4	得十蚊咋。 | 三十蚊。 | 佢三蚊。	L16	ClassifierAndQuantityNP	language_family	implementation_umbrella	DECOMPOSE_IMPLEMENTATION_UMBRELLA	ClassifierAndQuantityNP	NO	D_ARCHITECTURE_RECONSTRUCTION	VISIBLE_HEAD_QUANTITY_NP_LINKED_BARE_AMOUNT_REALIGNMENT_REQUIRED	Preserve the R19 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
PostThemeParticipantRelation	LANE-01	language	provisional	15	0		L01	CoverbAndParticipantRelations	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	CoverbAndParticipantRelations	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_PROVISIONAL_THEORY_NEUTRAL	Use the cumulative R4 source matrix; retain SOURCE_LINKED_PROVISIONAL_THEORY_NEUTRAL until behavior review.
ReduplicatedVP	LANE-10	language	research_pending	12	3	有嘅話，我哋再同大家講講。 | 我哋再同大家講講。 | 食食。	L37	MannerAndReduplication	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	MannerAndReduplication	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_REDUPLICATION_FORM_AND_AKTIONSART_SPLIT_WITH_LEXICAL_BOUNDARIES	Preserve frozen behavior; use the R21 source map to split overt form, event class, 返 polysemy, prior-state licensing, and argument composition before any implementation.
RelativeClauseNP	LANE-06	language	research_pending	13	3	你嚟嘅時候，我喺屋企。 | 我食飯嘅時候，佢打電話畀我。 | 我買嘅書好貴。	L19	NominalModificationAndRelatives	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	NominalModificationAndRelatives	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_SPLIT_AND_ANALYSIS_NEUTRAL_REQUIRED	Split classifier and ge3 relatives and separate overt construction recognition from disputed gap/internal-head analysis.
RepetitiveComplementVP	LANE-05	language	unsupported_generalization	11	3	睇返一次。 | 飲返杯咖啡。 | 講返一次。	L14	Faan1ComplementProfiles	lexicalized_family	lexicalized_profile	RETAIN_LEXICALIZED_PROFILE	Faan1ComplementProfiles	LEXICAL_OR_SUBTYPE_ONLY	B_EVIDENCE_BACKED_NARROWING	SOURCE_LINKED_FAAN1_RESUMPTIVE_REDOING_SUBJECTIVE_SPLIT_AND_CONTEXTUAL_DISAMBIGUATION_REQUIRED	Preserve frozen behavior; use the R21 source map to split overt form, event class, 返 polysemy, prior-state licensing, and argument composition before any implementation.
ReportedSpeech	LANE-08	language	provisional	18	7	佢話冇。 | 佢話如果落雨，佢就唔去。 | 佢話有。 | 佢話佢唔嚟。 | 佢話我食飯。 | 佢話會嚟喎。	L32	SpeechReportingAndCommunicationEffect	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	SpeechReportingAndCommunicationEffect	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_SPLIT_AND_ANALYSIS_NEUTRAL_REQUIRED	Split lexical 話, complementizer-like/hearsay 話, and reported-thought profiles; keep direct/indirect and CP analyses neutral; require context for one-token reported content.
RestorativeComplementVP	LANE-05	language	unsupported_generalization	10	1	整返好。	L14	Faan1ComplementProfiles	lexicalized_family	lexicalized_profile	RETAIN_LEXICALIZED_PROFILE	Faan1ComplementProfiles	LEXICAL_OR_SUBTYPE_ONLY	B_EVIDENCE_BACKED_NARROWING	SOURCE_LINKED_FAAN1_RESTORATIVE_RESULT_NARROWING_AND_PRIOR_STATE_LICENSING_REQUIRED	Preserve frozen behavior; use the R21 source map to split overt form, event class, 返 polysemy, prior-state licensing, and argument composition before any implementation.
ResultComplement	LANE-05	language	research_pending	12	1	食到飯。	L12	ResultAndPotentialComplements	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ResultAndPotentialComplements	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_SPLIT_REQUIRED	Split lexical RVC, phrasal V-到 result, main arrival, and spatial attainment; remove generic 到 adjacency as language evidence before any implementation.
ResultComplementVP	LANE-05	language	research_pending	15	3	我食到飯。 | 做好功課。 | 做好咗功課。	L12	ResultAndPotentialComplements	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ResultAndPotentialComplements	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_SPLIT_REQUIRED	Separate V+好 lexical/result material, V-到 phrasal result, and outer perfective; map exact 好 combinations before implementation.
ResultStateClause	LANE-05	language	unsupported_generalization	10	0		L15	ResultativeAndChangePredication	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ResultativeAndChangePredication	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_CHANGED_STATE_PLUS_PERFECTIVE_WITH_SCOPE_WRAPPER_SPLIT_AND_REALIGNMENT_REQUIRED	Split scope/focus, lexical changed state, perfective aspect, and particle; avoid exact 熟-only clause ontology.
ScalarEvaluation	LANE-10	language	unsupported_generalization	19	0		L43	ScalarComparisonAndEvaluation	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ScalarComparisonAndEvaluation	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_LEXICAL_SYUN3_EVALUATION_AND_SCALAR_PREDICATION_SPLIT_WITH_PRICE_TEMPLATE_GAPS	Preserve the R29 source boundaries; any merge, split, retirement, or runtime change requires a separately authorized implementation and validation event.
ScalarRangeFragment	LANE-10	language	unsupported_generalization	15	0		L43	ScalarComparisonAndEvaluation	language_family	lexicalized_profile	RETAIN_LEXICALIZED_PROFILE	ScalarComparisonAndEvaluation	LEXICAL_OR_SUBTYPE_ONLY	B_EVIDENCE_BACKED_NARROWING	LEXICAL_PRICE_RANGE_WRAPPER_UNEXERCISED_MERGE_OR_RETIRE	Preserve the R19 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
ScalarValueQuestion	LANE-07	language	unsupported_generalization	20	0		L25	TypedWhAndStanceQuestions	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	TypedWhAndStanceQuestions	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	PRICE_AMOUNT_AND_SCALAR_DIMENSION_QUESTION_SPLIT_REQUIRED	Preserve the R19 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
SchedulingQuestion	LANE-07	language	unsupported_generalization	11	0		L25	TypedWhAndStanceQuestions	language_family	quarantined_exact_gap	QUARANTINE_EXACT_GAP	TypedWhAndStanceQuestions	CONDITIONAL_AFTER_REMEDIATION	E_NOT_IMPLEMENTATION_READY	SCHEDULING_DOMAIN_SOURCE_LINKED_EXACT_STANCE_ACTION_TIME_QUALITY_TEMPLATE_GAP_AND_ORDINARY_WH_REALIGNMENT_REQUIRED	Preserve R30 marker, complement, scope, and exact-gap boundaries; any merge, split, retirement, or runtime change requires a separately authorized implementation and validation event.
SeemingPerfectiveResultClause	LANE-05	language	unsupported_generalization	11	0		L15	ResultativeAndChangePredication	language_family	quarantined_exact_gap	QUARANTINE_EXACT_GAP	ResultativeAndChangePredication	CONDITIONAL_AFTER_REMEDIATION	E_NOT_IMPLEMENTATION_READY	COMPONENTS_LINKED_EXACT_SIX_PART_WRAPPER_SOURCE_GAP_AND_CLAUSE_COMPOSITION_REALIGNMENT_REQUIRED	Quarantine/merge fixed six-slot wrapper into ordinary stance, temporal, locative, weather, and aspect composition.
SerialVerbPurposeChain	LANE-09	language	research_pending	30	5	我去街市買餸煮飯。 | 我落嚟摘芒果食。 | 落嚟摘芒果食。 | 攞啲糖去食。 | 攞啲糖嚟食。	L35	PurposeSerialRelations	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	PurposeSerialRelations	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_SPLIT_AND_PURPOSE_LINKER_NARROWING_REQUIRED	Split overt purposive-linker, motion-purpose, unmarked serial, and longer-chain profiles; require semantic/contextual licensing and preserve 嚟/去 asymmetry before implementation.
SourceMotionClause	LANE-09	language	unsupported_generalization	14	4	我由屋企返學。 | 我由香港去日本。 | 我由學校返屋企。 | 我琴日由屋企行去學校。	L34	GoalSourceAndPath	language_family	split_required	RETAIN_OR_SPLIT_NARROW_SUBTYPE	GoalSourceAndPath	CONDITIONAL_AFTER_REMEDIATION	C_STRUCTURAL_REALIGNMENT	SOURCE_LINKED_PROVISIONAL	Use the cumulative R4 source matrix; retain SOURCE_LINKED_PROVISIONAL until behavior review.
SpeechTransferClause	LANE-08	language	unsupported_generalization	8	0		L32	SpeechReportingAndCommunicationEffect	language_family	transparent_wrapper	MERGE_TRANSPARENT_COMPOSITION	DitransitiveSpeechVP / communication-effect relation	NO	A_SAFE_STRUCTURAL_CLEANUP	SOURCE_LINKED_TRANSPARENT_SPEECH_EFFECT_CLAUSE_WRAPPER_MERGE_OR_RETIRE	Merge or retire the transparent outer wrapper while preserving the sourced inner communication sequence.
