runtime_label	canonical_family_id	canonical_family	target_action	target_node_or_family	accepted_tree_occurrence_count	runtime_code_reference_count	assigned_work_package	evaluation_packet_id	implementation_status	intended_semantic_change	compatibility_alias_required	held_out_state	source_boundary
CompletionQuestion	L11	Completion	RETAIN_OR_SPLIT_NARROW_SUBTYPE	Completion	8	20	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L11	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Require an overt completion/result/aspect licensing subtype for the language claim; keep perfective, experiential, and result/completion readings distinct; quarantine bare reviewed VO + 未 pending evidence.
CompletionVP	L11	Completion	RETAIN_OR_SPLIT_NARROW_SUBTYPE	Completion	7	29	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L11	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Keep the sourced V完 and V完咗O family narrow; split 完 phase/endpoint, 晒 totality, result-state, and outer-perfective layers. Research 晒 separately before disposition.
NegativePotentialComplement	L12	ResultAndPotentialComplements	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ResultAndPotentialComplements	5	17	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L12	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Retain overt V-唔-R; split result heads, constrain objects, and keep potential polarity separate from ordinary negation.
ConditionalClause	L02	ConditionalRelations	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ConditionalRelations	4	14	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L02	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Split 如果, 嘅話, bare conditional 嘅, markerless/contextual condition relations, and isolated antecedent fragments; preserve marker tone and result attachment without inserting hidden content.
ExperientialVP	L07	ExperientialAspect	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ExperientialAspect	3	16	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L07	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Retain overt V過 narrowly and research lexical/event compatibility rather than promoting action_verb + 過 productivity.
PotentialResultVP	L12	ResultAndPotentialComplements	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ResultAndPotentialComplements	3	12	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L12	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Retain only overt V-得-R with licensed result material; research each result head and object-placement profile.
ResultComplementVP	L12	ResultAndPotentialComplements	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ResultAndPotentialComplements	3	15	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L12	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Separate V+好 lexical/result material, V-到 phrasal result, and outer perfective; map exact 好 combinations before implementation.
ExperientialYesNoQuestion	L07	ExperientialAspect	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ExperientialAspect	2	12	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L07	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Keep suppletive 有冇+V過 separate from ordinary A-not-A and prevent duplicate object/topic relations.
NegativePotentialDirectionalVP	L12	ResultAndPotentialComplements	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ResultAndPotentialComplements	2	8	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L12	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Validate negative directional combinations and object boundaries while preserving overt V-唔-R polarity.
PotentialDirectionalVP	L12	ResultAndPotentialComplements	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ResultAndPotentialComplements	2	8	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L12	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Validate verb/direction/deixis combinations in corpus evidence before any productive or implementation claim.
DurativeVP	L09	DurativeContinuativeAspect	RETAIN_OR_SPLIT_NARROW_SUBTYPE	DurativeContinuativeAspect	1	11	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L09	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Split continuing-state, transitive, and accompanying/subordinate V住 profiles and add lexical restrictions before implementation.
ResultComplement	L12	ResultAndPotentialComplements	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ResultAndPotentialComplements	1	12	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L12	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Split lexical RVC, phrasal V-到 result, main arrival, and spatial attainment; remove generic 到 adjacency as language evidence before any implementation.
CausativeResultPredicate	L15	ResultativeAndChangePredication	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ResultativeAndChangePredication	0	10	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L15	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Treat cause/effect as a construction-level relation; review child-node necessity and do not derive roles mechanically from individual verbs.
ChangeIntoPredicate	L15	ResultativeAndChangePredication	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ResultativeAndChangePredication	0	10	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L15	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Retain lexical 變成 while splitting overt complement types and keeping productivity/selection lexically bounded.
CompletionThenClause	L03	TemporalAndSequentialRelations	RETAIN_OR_SPLIT_NARROW_SUBTYPE	TemporalAndSequentialRelations	0	12	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L03	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Realign to ordinary completion structure plus a 就-marked sequence relation; preserve local subjects and clause boundaries, and do not infer conditionality.
ConditionResult	L02	ConditionalRelations	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ConditionalRelations	0	11	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L02	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Replace the action+就+stative wrapper with a relation between independently parsed clauses; distinguish conditional consequent 就 from temporal/sequential and other uses.
ExperientialQuestion	L07	ExperientialAspect	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ExperientialAspect	0	11	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L07	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Require an interrogative final-未 profile after overt experiential material; separate negative statements.
NegativeExperiential	L07	ExperientialAspect	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ExperientialAspect	0	8	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L07	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Preserve frozen behavior; apply R24 directional-aspect composition, wrapper transparency, negator-type, not-yet, and question/statement boundaries before implementation.
PerfectiveObjectResultPredicate	L15	ResultativeAndChangePredication	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ResultativeAndChangePredication	0	11	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L15	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Research 停咗雨 valency and regional distribution; realign from object-result terminology to weather cessation if evidence supports it.
PriorityMarkerClause	L03	TemporalAndSequentialRelations	RETAIN_OR_SPLIT_NARROW_SUBTYPE	TemporalAndSequentialRelations	0	13	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L03	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Split ordinary postverbal priority 先, particleized/deferral uses, preparatory V定…先, and unresolved ordering domains.
ResultStateClause	L15	ResultativeAndChangePredication	RETAIN_OR_SPLIT_NARROW_SUBTYPE	ResultativeAndChangePredication	0	10	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L15	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Split scope/focus, lexical changed state, perfective aspect, and particle; avoid exact 熟-only clause ontology.
TemporalAdverbialClause	L03	TemporalAndSequentialRelations	RETAIN_OR_SPLIT_NARROW_SUBTYPE	TemporalAndSequentialRelations	0	7	CP022-I4_ASPECT_RESULT_AND_CLAUSE_RELATIONS	EP-R36-L03	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Redefine the dormant label around explicit 喺- and 當-temporal-clause subtypes; keep syntactic theory and hidden operators out of learner output.
ModifiedNP	L19	NominalModificationAndRelatives	DECOMPOSE_IMPLEMENTATION_UMBRELLA	NominalModificationAndRelatives	40	34	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L19	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Split bare, ge3-marked, wh-determiner, demonstrative/classifier, and relative/verbal modifier branches before implementation; keep ModifiedNP internal only.
TransitiveVP	L45	ValencyAndArgumentStructure	DECOMPOSE_IMPLEMENTATION_UMBRELLA	ValencyAndArgumentStructure	31	52	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L45	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Retain as an internal transparent wrapper only after lexeme/use valency and complement type are established; keep overt objects, null arguments, relative gaps, and ditransitives distinct.
ProductiveVO	L45	ValencyAndArgumentStructure	DECOMPOSE_IMPLEMENTATION_UMBRELLA	ValencyAndArgumentStructure	24	60	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L45	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Retire the language-level productivity claim; retain only transparent internal VO composition after lexeme valency, complement type, omission, and construction-specific licensing are established.
DegreeStativePredicate	L42	StativePredication	RETAIN_OR_SPLIT_NARROW_SUBTYPE	StativePredication	21	17	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L42	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Retain overt degree tokens; research 太, 有啲, degree stacking, and discourse-sensitive bare predicates separately before productive licensing.
ModalVP	L29	Modality	DECOMPOSE_IMPLEMENTATION_UMBRELLA	Modality	15	35	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L29	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Split lexical auxiliary subtypes, suppletive negative/question forms, clause wrappers, and modal scope over independently licensed VP chains; remove broad modal × VP-family inference before implementation.
OpinionStanceFrame	L31	CognitionAndStance	RETAIN_OR_SPLIT_NARROW_SUBTYPE	CognitionAndStance	15	21	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L31	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Split lexeme-specific matrix complement frames from clause-initial, parenthetical, and right-peripheral stance uses; quarantine generic focus and complement-ellipsis shortcuts.
DesiderativeVP	L30	DesirePreferenceAndIntention	RETAIN_OR_SPLIT_NARROW_SUBTYPE	DesirePreferenceAndIntention	12	17	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L30	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Separate 想 and 要 readings, NP versus VP complementation, and desire versus necessity polarity; quarantine the generic degree/cooccurrence fallback.
NegatedExistentialFragment	L05	FragmentsAndEllipsis	RETAIN_OR_SPLIT_NARROW_SUBTYPE	FragmentsAndEllipsis	11	14	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L05	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Retain context-required status; independently validate subject, focus, repetition, and particle extensions before promotion.
VerbComplementVP	L12	ResultAndPotentialComplements	DECOMPOSE_IMPLEMENTATION_UMBRELLA	ResultAndPotentialComplements	9	23	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L12	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Split descriptive, directional, resultative, restorative, repetitive, and caused-motion profiles; keep umbrella internal-only until replacement design.
FragmentAnswer	L05	FragmentsAndEllipsis	RETAIN_OR_SPLIT_NARROW_SUBTYPE	FragmentsAndEllipsis	8	19	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L05	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Separate response particles, predicate/aspect repetition, lexeme-specific modal replies, and discourse-linked stance answers; realign possessor+嘅 with headless nominal analysis and preserve context without inserting hidden words.
ReportedSpeech	L32	SpeechReportingAndCommunicationEffect	RETAIN_OR_SPLIT_NARROW_SUBTYPE	SpeechReportingAndCommunicationEffect	7	18	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L32	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Split lexical 話, complementizer-like/hearsay 話, and reported-thought profiles; keep direct/indirect and CP analyses neutral; require context for one-token reported content.
StativePredicate	L42	StativePredication	DECOMPOSE_IMPLEMENTATION_UMBRELLA	StativePredication	6	23	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L42	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Split bare property predicate, overt degree-marked predicate, overt negated predicate, lexicalized unit, and clause-level subject predication before any implementation; keep bundle routing internal.
TemporalClause	L03	TemporalAndSequentialRelations	DECOMPOSE_IMPLEMENTATION_UMBRELLA	TemporalAndSequentialRelations	6	19	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L03	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Separate simple temporal framing from subordinate temporal clauses and retire role-driven fallback logic in any future authorized design.
ComplementEllipsisFragment	L05	FragmentsAndEllipsis	RETAIN_OR_SPLIT_NARROW_SUBTYPE	FragmentsAndEllipsis	5	15	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L05	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Split existential-domain omission, response particles/propositional anaphora, independently evidenced copular omission, null arguments, and selectively licensed VP ellipsis; preserve overt tokens and unresolved antecedent status.
CoverbFrame	L01	CoverbAndParticipantRelations	DECOMPOSE_IMPLEMENTATION_UMBRELLA	CoverbAndParticipantRelations	5	25	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L01	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Preserve frozen behavior; apply R23 marker, relation, position, scope, overt-噉, and transparent-wrapper boundaries before any implementation.
CognitionContentFrame	L31	CognitionAndStance	RETAIN_OR_SPLIT_NARROW_SUBTYPE	CognitionAndStance	4	12	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L31	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Retain only overt, lexeme-licensed complement profiles; do not use parser slot compatibility as a grammar cross-product; separate lexical ignorance from stance uses.
IntransitiveVP	L45	ValencyAndArgumentStructure	DECOMPOSE_IMPLEMENTATION_UMBRELLA	ValencyAndArgumentStructure	4	9	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L45	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Replace the generic action_verb-only template with sourced lexeme/use valency and typed omission diagnostics; preserve genuine one-place predicates without fabricating objects.
QuantityNP	L16	ClassifierAndQuantityNP	DECOMPOSE_IMPLEMENTATION_UMBRELLA	ClassifierAndQuantityNP	4	13	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L16	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Preserve the R19 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
DegreeMannerAdverbial	L37	MannerAndReduplication	DECOMPOSE_IMPLEMENTATION_UMBRELLA	MannerAndReduplication	3	16	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L37	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Preserve frozen behavior; apply R23 marker, relation, position, scope, overt-噉, and transparent-wrapper boundaries before any implementation.
FragmentQuestion	L05	FragmentsAndEllipsis	RETAIN_OR_SPLIT_NARROW_SUBTYPE	FragmentsAndEllipsis	2	20	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L05	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Retain context-linked thematic topic+呢 narrowly; obtain direct full-source evidence for exact 你呢 and bare 呢 before promotion, and preserve other ne1 question/declarative analyses.
NegativeCognitionFragment	L05	FragmentsAndEllipsis	RETAIN_OR_SPLIT_NARROW_SUBTYPE	FragmentsAndEllipsis	1	11	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L05	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Split lexical negative cognition, overt-content sequences, stance markers, and standalone answer fragments; preserve context requirement and overt particles.
CognitionDelimitedVP	L31	CognitionAndStance	RETAIN_OR_SPLIT_NARROW_SUBTYPE	CognitionAndStance	0	9	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L31	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Merge cognition+吓 into ordinary delimitative composition with lexeme restrictions; retain exact source and complement structure.
DegreeModifiedLexicalStative	L42	StativePredication	RETAIN_LEXICALIZED_PROFILE	StativePredication	0	11	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L42	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Keep quarantined or lexically enumerated until exact corpus examples establish degree + lexicalized property combinations such as 好好食 and their context conditions.
DitransitiveSpeechVP	L32	SpeechReportingAndCommunicationEffect	RETAIN_OR_SPLIT_NARROW_SUBTYPE	SpeechReportingAndCommunicationEffect	0	10	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L32	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Retain exact 話+recipient+知 evidence, preserve both verbs, and prohibit category-wide cross-product generation.
IntentionFrame	L30	DesirePreferenceAndIntention	RETAIN_LEXICALIZED_PROFILE	DesirePreferenceAndIntention	0	11	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L30	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Narrow to lexicalized 諗住 senses and typed complements; split planning from cognition/assumption and ordinary V住.
PreferenceVP	L30	DesirePreferenceAndIntention	RETAIN_OR_SPLIT_NARROW_SUBTYPE	DesirePreferenceAndIntention	0	12	CP022-I5_VALENCY_COMPLEMENTS_STANCE_ARCHITECTURE	EP-R36-L30	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Split 鍾意 main-verb NP, clause-like, and auxiliary-like VP uses; retire token-presence fallback and keep word-class analysis neutral.
CognitionStatementClause	L31	CognitionAndStance	QUARANTINE_EXACT_GAP	CognitionAndStance	8	13	HOLD_RESEARCH_OR_EXACT_EVIDENCE_GAP	EP-R36-L31	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Keep exact positive 我知 profile quarantined pending direct authority; treat all omitted content as context-dependent and do not fabricate a proposition.
TopicComment	I05	DiscourseRoleStructure	QUARANTINE_INTERNAL_MATCHER	DiscourseRoleStructure	1	23	HOLD_RESEARCH_OR_EXACT_EVIDENCE_GAP	EP-R36-I05	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Quarantine for remediation; require a complete typed comment predicate, full-span coverage, and independently supported topic/comment relation.
AcceptabilityANotA	L23	ANotAQuestions	QUARANTINE_EXACT_GAP	ANotAQuestions	0	10	HOLD_RESEARCH_OR_EXACT_EVIDENCE_GAP	EP-R36-L23	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Keep quarantined as a distinct node pending exact primary construction evidence; consider merging overt 得唔得 into lexical predicate A-not-A rather than assuming a special template.
CognitionDelimitedObjectVP	L31	CognitionAndStance	QUARANTINE_EXACT_GAP	CognitionAndStance	0	10	HOLD_RESEARCH_OR_EXACT_EVIDENCE_GAP	EP-R36-L31	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Split nominal, propositional, polar-clausal, and omitted content; keep 音樂嘅嘢 exact template quarantined pending direct evidence.
DefinitionExplanatoryFrame	I06	CopularComposition	QUARANTINE_INTERNAL_MATCHER	CopularComposition	0	14	HOLD_RESEARCH_OR_EXACT_EVIDENCE_GAP	EP-R36-I06	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Keep quarantined. In consolidation, either merge it into sourced copular/identity/question components or reclassify the retained exact construction to the language layer before implementation.
IdentificationFragment	L05	FragmentsAndEllipsis	QUARANTINE_EXACT_GAP	FragmentsAndEllipsis	0	13	HOLD_RESEARCH_OR_EXACT_EVIDENCE_GAP	EP-R36-L05	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Split ordinary copular/focus 就係 from particle-bound utterance uses; require direct context for fragment status and do not make the final-particle slot freely optional.
LocativeFragment	L05	FragmentsAndEllipsis	QUARANTINE_EXACT_GAP	FragmentsAndEllipsis	0	12	HOLD_RESEARCH_OR_EXACT_EVIDENCE_GAP	EP-R36-L05	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Represent the overt locative phrase compositionally; require discourse context for standalone-answer status and preserve spatial/progressive ambiguity without hidden figures.
PostposedExistentialQuestion	L24	ExistentialQuestions	QUARANTINE_EXACT_GAP	ExistentialQuestions	0	10	HOLD_RESEARCH_OR_EXACT_EVIDENCE_GAP	EP-R36-L24	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Quarantine pending direct corpus attestation and independent analysis of 有 + NP + 冇; no analogy-based licensing.
SchedulingQuestion	L25	TypedWhAndStanceQuestions	QUARANTINE_EXACT_GAP	TypedWhAndStanceQuestions	0	11	HOLD_RESEARCH_OR_EXACT_EVIDENCE_GAP	EP-R36-L25	NOT_AUTHORIZED	NARROW_OR_REALIGN_ONLY_AS_PACKET_SPECIFIES	CASE_BY_CASE	NOT_SELECTED_NOT_OPENED	Preserve R30 marker, complement, scope, and exact-gap boundaries; any merge, split, retirement, or runtime change requires a separately authorized implementation and validation event.
