runtime_label	lane	primary_claim_type	current_status	canonical_family_id	canonical_family	family_type	target_action	survives_as_public_construction	required_endpoint	target_boundary
SeemingPerfectiveResultClause	LANE-05	cantonese_language_claim	unsupported_generalization	L15	ResultativeAndChangePredication	language_family	QUARANTINE_EXACT_GAP	CONDITIONAL_AFTER_REMEDIATION	RETIRE_MERGE_OR_RECLASSIFY	Quarantine/merge fixed six-slot wrapper into ordinary stance, temporal, locative, weather, and aspect composition.
SerialVerbPurposeChain	LANE-09	cantonese_language_claim	research_pending	L35	PurposeSerialRelations	language_family	RETAIN_OR_SPLIT_NARROW_SUBTYPE	CONDITIONAL_AFTER_REMEDIATION	NARROW_SUPPORTED_PRODUCTIVE_SUBTYPE_REQUIRED	Split overt purposive-linker, motion-purpose, unmarked serial, and longer-chain profiles; require semantic/contextual licensing and preserve 嚟/去 asymmetry before implementation.
SourceMotionClause	LANE-09	cantonese_language_claim	unsupported_generalization	L34	GoalSourceAndPath	language_family	RETAIN_OR_SPLIT_NARROW_SUBTYPE	CONDITIONAL_AFTER_REMEDIATION	NARROW_SUPPORTED_PRODUCTIVE_SUBTYPE_REQUIRED	Use the cumulative R4 source matrix; retain SOURCE_LINKED_PROVISIONAL until behavior review.
SpeechTransferClause	LANE-08	cantonese_language_claim	unsupported_generalization	L32	SpeechReportingAndCommunicationEffect	language_family	MERGE_TRANSPARENT_COMPOSITION	NO	RETIRE_MERGE_OR_RECLASSIFY	Merge or retire the transparent outer wrapper while preserving the sourced inner communication sequence.
StativeNominalComplement	LANE-06	cantonese_language_claim	research_pending	L19	NominalModificationAndRelatives	language_family	RETAIN_OR_SPLIT_NARROW_SUBTYPE	CONDITIONAL_AFTER_REMEDIATION	NARROW_SUPPORTED_PRODUCTIVE_SUBTYPE_REQUIRED	Split headless modifier-ge3 nominal use from headed modified NP and sentence-final ge3; insert no hidden noun.
StativePredicate	LANE-10	cantonese_language_claim	unsupported_generalization	L42	StativePredication	language_family	DECOMPOSE_IMPLEMENTATION_UMBRELLA	NO	RETIRE_PUBLIC_UMBRELLA_AFTER_DECOMPOSITION	Split bare property predicate, overt degree-marked predicate, overt negated predicate, lexicalized unit, and clause-level subject predication before any implementation; keep bundle routing internal.
SuggestionQuestion	LANE-07	cantonese_language_claim	unsupported_generalization	L28	DirectivesRequestsAndSuggestions	language_family	RETAIN_OR_SPLIT_NARROW_SUBTYPE	CONDITIONAL_AFTER_REMEDIATION	NARROW_SUPPORTED_PRODUCTIVE_SUBTYPE_REQUIRED	Realign as marker-specific suggestion force over an overt proposal clause/VP; do not infer interrogative syntax from translation or final particle.
TemporalAdverbialClause	LANE-02	cantonese_language_claim	unsupported_generalization	L03	TemporalAndSequentialRelations	language_family	RETAIN_OR_SPLIT_NARROW_SUBTYPE	CONDITIONAL_AFTER_REMEDIATION	NARROW_SUPPORTED_PRODUCTIVE_SUBTYPE_REQUIRED	Redefine the dormant label around explicit 喺- and 當-temporal-clause subtypes; keep syntactic theory and hidden operators out of learner output.
TemporalClause	LANE-10	cantonese_language_claim	provisional	L03	TemporalAndSequentialRelations	language_family	DECOMPOSE_IMPLEMENTATION_UMBRELLA	NO	RETIRE_PUBLIC_UMBRELLA_AFTER_DECOMPOSITION	Separate simple temporal framing from subordinate temporal clauses and retire role-driven fallback logic in any future authorized design.
TimeNP	LANE-10	cantonese_language_claim	research_pending	L44	TemporalAndMeasurePredication	language_family	RETAIN_OR_SPLIT_NARROW_SUBTYPE	CONDITIONAL_AFTER_REMEDIATION	NARROW_SUPPORTED_PRODUCTIVE_SUBTYPE_REQUIRED	Split lexical/deictic time forms by head-specific classifier behavior and keep nominal form separate from clause-level temporal role before any implementation.
TimeToActionFrame	LANE-10	cantonese_language_claim	unsupported_generalization	L44	TemporalAndMeasurePredication	language_family	QUARANTINE_EXACT_GAP	CONDITIONAL_AFTER_REMEDIATION	RETIRE_MERGE_OR_RECLASSIFY	Keep quarantined or merge into ordinary copular/temporal/predicate components until the exact 係時候+action construction is directly sourced.
Topic	LANE-10	parser_representation_decision	parser_heuristic	I05	DiscourseRoleStructure	internal_architecture	RENAME_INTERNAL	NO	INTERNAL_ONLY_NON_LICENSING	Rename or document as an internal discourse-role wrapper; require independent evidence before asserting syntactic topic status, chains, gaps, or null-object linkage.
TopicComment	LANE-10	parser_representation_decision	parser_heuristic	I05	DiscourseRoleStructure	internal_architecture	QUARANTINE_INTERNAL_MATCHER	NO	INTERNAL_ONLY_NON_LICENSING	Quarantine for remediation; require a complete typed comment predicate, full-span coverage, and independently supported topic/comment relation.
TopicCommentClause	LANE-10	parser_representation_decision	parser_heuristic	I05	DiscourseRoleStructure	internal_architecture	RETIRE	NO	INTERNAL_ONLY_NON_LICENSING	Retire from the active registry and preserve any historical references as an alias to the canonical disposition.
TransformationResultFrame	LANE-05	cantonese_language_claim	unsupported_generalization	L15	ResultativeAndChangePredication	language_family	MERGE_TRANSPARENT_COMPOSITION	NO	RETIRE_MERGE_OR_RECLASSIFY	Review for dependency-aware retirement as a transparent topic wrapper; preserve child exact-form gap.
TransformationResultPredicate	LANE-05	cantonese_language_claim	unsupported_generalization	L15	ResultativeAndChangePredication	language_family	QUARANTINE_EXACT_GAP	CONDITIONAL_AFTER_REMEDIATION	RETIRE_MERGE_OR_RECLASSIFY	Keep exact 變咗做 and 做-linker analysis research-pending; do not analogize from 變成.
TransitiveVP	LANE-10	cantonese_language_claim	provisional	L45	ValencyAndArgumentStructure	architecture_family	DECOMPOSE_IMPLEMENTATION_UMBRELLA	NO	RETIRE_PUBLIC_UMBRELLA_AFTER_DECOMPOSITION	Retain as an internal transparent wrapper only after lexeme/use valency and complement type are established; keep overt objects, null arguments, relative gaps, and ditransitives distinct.
VPComplementFrame	LANE-08	parser_representation_decision	parser_heuristic	I07	ComplementGrouping	hybrid_internal_language_sensitive	QUARANTINE_INTERNAL_MATCHER	NO	INTERNAL_ONLY_NON_LICENSING	Quarantine the generic fallback; replace with lexeme/construction-specific complement licensing or merge transparent grouping into typed predicate families.
VerbComplementVP	LANE-05	cantonese_language_claim	provisional	L12	ResultAndPotentialComplements	language_family	DECOMPOSE_IMPLEMENTATION_UMBRELLA	NO	RETIRE_PUBLIC_UMBRELLA_AFTER_DECOMPOSITION	Split descriptive, directional, resultative, restorative, repetitive, and caused-motion profiles; keep umbrella internal-only until replacement design.
VocativeAddressTerm	LANE-10	lexicalized_language_claim	lexicalized_only	L38	NamingAndAddress	lexicalized_family	RETAIN_LEXICALIZED_PROFILE	LEXICAL_OR_SUBTYPE_ONLY	SUPPORTED_BOUNDED_LEXICALIZED	Preserve the R20 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
WhClassifierQuestion	LANE-06	cantonese_language_claim	unsupported_generalization	L22	WhNominals	language_family	RETAIN_OR_SPLIT_NARROW_SUBTYPE	CONDITIONAL_AFTER_REMEDIATION	NARROW_SUPPORTED_PRODUCTIVE_SUBTYPE_REQUIRED	Preserve the R20 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
ResourceUseLaiFunctionRelation	LANE-01	cantonese_language_claim	supported_productive	L01	CoverbAndParticipantRelations	language_family	RETAIN_ACCEPTED_NARROW_SUBTYPE	YES	ALREADY_SUPPORTED_PRODUCTIVE	Accepted narrow direct resource 用嚟/用來 function subtype; broad IntendedFunctionRelation remains separate.
