pattern	lane	primary_claim_type	status	confidence	action	external_description_scope	lane_external_reference_count	pattern_specific_external_source_count	natural_attestation_status	external_corpus_candidate_hit_count	external_corpus_clean_root_hit_count	external_corpus_document_count	external_corpus_collection_count	exact_accepted_fixture_surface_match_count	accepted_fixture_count	accepted_fixture_origin_count	runtime_code_reference_count	research_master_label_mention_count	native_validation_scope	native_naturalness_source_count	native_naturalness_judgment_count	native_naturalness_acceptable_count	native_naturalness_rejected_count	native_naturalness_sentence_ids	native_naturalness_conflict_sentence_ids	native_analysis_validation_count	native_naturalness_scope	native_conflict_disposition	negative_boundary_evidence	held_out_performance	alternative_analyses	language_claim	parser_representation_decision	parser_heuristic	audit_trigger	audit_note
NegatedDirectionalMotionVP	LANE-09	cantonese_language_claim	research_pending	not_assigned_pending_reaudit	reaudit_against_definition_of_done_before_provisional	lane_level	8	0	native_surface_acceptability_candidate_not_analysis_validated	4	0	2	2	0	10	8	5	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	4	4	0	CS160-N107;CS160-N108;CS160-N109;CS160-N110		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by NegatedDirectionalMotionVP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses NegatedDirectionalMotionVP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose NegatedDirectionalMotionVP; this operational decision remains defeasible and must not be treated as language fact.	source reverification, manual corpus review, second independent speaker, code-document mismatch, boundary failure, or conflicting evidence	Provisional claim requires retroactive source re-verification and two-speaker review. Legacy source counts and internal test results retain historical value but carry no productive-acceptance weight until rechecked. Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline. Prior provisional status withdrawn until the current provisional Definition-of-Done checklist is reverified.
NegatedExistentialClause	LANE-07	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_and_research_before_retention	lane_level	7	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	2	3	7	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-N088		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by NegatedExistentialClause; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses NegatedExistentialClause as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose NegatedExistentialClause; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
NegatedExistentialFragment	LANE-03	cantonese_language_claim	research_pending	not_assigned_pending_reaudit	reaudit_against_definition_of_done_before_provisional	lane_level	16	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	2	11	4	6	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	2	2	0	CS160-N090;CS160-N089		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by NegatedExistentialFragment; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses NegatedExistentialFragment as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose NegatedExistentialFragment; this operational decision remains defeasible and must not be treated as language fact.	source reverification, manual corpus review, second independent speaker, code-document mismatch, boundary failure, or conflicting evidence	Provisional claim requires retroactive source re-verification and two-speaker review. Legacy source counts and internal test results retain historical value but carry no productive-acceptance weight until rechecked. Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline. Prior provisional status withdrawn until the current provisional Definition-of-Done checklist is reverified.
NegatedLexicalizedStative	LANE-07	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	7	0	none_recorded	0	0	0	0	0	0	0	10	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by NegatedLexicalizedStative; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses NegatedLexicalizedStative as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose NegatedLexicalizedStative; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
NegatedStativePredicate	LANE-07	cantonese_language_claim	unsupported_generalization	low	quarantine_unexercised_runtime_path	lane_level	7	0	candidate_hits_unreviewed	3	1	3	2	0	0	0	8	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by NegatedStativePredicate; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses NegatedStativePredicate as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose NegatedStativePredicate; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
NegatedVP	LANE-07	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_native_rejected_subtype_and_research_before_retention	lane_level	7	0	native_surface_conflict_not_analysis_validated	0	0	0	0	0	1	1	7	0	ONE_SPEAKER_REJECTED_SURFACE_ONLY_NOT_ANALYSIS_VALIDATION	1	1	0	1	CS160-N031	CS160-N031	0	rejected_surface_judgments_only	quarantine_screened_surface_family_pending_analysis	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by NegatedVP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses NegatedVP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose NegatedVP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline. Native naturalness screening found one or more rejected mapped surfaces; attribution to this label remains unresolved until analysis validation.
NegativeCognitionFragment	LANE-03	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	16	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	1	1	4	1	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-N093		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by NegativeCognitionFragment; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses NegativeCognitionFragment as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose NegativeCognitionFragment; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
NegativeExperiential	LANE-05	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	14	0	none_recorded	0	0	0	0	0	0	0	2	1	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by NegativeExperiential; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses NegativeExperiential as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose NegativeExperiential; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
NegativeHaveClause	LANE-07	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_dormant_label_and_consider_retirement	lane_level	7	0	none_recorded	0	0	0	0	0	0	0	0	3	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by NegativeHaveClause; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses NegativeHaveClause as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose NegativeHaveClause; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
NegativePotentialComplement	LANE-05	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_and_research_before_retention	lane_level	14	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	5	2	10	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	2	2	0	CS160-N030;CS160-N027		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by NegativePotentialComplement; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses NegativePotentialComplement as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose NegativePotentialComplement; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
NegativePotentialDirectionalVP	LANE-05	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_and_research_before_retention	lane_level	14	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	2	1	1	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	2	2	0	CS160-N048;CS160-N046		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by NegativePotentialDirectionalVP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses NegativePotentialDirectionalVP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose NegativePotentialDirectionalVP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
NominalHeadSpan	LANE-06	parser_representation_decision	parser_heuristic	medium	rename_internal_neutral_nominal_span_no_independent_licensing	lane_level	10	0	native_surface_acceptability_candidate_not_analysis_validated	7	7	2	2	0	27	21	18	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	5	5	0	CS160-N114;CS160-N108;CS160-N028;CS160-N112;CS160-N111		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Canto Span does not claim that NominalHeadSpan is a canonical Cantonese construction name; it is an internal neutral span over overt nominal material.	Canto Span uses NominalHeadSpan internally to preserve an overt nominal-head span. The retired HeadNP name survives only as diagnostic migration metadata and cannot license definiteness, ellipsis, argument roles, or fragment status.	NominalHeadSpan may preserve already identified nominal material, but it cannot independently create a noun phrase, infer an omitted head, or assign clause-level grammatical roles.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
NominalModifierNP	LANE-06	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_dormant_label_and_consider_retirement	lane_level	10	0	none_recorded	0	0	0	0	0	0	0	0	3	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by NominalModifierNP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses NominalModifierNP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose NominalModifierNP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
NominalPredicateClause	LANE-10	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	11	0	candidate_hits_unreviewed	1	1	1	1	0	12	1	3	4	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by NominalPredicateClause; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses NominalPredicateClause as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose NominalPredicateClause; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
OpinionQuestion	LANE-07	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	7	0	none_recorded	0	0	0	0	0	0	0	2	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by OpinionQuestion; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses OpinionQuestion as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose OpinionQuestion; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
OpinionStanceFrame	LANE-08	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_and_research_before_retention	lane_level	8	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	15	9	10	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	5	5	0	CS160-N121;CS160-N116;CS160-N003;CS160-N105;CS160-N106		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by OpinionStanceFrame; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses OpinionStanceFrame as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose OpinionStanceFrame; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
OrdinalClassifierNP	LANE-06	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	10	0	none_recorded	0	0	0	0	0	0	0	12	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by OrdinalClassifierNP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses OrdinalClassifierNP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose OrdinalClassifierNP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
PassivePermissiveRelation	LANE-01	cantonese_language_claim	research_pending	not_assigned_pending_reaudit	reaudit_against_definition_of_done_before_provisional	pattern_specific	8	3	fixed_hkcancor_passive_and_permissive_examples_recorded	8	0	6	1	0	0	0	4	1	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	CP020_FROZEN_DESIGN_AND_HELDOUT_BOUNDARIES	CP020_FROZEN_60_ROW_HEADLESS_REVIEW_PENDING_RENDERED_ACCEPTANCE	canonical_passive; indirect_passive; permissive_causative; lexical_transfer; fragment	Cantonese 畀/俾 sequences can realize canonical passive, retained-object indirect passive, or permissive let/allow readings; some NP1 畀 NP2 VP strings remain contextually ambiguous.	Canto Span uses one transparent PassivePermissiveRelation with trace-level reading candidates and subtype cues rather than the debunked generic AffectednessFrame.	The parser requires an overt pre-marker participant, overt post-marker participant, and predicate material; it preserves passive/permissive ambiguity and does not treat negated, aspect-marked, A-not-A, transfer, beneficiary, agent-omitted, or fragment strings as clean passive relations.	source reverification, manual corpus review, second independent speaker, code-document mismatch, boundary failure, or conflicting evidence	Provisional claim requires retroactive source re-verification and two-speaker review. Legacy source counts and internal test results retain historical value but carry no productive-acceptance weight until rechecked. CP020 replacement-only candidate; no productive acceptance and no native structural validation. Prior provisional status withdrawn until the current provisional Definition-of-Done checklist is reverified.
PathPhrase	LANE-09	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_and_research_before_retention	lane_level	8	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	1	1	7	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-N053		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by PathPhrase; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses PathPhrase as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose PathPhrase; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
PerfectiveDirectionalVP	LANE-05	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_and_research_before_retention	lane_level	14	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	2	1	1	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	2	2	0	CS160-N042;CS160-N043		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by PerfectiveDirectionalVP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses PerfectiveDirectionalVP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose PerfectiveDirectionalVP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
PerfectiveObjectResultPredicate	LANE-05	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	14	0	none_recorded	0	0	0	0	0	0	0	4	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by PerfectiveObjectResultPredicate; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses PerfectiveObjectResultPredicate as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose PerfectiveObjectResultPredicate; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
PerfectiveResultPredicate	LANE-05	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	14	0	none_recorded	0	0	0	0	0	0	0	3	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by PerfectiveResultPredicate; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses PerfectiveResultPredicate as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose PerfectiveResultPredicate; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
PerfectiveVP	LANE-05	cantonese_language_claim	research_pending	not_assigned_pending_reaudit	reaudit_against_definition_of_done_before_provisional	pattern_specific_for_completion_plus_perfective_subtype	14	4	independently_attested_completion_plus_perfective_subtype_with_one_speaker_surface_variation	11	6	4	2	0	37	21	23	7	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_MIXED_NOT_ANALYSIS_VALIDATION	1	8	6	2	CS160-P0-03;CS160-P0-08;CS160-N019;CS160-N105;CS160-N117;CS160-N025;CS160-N033;CS160-FU1-01	CS160-P0-03;CS160-FU1-01	0	mixed_acceptable_and_rejected_surface_judgments	broad_subtype_independently_attested_rejected_surfaces_retained_as_variation_evidence	two_project_aspect_order_boundary_probes_recorded_not_independent_ungrammaticality_evidence	CANDIDATE_HEADLESS_4_OF_4_INDEPENDENT_COMPLETION_PERFECTIVE_POSITIVES_PASS_RENDERED_PENDING	outer_or_viewpoint_perfective_over_inner_aspect; flat_aspect_stack rejected as parser representation	Cantonese perfective 咗 may follow an inner aspect/result element such as 完 before an overt object; broader PerfectiveVP productivity remains only provisional.	For V完咗O, Canto Span represents 咗 as outer perfective aspect scoping over an inner V完 predicate while preserving the overt object and surface order.	The parser selects the nested perfective-over-completion representation when the visible sequence is action + 完 + 咗 + overt object; other PerfectiveVP subtypes retain their existing independent heuristics.	source reverification, manual corpus review, second independent speaker, code-document mismatch, boundary failure, or conflicting evidence	Provisional claim requires retroactive source re-verification and two-speaker review. Legacy source counts and internal test results retain historical value but carry no productive-acceptance weight until rechecked. Pattern-specific research supports the completion-plus-perfective subtype, but one-speaker naturalness screening conflicts with 食完咗飯. No broad productive or analysis-validated claim is made. Prior provisional status withdrawn until the current provisional Definition-of-Done checklist is reverified.
PolarQuestionFrame	LANE-07	parser_representation_decision	parser_heuristic	medium	retain_as_representation_only	lane_level	7	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	6	6	10	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-N080		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by PolarQuestionFrame; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses PolarQuestionFrame as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose PolarQuestionFrame; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
PoliteImperativeClause	LANE-10	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	11	0	none_recorded	0	0	0	0	0	0	0	5	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by PoliteImperativeClause; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses PoliteImperativeClause as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose PoliteImperativeClause; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
PossessiveClassifierNP	LANE-06	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	10	0	none_recorded	0	0	0	0	0	0	0	4	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by PossessiveClassifierNP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses PossessiveClassifierNP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose PossessiveClassifierNP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
PossessiveNP	LANE-06	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_dormant_label_and_consider_retirement	lane_level	10	0	none_recorded	0	0	0	0	0	0	0	0	5	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by PossessiveNP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses PossessiveNP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose PossessiveNP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
PossessiveNominalFragment	LANE-03	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_dormant_label_and_consider_retirement	lane_level	16	0	none_recorded	0	0	0	0	0	0	0	0	6	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by PossessiveNominalFragment; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses PossessiveNominalFragment as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose PossessiveNominalFragment; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
